"GENE","magma_p","magma_fdr","magma_rank","gwas_min_p","gwas_n_snps","gwas_rank","n_top_pathways","best_pathway_p","pathway_rank","pathways","hit_gwas","hit_magma","hit_pathway","support_layers","score"
"SORBI_3009G238900",3.093e-08,5.74097983606557e-06,183,5.570696e-11,301,139,1,9.99900009999e-05,1,"PWY-6549",TRUE,TRUE,TRUE,3,5.92733741281693
"SORBI_3009G241200",5.884e-09,1.41745977304965e-06,141,1.939035e-09,606,282,1,9.99900009999e-05,1,"PWY-3781",TRUE,TRUE,TRUE,3,5.91731124509073
"SORBI_3006G057200",9.3847e-14,1.77094502722222e-10,18,9.38473e-14,261,58,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.90827374293358
"SORBI_3009G229000",5.2802e-13,7.409289644e-10,24,3.263734e-15,271,1,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.90409844986902
"SORBI_3009G232266",1.3383e-13,2.272901805e-10,20,1.338337e-13,283,68,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.86203275593361
"SORBI_3009G226400",6.3951e-13,8.35470621923077e-10,26,5.867061e-15,297,16,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.86198847165512
"SORBI_3009G230800",1.942e-13,3.14113876190476e-10,21,8.993578e-14,232,57,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.84695690432727
"SORBI_3009G241000",1.3361e-08,2.81883904968944e-06,161,2.210758e-09,548,292,1,9.99900009999e-05,1,"PWY-5080",TRUE,TRUE,TRUE,3,5.84038242940291
"SORBI_3009G239900",1.1486e-07,1.77320035746606e-05,220,3.193851e-11,416,132,1,9.99900009999e-05,1,"VALSYN-PWY",TRUE,TRUE,TRUE,3,5.83753911518807
"SORBI_3009G226200",8.5177e-13,1.07031188275862e-09,27,5.867061e-15,261,16,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.83709347167509
"SORBI_3009G229200",1.1906e-12,1.18944441764706e-09,34,3.263734e-15,292,1,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.83347534878003
"SORBI_3009G226700",8.9766e-13,1.07031188275862e-09,28,5.867061e-15,269,16,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.83253556497448
"SORBI_3009G229700",5.4533e-13,7.409289644e-10,25,1.982972e-14,222,29,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.82293646380933
"SORBI_3009G226800",1.056e-12,1.11998462727273e-09,32,5.867061e-15,290,16,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.81842515599925
"SORBI_3009G221500",2.4525e-08,4.73318565340909e-06,176,1.65855e-09,722,274,3,9.99900009999e-05,1,"PWY-7039; PWYIO2-7; TRIGLSYN-PWY",TRUE,TRUE,TRUE,3,5.80010968265246
"SORBI_3009G226300",1.3888e-12,1.27495593513514e-09,37,5.867061e-15,309,16,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.79462999807233
"SORBI_3009G226100",1.5554e-12,1.28859199512195e-09,41,5.867061e-15,251,16,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.78478952071499
"SORBI_3009G249900",3.9526e-08,7.02921278534031e-06,191,1.361283e-09,545,264,1,9.99900009999e-05,1,"PWY-6233",TRUE,TRUE,TRUE,3,5.76723292736737
"SORBI_3009G226000",1.9443e-12,1.53586135116279e-09,43,5.867061e-15,251,16,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.76540528440425
"SORBI_3009G229500",1.0881e-12,1.11998462727273e-09,33,1.982972e-14,203,29,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.76293457974846
"SORBI_3009G227600",9.138e-13,1.07031188275862e-09,29,3.541653e-14,143,45,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.75290916844269
"SORBI_3009G240600",3.1217e-08,5.76275999456522e-06,184,5.40957e-09,484,318,2,9.99900009999e-05,1,"LIPASYN-PWY; PWY-6803",TRUE,TRUE,TRUE,3,5.72780983535515
"SORBI_3009G236100",8.7509e-08,1.40872900616114e-05,211,7.172846e-10,345,228,1,9.99900009999e-05,1,"PWY-5080",TRUE,TRUE,TRUE,3,5.72602464785537
"SORBI_3009G230300",1.34e-12,1.27495593513514e-09,35,3.121722e-14,373,35,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.72513961782281
"SORBI_3009G225900",2.2405e-12,1.69117918888889e-09,45,1.851683e-14,253,26,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.70317434641011
"SORBI_3009G226900",4.7921e-12,3.07119359811321e-09,53,5.867061e-15,287,16,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.68705276520016
"SORBI_3009G240500",5.317e-08,9.07550447236181e-06,199,5.40957e-09,493,318,2,9.99900009999e-05,1,"LIPASYN-PWY; PWY-6803",TRUE,TRUE,TRUE,3,5.68155473616989
"SORBI_3006G057300",1.4572e-12,1.28859199512195e-09,38,9.38473e-14,271,58,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.67005398924364
"SORBI_3009G225800",3.2834e-12,2.14475476538462e-09,52,1.851683e-14,256,26,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.66997857728983
"SORBI_3009G227100",2.3636e-12,1.74531306956522e-09,46,4.454024e-14,186,55,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.66040994845342
"SORBI_3009G227000",5.1198e-12,3.22044901111111e-09,54,2.018228e-14,282,34,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.6276523780879
"SORBI_3009G230700",5.5531e-12,3.42949359454545e-09,55,3.121722e-14,381,35,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.60165347863568
"SORBI_3009G224400",1.3547e-12,1.27495593513514e-09,36,6.773765e-13,551,82,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.59054836126562
"SORBI_3009G225300",1.6388e-12,1.32535999047619e-09,42,5.180051e-13,480,79,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.58566140538413
"SORBI_3009G240700",1.8634e-07,2.6933662893617e-05,235,5.40957e-09,526,318,3,9.99900009999e-05,1,"GLUCONEO-PWY; GLYOXYLATE-BYPASS; PWY-5690",TRUE,TRUE,TRUE,3,5.57262685000214
"SORBI_3009G230500",7.9241e-12,4.72206850350877e-09,57,3.121722e-14,376,35,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.57077058797976
"SORBI_3009G223100",2.234e-07,3.13563132231405e-05,242,5.206204e-09,341,312,2,9.99900009999e-05,1,"PWY-2681; PWY-2781",TRUE,TRUE,TRUE,3,5.55853559082075
"SORBI_3009G224300",2.045e-12,1.57869352272727e-09,44,6.773765e-13,584,82,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.55477832495789
"SORBI_3009G238650",1.5258e-12,1.28859199512195e-09,39,1.317376e-12,328,90,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.55132950316951
"SORBI_3009G229800",1.3286e-11,7.27879938709677e-09,62,3.297219e-14,303,44,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.52350637100177
"SORBI_3009G238500",2.6348e-12,1.86450524166667e-09,47,1.317376e-12,362,90,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.50387949432749
"SORBI_3009G238600",2.6348e-12,1.86450524166667e-09,47,1.317376e-12,339,90,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.50387949432749
"SORBI_3004G147950",1.0338e-11,5.95170925423729e-09,59,1.239219e-13,376,65,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.48779788808283
"SORBI_3006G057100",1.229e-11,6.84351524590164e-09,61,9.38473e-14,407,58,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.48484744518032
"SORBI_3009G232200",1.0802e-11,6.11519223333333e-09,60,1.338337e-13,330,68,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.48064261693683
"SORBI_3009G245600",9.3112e-07,0.000111757431236749,283,1.841017e-09,517,280,1,9.99900009999e-05,1,"PWY-3781",TRUE,TRUE,TRUE,3,5.47969743181065
"SORBI_3009G225200",3.2776e-12,2.14475476538462e-09,50,1.638796e-12,482,99,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.47543632028605
"SORBI_3009G246400",6.3153e-07,7.91556439483395e-05,271,5.052275e-09,328,311,8,9.99900009999e-05,1,"PWY-5120; PWY-5121; PWY-5805; PWY-5807; PWY-5863; PWY-5864; PWY-5910; PWYQT-4449",TRUE,TRUE,TRUE,3,5.46957684737637
"SORBI_3009G225600",6.3362e-12,3.84324473928571e-09,56,5.180051e-13,321,79,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.46820082100924
"SORBI_3009G232332",1.8729e-11,1.00979038571429e-08,63,1.338337e-13,257,68,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.43284053359568
"SORBI_3009G232400",1.9398e-11,1.029518540625e-08,64,1.338337e-13,251,68,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.42979206052683
"SORBI_3009G250300",9.9318e-07,0.000118369631789474,285,6.32598e-09,492,326,1,9.99900009999e-05,1,"PWY-6348",TRUE,TRUE,TRUE,3,5.42048596818726
"SORBI_3009G224900",1.0302e-11,5.95170925423729e-09,58,1.947195e-12,511,103,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.36847474632032
"SORBI_3009G238300",2.3224e-11,1.21361478153846e-08,65,1.317376e-12,366,90,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.31484162071666
"SORBI_3006G057733",6.5871e-11,2.79680032125e-08,80,1.742632e-13,735,77,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.3121405802072
"SORBI_3009G229100",7.2781e-10,2.54861054329897e-07,97,3.263734e-15,301,1,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.27622492073676
"SORBI_3009G232000",1.2219e-10,4.88285615294118e-08,85,1.338337e-13,400,68,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.26993631856474
"SORBI_3009G220200",1.563e-05,0.00138980159685864,382,8.898792e-10,715,241,1,9.99900009999e-05,1,"PWY-5980",TRUE,TRUE,TRUE,3,5.26627944155308
"SORBI_3009G224600",5.7821e-11,2.50031516962025e-08,74,6.773765e-13,556,82,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.26449986774335
"SORBI_3009G225000",3.815e-11,1.82512823943662e-08,71,1.638796e-12,519,99,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.26224860201689
"SORBI_3009G224800",4.3041e-11,2.03051895416667e-08,72,1.947195e-12,573,103,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.24428258482397
"SORBI_3009G231800",2.7583e-11,1.41956327424242e-08,66,1.379147e-11,448,111,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.19791064420912
"SORBI_3009G224200",1.2734e-10,5.02948579069767e-08,86,6.773765e-13,582,82,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.19592401832099
"SORBI_3009G232500",3.6702e-10,1.36995256483516e-07,91,1.338337e-13,223,68,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.17440550534958
"SORBI_3009G247200",3.5164e-11,1.70630798285714e-08,69,1.758189e-11,450,113,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.16627378986447
"SORBI_3009G247300",3.5164e-11,1.70630798285714e-08,69,1.758189e-11,513,113,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.16627378986447
"SORBI_3009G239600",3.1939e-11,1.59540001911765e-08,67,3.193851e-11,334,132,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.14870427197095
"SORBI_3009G239700",3.1939e-11,1.59540001911765e-08,67,3.193851e-11,336,132,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.14870427197095
"SORBI_3009G225250",1.4515e-10,5.66702304597701e-08,87,1.638796e-12,468,99,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.14618410244153
"SORBI_3009G246800",5.1137e-11,2.37941161506849e-08,73,1.758189e-11,338,113,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.13374639491193
"SORBI_3009G243500",1.5594e-10,6.01910679545455e-08,88,3.689787e-12,372,105,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.10470836438263
"SORBI_3009G247100",8.3518e-11,3.50229124197531e-08,81,1.758189e-11,469,113,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.09113742698863
"SORBI_3009G235100",5.8152e-11,2.50031516962025e-08,75,5.815228e-11,227,140,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.07063039413438
"SORBI_3009G235200",5.8152e-11,2.50031516962025e-08,75,5.815228e-11,220,140,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.07063039413438
"SORBI_3009G235300",5.8152e-11,2.50031516962025e-08,75,5.815228e-11,320,140,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.07063039413438
"SORBI_3009G235400",5.8152e-11,2.50031516962025e-08,75,5.815228e-11,227,140,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.07063039413438
"SORBI_3009G235500",5.8152e-11,2.50031516962025e-08,75,5.815228e-11,266,140,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,5.07063039413438
"SORBI_3009G233100",1.1274e-10,4.67004826829268e-08,82,1.003976e-10,216,167,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.98941206078881
"SORBI_3009G243600",6.125e-10,2.18997763157895e-07,95,3.689787e-12,373,105,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.98587865175224
"SORBI_3009G244800",1.1965e-10,4.8382756547619e-08,83,1.196494e-10,250,180,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.97662640689815
"SORBI_3009G244900",1.1965e-10,4.8382756547619e-08,83,1.196494e-10,297,180,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.97662640689815
"SORBI_3009G232100",5.865e-09,1.41745977304965e-06,140,1.338337e-13,337,68,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.93368984823556
"SORBI_3009G224700",9.809e-10,3.20367599038462e-07,104,4.924995e-12,563,110,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.93243447370067
"SORBI_3009G238200",2.7101e-09,7.60776584297521e-07,121,1.317376e-12,336,90,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.90143196204031
"SORBI_3009G232700",8.881e-09,2.0804201862069e-06,145,1.338337e-13,231,68,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.89765107751361
"SORBI_3009G244700",3.2568e-10,1.22915250666667e-07,90,1.196494e-10,288,180,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.88965072961377
"SORBI_3009G224500",4.4296e-09,1.13115179701493e-06,133,6.773765e-13,517,82,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.88764408532578
"SORBI_3009G239250",8.4688e-10,2.876597296e-07,100,1.966017e-11,328,120,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.88507689778818
"SORBI_3009G234900",5.515e-10,1.99285111702128e-07,94,5.815228e-11,260,140,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.87523422194896
"SORBI_3006G057000",1.507e-08,3.12123591463415e-06,164,9.38473e-14,358,58,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.86713517129469
"SORBI_3009G238800",4.178e-09,1.0833139389313e-06,131,1.317376e-12,359,90,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.86383533815252
"SORBI_3009G255300",7.6972e-10,2.6409170949495e-07,99,9.28985e-11,370,158,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.82593257559814
"SORBI_3009G231900",2.0136e-09,6.05273904424779e-07,113,1.379147e-11,406,111,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.825244303586
"SORBI_3009G246700",1.9786e-09,6.00063448214286e-07,112,1.758189e-11,337,113,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.81622184319267
"SORBI_3009G233300",9.2865e-10,3.09249554411765e-07,102,1.003976e-10,225,167,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.80625725427193
"SORBI_3009G236800",4.4894e-10,1.63969300860215e-07,92,4.489437e-10,373,201,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.80434315140337
"SORBI_3009G236950",4.4894e-10,1.63969300860215e-07,92,4.489437e-10,384,201,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.80434315140337
"SORBI_3009G234000",1.3853e-09,4.39761542990654e-07,107,6.733422e-11,162,149,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.7888676497942
"SORBI_3009G239400",2.8114e-09,7.76380681300813e-07,123,1.966017e-11,300,120,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.78085674501825
"SORBI_3009G233500",1.753e-09,5.46276614678899e-07,109,6.733422e-11,197,149,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.76842003341958
"SORBI_3009G235700",7.4644e-10,2.58717627346939e-07,98,3.732208e-10,346,191,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.76820443521429
"SORBI_3009G246950",3.9032e-09,1.01984611076923e-06,130,1.758189e-11,412,113,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.75720928312011
"SORBI_3009G246100",6.5354e-10,2.31237428958333e-07,96,6.535403e-10,627,213,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.75541832793027
"SORBI_3009G236900",9.4539e-10,3.11767593495146e-07,103,4.489437e-10,384,201,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.73965861101333
"SORBI_3009G255600",2.09e-09,6.22728333333333e-07,114,9.28985e-11,276,158,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.73916987261307
"SORBI_3009G234800",2.8892e-09,7.914311e-07,124,5.815228e-11,265,140,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.73138780406655
"SORBI_3009G219400",5.0097e-09,1.26047762888889e-06,135,2.104908e-11,546,127,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.72771434424226
"SORBI_3009G233800",3.0338e-09,8.243926768e-07,125,6.733422e-11,200,149,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.72077902723872
"SORBI_3009G238850",2.0551e-08,4.01747620689655e-06,173,1.525785e-12,294,98,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.71908407404722
"SORBI_3009G220500",8.8988e-10,2.99272811485149e-07,101,8.898792e-10,588,241,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.71520060520172
"SORBI_3009G245900",1.3071e-09,4.22840625714286e-07,105,6.535403e-10,677,213,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.69521099975515
"SORBI_3009G238100",3.2751e-08,5.98093127419355e-06,186,1.317376e-12,421,90,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.68498411227627
"SORBI_3009G231500",6.1673e-07,7.75869181851852e-05,270,4.820819e-15,330,8,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.67366890247887
"SORBI_3009G221800",1.6585e-09,5.21613606481481e-07,108,6.703667e-10,759,220,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.67342566154076
"SORBI_3009G235000",5.6989e-09,1.40271403115942e-06,138,5.815228e-11,220,140,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.67238511803048
"SORBI_3009G234100",5.3194e-09,1.31886175036496e-06,137,6.733422e-11,251,149,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.67200388684791
"SORBI_3009G245800",1.841e-09,5.67891518918919e-07,110,6.535403e-10,739,213,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.66546200498543
"SORBI_3009G233900",5.8581e-09,1.41745977304965e-06,139,6.733422e-11,175,149,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.66362506044209
"SORBI_3009G242250",1.3512e-09,4.32983116981132e-07,106,1.351196e-09,649,255,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.66078423759687
"SORBI_3009G239351",1.1583e-08,2.53832103870968e-06,155,1.966017e-11,326,120,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.65787706184888
"SORBI_3009G247500",2.5705e-09,7.39933673728814e-07,118,4.436175e-10,567,198,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.6532956113557
"SORBI_3009G247400",1.3026e-08,2.7653383875e-06,160,1.758189e-11,707,113,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.65253122937334
"SORBI_3009G247601",2.6827e-09,7.59360590833333e-07,120,4.436175e-10,507,198,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.64958471114393
"SORBI_3009G242400",1.8558e-09,5.67891518918919e-07,111,1.351196e-09,612,255,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.6332219308321
"SORBI_3009G233700",9.7708e-09,2.22741452080537e-06,149,6.733422e-11,200,149,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.61919039189127
"SORBI_3009G233600",1.0229e-08,2.30098306622517e-06,151,6.733422e-11,202,149,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.61520978091662
"SORBI_3002G379201",8.6344e-09,2.05094171188811e-06,143,1.079294e-10,394,171,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.60943959091529
"SORBI_3009G237900",2.6297e-09,7.50613612605042e-07,119,1.314864e-09,432,251,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,4.60413067523849
