"pathway_id","pathway_name","n_genes","calib_mode","acat_p","fisher_p","tfisher_p_analytic","tau_hat","tfisher_stat_hat","minp_p_analytic","stouffer_p_analytic","magma_pvalue","omni_p_analytic","omni_p_analytic_BH","omni_p_global","omni_p_global_BH","omni_p_mvn","omni_p_mvn_BH","acat_p_mvn_cal","fisher_p_mvn_cal","tfisher_p_mvn_cal","minp_p_mvn_cal","stouffer_p_mvn_cal","omni_p_mvn_compcal","omni_p_final","omni_p_final_BH","omni_p_final_q_storey","omni_p_final_q_bky10","omni_p_final_q_ihw10","genes_used","gene_pvals_used"
"PWY-6287","neurosporene biosynthesis",3,"mvn",0.0486554251373092,0.162368576978793,0.671709343155438,0.02,0.902787117700794,0.0377199514610605,0.0781741047549084,NA,0.0777229674164778,0.999999464264088,NA,NA,0.0744669255330745,0.999978000022,NA,NA,NA,NA,NA,NA,0.0744669255330745,0.999978000022,0.999978000022,1,0.999978000022,"AT5G17230;AT4G14210;AT3G04870","1.273e-02;8.732e-01;9.016e-01"
"PWY-6623","salicylate glucosides biosynthesis II",2,"mvn",0.0941412192576089,0.11679048839528,0.747438086533905,0.05,0.0977545217302627,0.0929626219417214,0.0319610118305443,NA,0.0855570864706715,0.999999464264088,NA,NA,0.0762869237130763,0.999978000022,NA,NA,NA,NA,NA,NA,0.0762869237130763,0.999978000022,0.999978000022,1,0.999978000022,"AT3G21750;AT1G73880","5.226e-01;4.761e-02"
"PWY-5863","superpathway of phylloquinol biosynthesis",15,"mvn",0.0370707597898505,0.629056026708911,0.536926091458117,0.005,1.79383981105729,0.0301540332491802,0.57763776997905,NA,0.0849969328360029,0.999999464264088,NA,NA,0.0964949035050965,0.999978000022,NA,NA,NA,NA,NA,NA,0.0964949035050965,0.999978000022,0.999978000022,1,0.999978000022,"AT4G38460;AT3G14530;AT3G14510;AT1G17050;AT1G78510;AT3G59380;AT4G36810;AT2G23800;AT3G14550;AT2G18640;AT3G20160;AT3G29430;AT2G18620;AT1G49530;AT1G74470","5.395e-01;8.108e-01;9.014e-01;7.680e-01;9.543e-01;3.507e-01;3.835e-01;3.248e-01;8.308e-01;8.504e-01;2.517e-01;8.496e-01;9.743e-01;3.823e-01;2.039e-03"
"PYRIDNUCSYN-PWY","NAD <i>de novo</i> biosynthesis I (from aspartate)",5,"mvn",0.0590917219163946,0.0913645682038902,0.681910157687077,0.02,0.918250357263155,0.0616067990842307,0.114440244400915,NA,0.0973716889994779,0.999999464264088,NA,NA,0.0991459008540991,0.999978000022,NA,NA,NA,NA,NA,NA,0.0991459008540991,0.999978000022,0.999978000022,1,0.999978000022,"AT5G14760;AT5G50210;AT2G01350;AT1G55090;AT5G55810","2.271e-01;3.830e-01;5.592e-01;4.698e-01;1.264e-02"
"PWY-6066","IAA biosynthesis VII",2,"mvn",0.14472959785899,0.18870462634783,0.761984054539642,0.1,0.995911535418919,0.117860497668677,0.0618369907133292,NA,0.146187830513578,0.999999464264088,NA,NA,0.125560874439126,0.999978000022,NA,NA,NA,NA,NA,NA,0.125560874439126,0.999978000022,0.999978000022,1,0.999978000022,"AT3G06810;AT4G05530","7.626e-01;6.078e-02"
"UDPNACETYLGALSYN-PWY","UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II",13,"mvn",0.0485769874812602,0.554401070047411,0.544036750162241,0.005,0.731782367327757,0.0441563635317955,0.555926297889242,NA,0.115457756138722,0.999999464264088,NA,NA,0.126539873460127,0.999978000022,NA,NA,NA,NA,NA,NA,0.126539873460127,0.999978000022,0.999978000022,1,0.999978000022,"AT4G37840;AT3G20040;AT1G50460;AT1G47840;AT2G19860;AT4G29130;AT5G42740;AT4G24620;AT2G35020;AT1G31070;AT5G18070;AT5G15770;AT3G24090","7.997e-01;5.419e-01;3.910e-01;5.748e-01;7.022e-01;5.836e-01;9.116e-01;4.955e-01;3.468e-03;8.287e-01;5.554e-01;3.314e-01;5.335e-01"
"PWY-82","UDP-&beta;-L-arabinose biosynthesis II (from &beta;-L-arabinose)",3,"mvn",0.640836539736888,0.193898862124348,0.724943190797717,0.05,0.585351562782084,0.107814733079611,0.0402706772995572,NA,0.137940658923149,0.999999464264088,NA,NA,0.126796873203127,0.999978000022,NA,NA,NA,NA,NA,NA,0.126796873203127,0.999978000022,0.999978000022,1,0.999978000022,"AT3G42850;AT4G16130;AT5G52560","3.649e-01;9.694e-01;3.731e-02"
"PWYQT-4466","superpathway of sucrose and starch metabolism I (non-photosynthetic tissue)",17,"mvn",0.0650697533946557,0.627686865294907,0.557427992574614,0.005,0.731782367327757,0.0573465989568668,0.237750544428856,NA,0.138153936699252,0.999999464264088,NA,NA,0.155709844290156,0.999978000022,NA,NA,NA,NA,NA,NA,0.155709844290156,0.999978000022,0.999978000022,1,0.999978000022,"AT3G56040;AT5G17310;AT3G03250;AT2G35020;AT5G52560;AT5G51820;AT1G70820;AT5G17530;AT1G70730;AT1G23190;AT3G01590;AT3G61610;AT4G23730;AT4G25900;AT5G14500;AT5G57330;AT5G66530","7.443e-01;3.618e-01;8.353e-01;3.468e-03;3.731e-02;5.595e-01;8.897e-01;7.456e-01;9.001e-01;5.200e-01;9.345e-01;5.068e-01;9.025e-01;6.304e-01;6.395e-01;6.403e-01;3.767e-01"
"PWY-6477","gibberellin inactivation II (methylation)",3,"mvn",0.166235364690581,0.122823044196354,0.783236419675172,0.2,2.07367070890721,0.301541470846751,0.0841790589661946,NA,0.189604025851621,0.999999464264088,NA,NA,0.16966083033917,0.999978000022,NA,NA,NA,NA,NA,NA,0.16966083033917,0.999978000022,0.999978000022,1,0.999978000022,"AT5G56300;AT4G26460;AT4G26420","4.648e-01;1.258e-01;1.127e-01"
"PWY-5079","L-phenylalanine degradation III",8,"mvn",0.191992843734407,0.250284239598332,0.750957567195645,0.05,1.4619756679711,0.177106861487247,0.0543420416186934,NA,0.16365911340255,0.999999464264088,NA,NA,0.175150824849175,0.999978000022,NA,NA,NA,NA,NA,NA,0.175150824849175,0.999978000022,0.999978000022,1,0.999978000022,"AT5G53970;AT1G62960;AT1G70560;AT5G51690;AT4G33070;AT5G01330;AT5G54960;AT5G01320","3.223e-01;6.905e-01;1.948e-01;9.186e-01;5.939e-01;3.008e-01;2.407e-02;3.644e-01"
"PWY-7177","UTP and CTP dephosphorylation II",10,"mvn",0.240297763183503,0.531665971289285,0.654743800707921,0.01,0.475216275154146,0.0761113110185126,0.0834738707821013,NA,0.173225989085267,0.999999464264088,NA,NA,0.177605822394178,0.999978000022,NA,NA,NA,NA,NA,NA,0.177605822394178,0.999978000022,0.999978000022,1,0.999978000022,"AT1G14240;AT1G14230;AT4G19180;AT1G14250;AT2G02970;AT4G20320;AT2G34890;AT1G30820;AT3G12670;AT4G02120","7.735e-01;9.876e-01;2.343e-01;6.414e-01;3.530e-01;7.372e-01;7.885e-03;5.261e-01;7.740e-01;8.416e-01"
"PWY-5530","sorbitol biosynthesis II",2,"mvn",0.261611090010968,0.275791588818229,0.798371459270007,0.1,0.0321401650157529,0.187127962063752,0.0871009978105278,NA,0.235404635990015,0.999999464264088,NA,NA,0.192809807190193,0.999978000022,NA,NA,NA,NA,NA,NA,0.192809807190193,0.999978000022,0.999978000022,1,0.999978000022,"AT2G16790;AT3G20790","7.879e-01;9.841e-02"
"CAROTENOID-PWY","superpathway of carotenoid biosynthesis in plants",3,"mvn",0.292733687077824,0.206316846104747,0.717663449477906,0.05,0.960702421822944,0.0899448205440888,0.206480548324789,NA,0.220340940794462,0.999999464264088,NA,NA,0.193665806334194,0.999978000022,NA,NA,NA,NA,NA,NA,0.193665806334194,0.999978000022,0.999978000022,1,0.999978000022,"AT4G25700;AT5G52570;AT5G57030","9.604e-01;3.093e-02;4.900e-01"
"PWY-6475","<i>trans</i>-lycopene biosynthesis II (oxygenic phototrophs and green sulfur bacteria)",7,"mvn",0.135747529462107,0.534117839579179,0.69178504607258,0.02,0.902787117700794,0.0858093187836967,0.194708183284629,NA,0.209894599149838,0.999999464264088,NA,NA,0.204194795805204,0.999978000022,NA,NA,NA,NA,NA,NA,0.204194795805204,0.999978000022,0.999978000022,1,0.999978000022,"AT3G09580;AT4G14210;AT3G04870;AT1G57770;AT1G06820;AT5G17230;AT1G10830","8.869e-01;8.732e-01;9.016e-01;8.198e-01;4.101e-01;1.273e-02;5.276e-01"
"PWY-3462","L-phenylalanine biosynthesis II",10,"mvn",0.142499743811342,0.317333020336521,0.707609990659161,0.02,0.818559689582427,0.12516124850202,0.141296621431524,NA,0.209217101253346,0.999999464264088,NA,NA,0.210721789278211,0.999978000022,NA,NA,NA,NA,NA,NA,0.210721789278211,0.999978000022,0.999978000022,1,0.999978000022,"AT1G08250;AT3G44720;AT2G27820;AT3G07630;AT1G11790;AT5G22630;AT2G22250;AT3G29200;AT5G10870;AT1G69370","1.405e-01;9.327e-01;7.487e-01;6.061e-01;2.854e-01;1.328e-02;4.212e-01;3.998e-01;6.247e-01;5.661e-01"
"PWY-7238","sucrose biosynthesis II",28,"mvn",0.169553116636158,0.668626068672726,0.592863355427423,0.005,0.731782367327757,0.0926887430712792,0.154397326520442,NA,0.219989764833911,0.999999464264088,NA,NA,0.238576761423239,0.999978000022,NA,NA,NA,NA,NA,NA,0.238576761423239,0.999978000022,0.999978000022,1,0.999978000022,"AT4G37840;AT3G20040;AT1G50460;AT1G47840;AT2G19860;AT4G29130;AT5G51820;AT1G70820;AT5G17530;AT1G70730;AT1G23190;AT5G42740;AT4G24620;AT3G56040;AT5G17310;AT3G03250;AT2G35020;AT5G52560;AT3G46970;AT2G40840;AT1G51420;AT3G52340;AT3G54270;AT2G35840;AT5G11110;AT1G04920;AT5G20280;AT4G10120","7.997e-01;5.419e-01;3.910e-01;5.748e-01;7.022e-01;5.836e-01;5.595e-01;8.897e-01;7.456e-01;9.001e-01;5.200e-01;9.116e-01;4.955e-01;7.443e-01;3.618e-01;8.353e-01;3.468e-03;3.731e-02;8.189e-01;2.718e-01;7.650e-01;9.930e-01;3.471e-01;8.857e-01;1.260e-01;2.726e-02;7.351e-01;7.487e-01"
"PWY-5034","GA<sub>12</sub> biosynthesis",3,"mvn",0.420381965228526,0.373170565301847,0.773374279019095,0.1,1.08736245524176,0.164264681817413,0.110566398456282,NA,0.283582678047041,0.999999464264088,NA,NA,0.244724755275245,0.999978000022,NA,NA,NA,NA,NA,NA,0.244724755275245,0.999978000022,0.999978000022,1,0.999978000022,"AT2G32440;AT1G05160;AT5G25900","5.806e-02;7.419e-01;9.161e-01"
"GLYCOLYSIS","glycolysis I (from glucose 6-phosphate)",62,"mvn",0.401652618949227,0.940682005484662,0.79745664741235,0.01,0.59768655287313,0.369695744636636,0.0267275690019805,NA,0.221741471422359,0.999999464264088,NA,NA,0.252977747022253,0.999978000022,NA,NA,NA,NA,NA,NA,0.252977747022253,0.999978000022,0.999978000022,1,0.999978000022,"AT5G42740;AT4G24620;AT1G22170;AT3G26780;AT5G62840;AT1G08940;AT3G05170;AT5G64380;AT3G54050;AT1G43670;AT1G06730;AT1G19600;AT4G27600;AT5G47810;AT2G22480;AT5G56630;AT5G61580;AT4G29220;AT4G32840;AT4G26270;AT2G01140;AT2G36460;AT4G38970;AT2G21330;AT3G52930;AT5G03690;AT4G26530;AT4G26520;AT3G55440;AT2G21170;AT1G13440;AT3G62410;AT1G12900;AT3G26650;AT1G42970;AT3G04120;AT1G79530;AT1G16300;AT3G12780;AT1G56190;AT1G79550;AT3G08590;AT1G09780;AT3G30841;AT4G09520;AT2G29560;AT2G36530;AT1G74030;AT3G55650;AT3G55810;AT5G56350;AT5G63680;AT3G25960;AT4G26390;AT2G36580;AT3G04050;AT3G49160;AT5G08570;AT3G52990;AT3G22960;AT1G32440;AT5G52920","9.116e-01;4.955e-01;8.180e-01;1.859e-02;3.413e-01;1.291e-01;8.169e-01;7.726e-01;4.565e-01;6.417e-02;1.766e-01;8.843e-01;7.787e-01;8.824e-01;5.151e-01;6.351e-01;5.572e-01;4.151e-01;8.525e-01;7.018e-01;5.237e-01;6.145e-01;6.637e-01;8.252e-01;3.835e-01;8.188e-01;1.131e-01;1.126e-01;5.858e-01;1.748e-01;4.525e-01;9.234e-01;5.998e-01;2.105e-01;2.308e-01;7.063e-01;2.051e-01;5.414e-01;8.981e-01;7.801e-01;6.595e-01;4.695e-01;2.809e-01;5.940e-01;5.985e-01;3.610e-01;6.461e-01;7.417e-03;1.607e-01;7.812e-01;8.750e-01;4.086e-01;6.005e-01;3.693e-01;7.438e-01;7.626e-01;9.694e-01;6.986e-01;9.639e-01;8.993e-01;8.218e-01;8.124e-01"
"PWY-5670","epoxysqualene biosynthesis",9,"mvn",0.766302290327942,0.142064223293177,0.697933604181995,0.2,8.97473354054588,0.291291015684474,0.105576787824532,NA,0.287649400529999,0.999999464264088,NA,NA,0.261540738459262,0.999978000022,NA,NA,NA,NA,NA,NA,0.261540738459262,0.999978000022,0.999978000022,1,0.999978000022,"AT4G34640;AT4G34650;AT5G24140;AT5G24155;AT5G24160;AT4G37760;AT2G22830;AT1G58440;AT5G24150","3.206e-01;3.934e-01;5.278e-01;6.211e-02;3.861e-02;9.575e-01;3.753e-02;9.858e-01;8.851e-01"
"PWY4FS-4","phosphatidylcholine biosynthesis IV",7,"mvn",0.912410634495609,0.394500813304391,0.640033404751538,0.01,0.884837785641474,0.0441160137644265,0.402976370355544,NA,0.292529026789735,0.999999464264088,NA,NA,0.273706726293274,0.999978000022,NA,NA,NA,NA,NA,NA,0.273706726293274,0.999978000022,0.999978000022,1,0.999978000022,"AT3G18000;AT1G73600;AT1G48600;AT1G04430;AT5G06050;AT5G14430;AT1G80860","9.954e-01;6.425e-03;5.772e-01;9.020e-01;3.957e-01;6.131e-01;7.705e-01"
"PWY-6902","chitin degradation II (Vibrio)",22,"mvn",0.635381234361489,0.611551372321342,0.846947320823249,0.2,7.6462708572808,0.72295703549626,0.0405621058662838,NA,0.276624238678926,0.999999464264088,NA,NA,0.282978717021283,0.999978000022,NA,NA,NA,NA,NA,NA,0.282978717021283,0.999978000022,0.999978000022,1,0.999978000022,"AT4G19820;AT4G19800;AT4G19760;AT4G19750;AT4G19730;AT4G19720;AT1G02360;AT1G56680;AT2G43600;AT4G19740;AT5G24090;AT4G19770;AT3G54420;AT2G43570;AT3G47540;AT4G01700;AT2G43620;AT2G43580;AT2G43590;AT4G19810;AT2G43610;AT3G12500","9.828e-01;7.521e-01;7.112e-01;6.865e-01;5.286e-01;6.358e-01;7.349e-01;7.862e-01;2.612e-01;6.339e-01;3.251e-01;8.353e-01;8.897e-01;1.164e-01;6.013e-01;4.592e-01;6.978e-02;1.247e-01;1.218e-01;6.785e-01;5.668e-02;3.849e-01"
"PWY3O-4107","NAD salvage pathway V (PNC V cycle)",12,"mvn",0.306027846263746,0.500568924878502,0.71551139783676,0.02,0.918250357263155,0.141532919687552,0.163077787770436,NA,0.294383071770943,0.999999464264088,NA,NA,0.284465715534284,0.999978000022,NA,NA,NA,NA,NA,NA,0.284465715534284,0.999978000022,0.999978000022,1,0.999978000022,"AT5G55760;AT5G09230;AT1G55090;AT3G17970;AT5G09420;AT5G23230;AT1G08980;AT5G23220;AT2G22570;AT2G23420;AT4G36940;AT5G55810","1.069e-01;6.536e-01;4.698e-01;9.381e-01;9.472e-01;7.801e-01;1.025e-01;7.580e-01;9.133e-01;9.429e-01;4.473e-01;1.264e-02"
"PWY-6799","fatty acid biosynthesis (plant mitochondria)",2,"mvn",0.263526116666346,0.275321079393449,0.822415919083264,0.2,0.33704946874314,0.309409204949301,0.327244086505586,NA,0.40993597460197,0.999999464264088,NA,NA,0.298480701519299,0.999978000022,NA,NA,NA,NA,NA,NA,0.298480701519299,0.999978000022,0.999978000022,1,0.999978000022,"AT2G30200;AT2G04540","4.577e-01;1.690e-01"
"PWY-5947","lutein biosynthesis",5,"mvn",0.71628472827222,0.530676707510607,0.736069216340057,0.05,0.960702421822944,0.145367227002043,0.113925675942309,NA,0.333253423966162,0.999999464264088,NA,NA,0.299118700881299,0.999978000022,NA,NA,NA,NA,NA,NA,0.299118700881299,0.999978000022,0.999978000022,1,0.999978000022,"AT1G31800;AT4G15110;AT3G53130;AT5G52570;AT4G25700","4.770e-01;8.350e-01;9.321e-01;3.093e-02;9.604e-01"
"PWY-7432","L-phenylalanine biosynthesis III (cytosolic, plants)",4,"mvn",0.380476719830189,0.432264771381805,0.842132873744714,0.2,0.705735237233989,0.454349296208734,0.0855598448704578,NA,0.350550907940022,0.999999464264088,NA,NA,0.306939693060307,0.999978000022,NA,NA,NA,NA,NA,NA,0.306939693060307,0.999978000022,0.999978000022,1,0.999978000022,"AT1G08250;AT2G27820;AT1G11790;AT3G07630","1.405e-01;7.487e-01;2.854e-01;6.061e-01"
"PWY-882","L-ascorbate biosynthesis I (L-galactose pathway)",19,"mvn",0.125583098421775,0.876071818532417,0.623965665639187,0.005,0.224540534467164,0.0815809899883352,0.501844394417103,NA,0.311480084241021,0.999999464264088,NA,NA,0.310945689054311,0.999978000022,NA,NA,NA,NA,NA,NA,0.310945689054311,0.999978000022,0.999978000022,1,0.999978000022,"AT5G28840;AT4G30570;AT2G04650;AT3G55590;AT1G74910;AT2G39770;AT5G17530;AT1G70820;AT2G45790;AT3G02570;AT1G67070;AT5G55120;AT4G26850;AT4G39120;AT3G02870;AT2G38740;AT2G25870;AT4G33670;AT3G47930","8.871e-01;6.521e-01;1.480e-01;5.415e-01;9.700e-01;8.527e-01;7.456e-01;8.897e-01;9.023e-01;4.312e-01;4.562e-01;4.469e-03;5.592e-01;5.255e-01;8.787e-01;4.575e-01;6.360e-01;8.353e-01;5.847e-01"
"HOMOCYSDEGR-PWY","L-cysteine biosynthesis III (from L-homocysteine)",3,"mvn",0.281334790439893,0.331712045640768,0.818521456745611,0.2,1.09258410940914,0.30876757781443,0.192541781198212,NA,0.38017529412377,0.999999464264088,NA,NA,0.316154683845316,0.999978000022,NA,NA,NA,NA,NA,NA,0.316154683845316,0.999978000022,0.999978000022,1,0.999978000022,"AT3G62130;AT5G26600;AT5G28030","5.484e-01;5.039e-01;1.158e-01"
"PWY-5686","UMP biosynthesis I",5,"mvn",0.391680883314557,0.529736996645925,0.840330257178491,0.2,1.35741767889363,0.414265463013804,0.0885821291533387,NA,0.367360628831114,0.999999464264088,NA,NA,0.328023671976328,0.999978000022,NA,NA,NA,NA,NA,NA,0.328023671976328,0.999978000022,0.999978000022,1,0.999978000022,"AT3G54470;AT4G22930;AT3G20330;AT1G29900;AT3G27740","4.053e-01;7.074e-01;1.015e-01;6.777e-01;5.565e-01"
"PWY-5409","divinyl ether biosynthesis II",4,"mvn",0.247299780474213,0.258318147632083,0.824456974706384,0.1,0.0351885284621797,0.338799580958205,0.247235609454682,NA,0.383698364277948,0.999999464264088,NA,NA,0.335202664797335,0.999978000022,NA,NA,NA,NA,NA,NA,0.335202664797335,0.999978000022,0.999978000022,1,0.999978000022,"AT1G67560;AT3G45140;AT1G72520;AT1G17420","4.954e-01;9.826e-02;2.730e-01;4.831e-01"
