"GENE","magma_p","magma_fdr","magma_rank","gwas_min_p","gwas_n_snps","gwas_rank","n_top_pathways","best_pathway_p","pathway_rank","pathways","hit_gwas","hit_magma","hit_pathway","support_layers","score"
"FBgn0040751",0.0010604,0.7011829875,17,2.00591001482604e-06,1152,9,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.1646749115218
"FBgn0033899",0.001237,0.7011829875,19,2.00591001482604e-06,1215,9,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.15129491540818
"FBgn0033897",0.0014081,0.7011829875,21,2.00591001482604e-06,1168,9,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.14004215563614
"FBgn0035142",0.00061562,0.7011829875,11,1.31834482020251e-05,1547,125,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.13013455416935
"FBgn0086895",0.0016209,0.7011829875,23,2.00591001482604e-06,1210,9,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.12781761088223
"FBgn0035143",0.00079516,0.7011829875,13,1.31834482020251e-05,941,125,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.10790619327368
"FBgn0000576",0.0010782,0.7011829875,18,8.77518228741079e-06,1381,89,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.09913451981567
"FBgn0033900",0.0024864,0.7011829875,37,2.00591001482604e-06,1250,9,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.09065465590984
"FBgn0026239",0.0022088,0.7011829875,30,3.77598958185754e-06,1781,23,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.07346564253499
"FBgn0035581",0.0015738,0.7011829875,22,7.64429121966154e-06,1149,74,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.07227636943154
"FBgn0038676",0.0022797,0.7011829875,31,3.77598958185754e-06,1354,23,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.07072138141526
"FBgn0035144",0.0013992,0.7011829875,20,1.31834482020251e-05,1081,125,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.05882113898773
"FBgn0033901",0.0047316,0.7011829875,62,2.00591001482604e-06,1279,9,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.03476725070984
"FBgn0034411",0.0031029,0.7011829875,44,6.88961825157306e-06,1262,41,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.01782692825402
"FBgn0032304",0.002577,0.7011829875,39,1.17575588570802e-05,1281,112,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,3.0107454001443
"FBgn0033902",0.0071653,0.7011829875,114,2.00591001482604e-06,1304,9,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.9987219796639
"FBgn0032303",0.0037895,0.7011829875,54,1.17575588570802e-05,1286,112,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.9772519015741
"FBgn0038032",0.0049269,0.7011829875,66,7.24472110179832e-06,531,53,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.97548308335903
"FBgn0038033",0.0049269,0.7011829875,66,7.24472110179832e-06,531,53,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.97548308335903
"FBgn0053098",0.0052251,0.7011829875,73,7.24472110179832e-06,514,53,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.97037891156768
"FBgn0014269",0.0053912,0.7011829875,81,6.88961825157306e-06,1292,41,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.96984339546203
"FBgn0261860",0.0043513,0.7011829875,59,1.16073903160893e-05,1078,110,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.9658027358063
"FBgn0038034",0.0057251,0.7011829875,86,7.24472110179832e-06,460,53,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.96244121750452
"FBgn0026756",0.0050679,0.7011829875,70,1.01334246117672e-05,660,93,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.9584587685556
"FBgn0038118",0.0068846,0.7011829875,102,7.12344348247221e-06,2233,47,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.94715525920137
"FBgn0267351",0.0072005,0.7011829875,115,6.88961825157306e-06,1354,41,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.94470795319013
"FBgn0041702",0.0073372,0.7011829875,119,6.88961825157306e-06,1262,41,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.94307441265693
"FBgn0286075",0.007205,0.7011829875,116,7.24472110179832e-06,453,53,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.94247103584962
"FBgn0036621",0.0062777,0.7011829875,94,1.09546775822797e-05,765,97,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.93647992846421
"FBgn0032856",0.0066885,0.7011829875,99,1.01334246117672e-05,785,93,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.93435862963061
"FBgn0015803",0.0068471,0.7011829875,101,1.01334246117672e-05,841,93,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.9323230417788
"FBgn0038037",0.0083882,0.705112092,150,7.24472110179832e-06,428,53,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.92926407751807
"FBgn0036624",0.0072808,0.7011829875,117,1.09546775822797e-05,643,97,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.92360421973378
"FBgn0046706",0.0071347,0.7011829875,109,1.29309773565154e-05,668,122,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.91816172155614
"FBgn0085431",0.011395,0.751127646226415,188,7.24472110179832e-06,640,53,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.90265496697634
"FBgn0011676",0.010502,0.723605016393443,183,1.17575588570802e-05,2120,112,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.88871388106427
"FBgn0039280",0.014125,0.752354016194332,233,9.42028307826369e-05,1332,775,1,0.0705929407059294,1,"FLYCYC:PWY-6823",FALSE,TRUE,TRUE,2,2.88771978597613
"FBgn0260229",0.014125,0.752354016194332,233,9.42028307826369e-05,1332,775,1,0.0705929407059294,1,"FLYCYC:PWY-6823",FALSE,TRUE,TRUE,2,2.88771978597613
"FBgn0046763",0.013982,0.752354016194332,231,7.64653758063765e-06,1017,77,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.88253965771059
"FBgn0036627",0.011951,0.751127646226415,198,1.09546775822797e-05,615,97,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.88055919072603
"FBgn0026056",0.014705,0.752354016194332,245,7.64653758063765e-06,1057,77,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.87816051150057
"FBgn0038042",0.015273,0.7536832734375,255,7.24472110179832e-06,358,53,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.87721296252822
"FBgn0036488",0.017032,0.793810720588235,270,6.8180833771445e-06,761,36,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.87038063953032
"FBgn0036489",0.017971,0.796839352941176,283,6.8180833771445e-06,783,36,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.8657193203789
"FBgn0266099",0.014206,0.752354016194332,237,1.09546775822797e-05,708,97,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.86554567793844
"FBgn0032857",0.015721,0.762408034615385,260,1.01334246117672e-05,1165,93,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.86012834237164
"FBgn0013812",0.020116,0.800611835962145,315,7.64653758063765e-06,1258,77,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.85094519187941
"FBgn0047330",0.020315,0.803655761755486,318,7.64429121966154e-06,754,74,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.85010291229386
"FBgn0032305",0.019112,0.796839352941176,297,1.17575588570802e-05,1472,112,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.83670705650611
"FBgn0003141",0.024124,0.826856857142857,362,4.73141524565979e-05,928,389,1,0.161083891610839,32,"FLYCYC:PWY-8138",FALSE,TRUE,TRUE,2,2.83530581823258
"FBgn0260793",0.033435,0.862802804347826,485,7.12344348247221e-06,1518,47,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.8098907361977
"FBgn0031132",0.02506,0.829231049608355,380,8.88554523004381e-05,721,723,1,0.145885411458854,26,"FLYCYC:PWY-7411",FALSE,TRUE,TRUE,2,2.80893419201639
"FBgn0082831",0.036551,0.862802804347826,529,7.24472110179832e-06,398,53,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.80141798021296
"FBgn0035438",0.03957,0.862802804347826,560,6.42731473207999e-05,963,520,1,0.135886411358864,22,"FLYCYC:PWY-8398",FALSE,TRUE,TRUE,2,2.78640623030941
"FBgn0085408",0.039877,0.862802804347826,565,9.484616959439e-06,2168,90,NA,NA,NA,NA,TRUE,TRUE,FALSE,2,2.78215352469723
"FBgn0003965",0.024047,0.826856857142857,361,0.000522344607520237,590,3117,1,0.137386261373863,24,"FLYCYC:PWY-5691",FALSE,TRUE,TRUE,2,2.73819777722078
"FBgn0004880",0.00021072,0.403172775,5,2.22801408552259e-05,1096,197,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.20046705526411
"FBgn0037908",0.00091524,0.7011829875,14,1.54132156567551e-05,995,144,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.08890367601666
"FBgn0053512",0.00096671,0.7011829875,15,1.54132156567551e-05,903,144,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.08415143228067
"FBgn0264516",0.0017216,0.7011829875,27,2.22801408552259e-05,892,197,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.01802175599039
"FBgn0050101",0.0023829,0.7011829875,34,1.77417525168383e-05,1351,167,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.99967918485682
"FBgn0032853",0.0016876,0.7011829875,25,4.24374458104476e-05,788,370,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.99177117295181
"FBgn0019929",0.0016625,0.7011829875,24,6.02313946496262e-05,496,480,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.9778653772734
"FBgn0001077",0.0030127,0.7011829875,42,1.84710413769718e-05,776,179,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.97755968439158
"FBgn0285910",0.0016912,0.7011829875,26,7.1269462329153e-05,655,595,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.9690706577667
"FBgn0016697",0.0035772,0.7011829875,51,1.77417525168383e-05,1330,167,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.96439170389458
"FBgn0036436",0.0020563,0.7011829875,28,5.56424611412568e-05,849,458,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.96284207177877
"FBgn0052638",0.0024782,0.7011829875,36,4.16430036399834e-05,513,362,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.95921852478157
"FBgn0262581",0.0021851,0.7011829875,29,5.56424611412568e-05,882,458,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.95756510347647
"FBgn0265256",0.0023381,0.7011829875,33,5.24825531615184e-05,795,437,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.95422588818444
"FBgn0266430",0.0025645,0.7011829875,38,6.02313946496262e-05,497,480,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.94021716738807
"FBgn0054007",0.0023054,0.7011829875,32,7.49779081784276e-05,867,645,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.93995741025542
"FBgn0030451",0.0031191,0.7011829875,45,4.16430036399834e-05,529,362,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.9392399355716
"FBgn0030452",0.0034254,0.7011829875,49,4.16430036399834e-05,534,362,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.93110353663188
"FBgn0037835",0.0039837,0.7011829875,56,3.43466405544785e-05,812,261,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.9263542483633
"FBgn0041242",0.0024415,0.7011829875,35,9.68788404703284e-05,942,825,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.92384576106052
"FBgn0263046",0.0047479,0.7011829875,63,2.66881926212131e-05,1036,227,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.92206777099376
"FBgn0266050",0.005179,0.7011829875,72,2.25780464438785e-05,756,202,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.92178218158999
"FBgn0017577",0.0043283,0.7011829875,58,3.43466405544785e-05,860,261,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.91914810255844
"FBgn0028416",0.0030405,0.7011829875,43,7.95422334563231e-05,786,665,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.91335122031816
"FBgn0035140",0.0034248,0.7011829875,48,6.84123876157907e-05,927,557,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.90955948226321
"FBgn0003090",0.0052484,0.7011829875,74,2.99201995910081e-05,2071,240,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.90839816600764
"FBgn0035141",0.0035461,0.7011829875,50,6.84123876157907e-05,912,557,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.90653632952055
"FBgn0263270",0.0029972,0.7011829875,41,9.68788404703284e-05,975,825,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.90603396199934
"FBgn0037834",0.005116,0.7011829875,71,3.43466405544785e-05,815,261,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.90462546632649
"FBgn0003060",0.0048561,0.7011829875,64,3.87456877614968e-05,822,323,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.90392013828164
"FBgn0044046",0.0057265,0.7011829875,87,3.00362422072957e-05,295,243,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.90065758721413
"FBgn0029681",0.0037212,0.7011829875,52,7.1269462329153e-05,738,595,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.90057304930238
"FBgn0028491",0.0037377,0.7011829875,53,7.1269462329153e-05,721,595,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.90018876364953
"FBgn0037836",0.0056416,0.7011829875,84,3.43466405544785e-05,1002,261,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.89613111536397
"FBgn0286070",0.007874,0.7011829875,140,1.77417525168383e-05,1452,167,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.89586126621979
"FBgn0032916",0.0053217,0.7011829875,77,4.09872258016513e-05,423,345,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.89352506988005
"FBgn0028664",0.0049242,0.7011829875,65,4.82634862340587e-05,1177,408,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.89317099431282
"FBgn0001112",0.0085886,0.707801682352941,153,1.58708791839733e-05,550,146,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.89315542610672
"FBgn0025394",0.0074422,0.7011829875,124,2.20623056429639e-05,252,194,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.89129464292038
"FBgn0038161",0.0061005,0.7011829875,91,3.87456877614968e-05,816,323,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.88410457627687
"FBgn0027660",0.0053339,0.7011829875,79,5.41423856815018e-05,874,438,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.8812372873234
"FBgn0259175",0.0055971,0.7011829875,83,5.56424611412568e-05,1892,458,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.87586675363176
"FBgn0038160",0.0069391,0.7011829875,104,3.87456877614968e-05,884,323,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.87291703333041
"FBgn0023216",0.0028865,0.7011829875,40,0.000225125925432406,292,1507,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.87268313652311
"FBgn0250862",0.0067556,0.7011829875,100,4.16430036399834e-05,527,362,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.87211300990503
"FBgn0037837",0.0074568,0.7011829875,126,3.43466405544785e-05,971,261,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.8719010744945
"FBgn0013726",0.0076535,0.7011829875,129,3.5700757720389e-05,647,293,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.86796023931611
"FBgn0261686",0.0047295,0.7011829875,61,9.68788404703284e-05,1052,825,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.86641406082383
"FBgn0267337",0.011816,0.751127646226415,194,1.58708791839733e-05,887,146,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.86544580497733
"FBgn0036717",0.0065405,0.7011829875,96,5.41423856815018e-05,709,438,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.86352407117872
"FBgn0036211",0.0066595,0.7011829875,98,5.22273744965509e-05,1512,426,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.8635218559364
"FBgn0265174",0.0074607,0.7011829875,127,4.3791109870164e-05,1646,372,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.8613054893521
"FBgn0011834",0.0053271,0.7011829875,78,8.77898858133826e-05,529,719,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.86035738170307
"FBgn0034052",0.0059696,0.7011829875,90,7.25893521180222e-05,897,600,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.85872366163958
"FBgn0037838",0.0086901,0.710766950943396,154,3.43466405544785e-05,907,261,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.85860661867683
"FBgn0010620",0.012256,0.751127646226415,203,1.77417525168383e-05,1598,167,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.85743059785293
"FBgn0037035",0.0066566,0.7011829875,97,6.05757889534225e-05,428,489,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.8571195999479
"FBgn0033512",0.0052977,0.7011829875,75,9.68788404703284e-05,1086,825,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.85655963452887
"FBgn0263271",0.0052977,0.7011829875,75,9.68788404703284e-05,1086,825,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.85655963452887
"FBgn0284223",0.0082671,0.705112092,146,4.09872258016513e-05,563,345,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.85526450937844
"FBgn0036212",0.0073389,0.7011829875,120,5.22273744965509e-05,1390,426,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.8550839865806
"FBgn0037547",0.0055565,0.7011829875,82,9.13962417960828e-05,829,736,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.85494690246752
"FBgn0034172",0.0083367,0.705112092,147,4.3791109870164e-05,1598,372,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.85166257006472
"FBgn0028400",0.013967,0.752354016194332,230,1.58708791839733e-05,501,146,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.85091927480884
"FBgn0011591",0.0073468,0.7011829875,121,6.05757889534225e-05,585,489,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.84855044861573
"FBgn0031141",0.0061327,0.7011829875,93,8.77898858133826e-05,530,719,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.84812520751562
"FBgn0034173",0.0088986,0.710766950943396,157,4.3791109870164e-05,1618,372,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.84599706770581
"FBgn0085444",0.0089329,0.710766950943396,158,4.3791109870164e-05,1844,372,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.8456629103079
"FBgn0038047",0.0032443,0.7011829875,46,0.000333312424613688,365,2127,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.8454906484098
"FBgn0040297",0.0092661,0.722373430909091,161,4.09872258016513e-05,566,345,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.84535575100571
"FBgn0036439",0.0056947,0.7011829875,85,0.00011337460100452,706,915,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.84345425280472
"FBgn0038046",0.0033471,0.7011829875,47,0.000333312424613688,368,2127,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.84278111216022
"FBgn0266711",0.004996,0.7011829875,69,0.0001588360294875,973,1211,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.84018061183688
"FBgn0028415",0.0070901,0.7011829875,107,7.95422334563231e-05,731,665,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.8398097497497
"FBgn0003261",0.0042815,0.7011829875,57,0.000223349333332276,527,1472,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.83878234427852
"FBgn0052095",0.0088972,0.710766950943396,156,5.22273744965509e-05,1401,426,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.83835950995233
"FBgn0028372",0.0079902,0.7011829875,142,6.51515119241402e-05,1201,535,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.83809602012183
"FBgn0036213",0.0089628,0.710766950943396,159,5.22273744965509e-05,1401,426,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.83772143949023
"FBgn0022768",0.0061135,0.7011829875,92,0.000115984063116695,638,919,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.83630218481707
"FBgn0266668",0.013273,0.752354016194332,217,2.49165479766856e-05,1951,205,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.83575739376926
"FBgn0036214",0.0093043,0.722373430909091,162,5.22273744965509e-05,1475,426,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.8344734395933
"FBgn0025393",0.014383,0.752354016194332,240,2.20623056429639e-05,148,194,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.8340650142246
"FBgn0011638",0.013847,0.752354016194332,227,2.38526555983286e-05,655,204,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.83397518780233
"FBgn0260965",0.011588,0.751127646226415,191,3.45821069829675e-05,1473,274,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.8333131576946
"FBgn0036789",0.0077255,0.7011829875,133,7.95422334563231e-05,795,665,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.83235490249541
"FBgn0284251",0.010816,0.738751086486487,184,4.09872258016513e-05,486,345,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.83192181184822
"FBgn0022029",0.016626,0.782228485074627,268,1.77417525168383e-05,1406,167,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.83094279307746
"FBgn0262366",0.0097698,0.723605016393443,167,5.22273744965509e-05,1465,426,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.83023304593557
"FBgn0040697",0.010236,0.723605016393443,178,4.82634862340587e-05,1211,408,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.82961207563117
"FBgn0038045",0.0039398,0.7011829875,55,0.000333312424613688,367,2127,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.82862001454771
"FBgn0261064",0.019088,0.796839352941176,295,1.47884757319131e-05,1425,135,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.82685557343603
"FBgn0036437",0.0099096,0.723605016393443,171,5.56424611412568e-05,787,458,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.82624814196507
"FBgn0260771",0.01008,0.723605016393443,174,5.4339216836684e-05,545,442,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.82579655609181
"FBgn0265632",0.012557,0.751127646226415,209,3.5700757720389e-05,694,293,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.82495507777279
"FBgn0262791",0.0076847,0.7011829875,130,9.68788404703284e-05,1113,825,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.82425172320172
"FBgn0262836",0.0076847,0.7011829875,130,9.68788404703284e-05,1113,825,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.82425172320172
"FBgn0284083",0.0076847,0.7011829875,130,9.68788404703284e-05,1113,825,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.82425172320172
"FBgn0031992",0.019888,0.800611835962145,312,1.47884757319131e-05,1406,135,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.82328943644177
"FBgn0037898",0.0070586,0.7011829875,106,0.000119483588891582,814,929,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.8225254597517
"FBgn0037895",0.0071014,0.7011829875,108,0.000119483588891582,918,929,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.82200037894853
"FBgn0003011",0.017309,0.794367,273,2.06862360813734e-05,542,182,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.82077745673925
"FBgn0266429",0.01438,0.752354016194332,239,3.00362422072957e-05,1202,243,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.82068366301573
"FBgn0265575",0.0094024,0.722373430909091,163,7.1269462329153e-05,593,595,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.82006190713052
"FBgn0037902",0.0074366,0.7011829875,123,0.000119483588891582,890,929,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.81799428965534
"FBgn0013325",0.0064655,0.7011829875,95,0.0001588360294875,933,1211,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.81778467456837
"FBgn0038049",0.0044649,0.7011829875,60,0.000333312424613688,351,2127,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.81775250242478
"FBgn0086446",0.014648,0.752354016194332,244,3.2851204174654e-05,734,248,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.81518920439789
"FBgn0015949",0.010463,0.723605016393443,182,6.51515119241402e-05,1259,535,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.8146763050837
"FBgn0086443",0.014812,0.753082693548387,248,3.2851204174654e-05,760,248,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.81422212998114
"FBgn0034050",0.010001,0.723605016393443,172,7.25893521180222e-05,936,600,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,1.81390402252356
