"GENE","magma_p","magma_fdr","magma_rank","gwas_min_p","gwas_n_snps","gwas_rank","n_top_pathways","best_pathway_p","pathway_rank","pathways","hit_gwas","hit_magma","hit_pathway","support_layers","score"
"AT3G20920",6.019e-06,0.00377097037777778,45,4.29805776663628e-06,854,1144,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.58076790651632
"AT1G15990",0.0014808,0.077935761380597,535,7.94862596931591e-11,339,1,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,2.57587151272146
"AT5G27620",2.831e-05,0.0095997165,83,2.62707126858494e-07,956,365,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.56766484065525
"AT1G74480",0.00052649,0.0425147245325779,349,8.12968798062806e-10,390,22,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,2.56471458689422
"AT1G74500",0.00053186,0.0425147245325779,352,8.12968798062806e-10,346,22,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,2.56383314639464
"AT5G55080",3.2925e-05,0.0106695922413793,87,2.55132822313243e-07,699,349,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.55581820994359
"AT4G12545",3.6372e-05,0.0107429714183673,93,2.53769283755196e-07,832,335,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.54740265812521
"AT1G73603",5.2671e-05,0.0122758739918699,120,2.39319234677111e-07,574,319,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.5177879266955
"AT1G73607",5.3272e-05,0.0122758739918699,122,2.39319234677111e-07,539,319,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.51680243908962
"AT5G55131",1.8962e-05,0.00809993433333333,66,1.8975722001199e-06,738,830,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.51660334063054
"AT4G12540",5.252e-05,0.0122758739918699,119,2.53769283755196e-07,897,335,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.51549115112477
"AT5G27600",5.3557e-05,0.0122758739918699,123,2.62707126858494e-07,901,365,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.51228956613263
"AT5G55120",5.9279e-05,0.0129554484263566,129,2.55132822313243e-07,749,349,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.5047431929195
"AT5G55130",2.2272e-05,0.00872103466666667,72,1.8975722001199e-06,748,830,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.50262832549248
"AT5G55055",7.0915e-05,0.0141794793971631,141,2.55132822313243e-07,546,349,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.48917574522411
"AT5G55125",7.4414e-05,0.0142748016756757,146,2.55132822313243e-07,754,349,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.48499243668278
"AT1G73602",8.459e-05,0.0155239936708861,153,2.39319234677111e-07,670,319,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.47663843447459
"AT5G27700",3.4905e-05,0.0107429714183673,91,1.4828133953662e-06,1058,763,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.4743138214632
"AT5G55045",8.7894e-05,0.0155848776226415,159,2.55132822313243e-07,560,349,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.47053152079287
"AT3G20910",2.1971e-05,0.00872103466666667,71,4.29805776663628e-06,827,1144,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.46830281036432
"AT5G01400",8.6625e-05,0.0155239936708861,156,2.79946562482246e-07,725,398,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.46776383656821
"AT4G12510",9.4495e-05,0.0163441566564417,163,2.53769283755196e-07,914,335,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.4644743287368
"AT5G55050",9.6403e-05,0.0164329524156627,164,2.55132822313243e-07,589,349,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.46250525685416
"AT3G20655",8.7e-05,0.0155239936708861,158,3.24921588422031e-07,546,413,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.46091829270894
"AT5G27630",2.3444e-05,0.00879255457142857,75,4.49416048808233e-06,976,1179,NA,NA,NA,NA,FALSE,TRUE,FALSE,1,2.46072879974092
