"GENE","magma_p","magma_fdr","gwas_min_p","gwas_n_snps","n_top_pathways","best_pathway_p","pathways","hit_gwas","hit_magma","hit_pathway","support_layers","score"
"FBgn0032236",0.0037006,0.656945065384615,6.68804831655123e-06,827,NA,NA,NA,TRUE,TRUE,FALSE,2,3.00381563090995
"FBgn0053303",0.0037043,0.656945065384615,6.68804831655123e-06,993,NA,NA,NA,TRUE,TRUE,FALSE,2,3.00372882948296
"FBgn0037794",0.0054574,0.689723169827586,3.32202966104307e-06,1046,NA,NA,NA,TRUE,TRUE,FALSE,2,3.00046249211232
"FBgn0267821",0.0043927,0.657914431034483,6.68804831655123e-06,942,NA,NA,NA,TRUE,TRUE,FALSE,2,2.98892375099152
"FBgn0041723",0.0059395,0.689723169827586,6.68804831655123e-06,1106,NA,NA,NA,TRUE,TRUE,FALSE,2,2.96272008247427
"FBgn0035581",0.0057292,0.689723169827586,7.21721569296079e-06,1149,NA,NA,NA,TRUE,TRUE,FALSE,2,2.96254423487252
"FBgn0030805",0.0068629,0.689828690769231,5.89225664304961e-06,836,NA,NA,NA,TRUE,TRUE,FALSE,2,2.95567030037158
"FBgn0030806",0.0069876,0.689828690769231,5.89225664304961e-06,817,NA,NA,NA,TRUE,TRUE,FALSE,2,2.95410622729816
"FBgn0004380",0.0016182,0.656945065384615,2.58480835068013e-05,1441,NA,NA,NA,FALSE,TRUE,FALSE,1,2.016950725825
"FBgn0035600",0.0016285,0.656945065384615,2.58480835068013e-05,1430,NA,NA,NA,FALSE,TRUE,FALSE,1,2.01639961261213
"FBgn0044810",0.0019515,0.656945065384615,1.86326341481127e-05,898,NA,NA,NA,FALSE,TRUE,FALSE,1,2.01489886320914
"FBgn0015818",0.0015818,0.656945065384615,3.06262881753475e-05,533,NA,NA,NA,FALSE,TRUE,FALSE,1,2.01156024929297
"FBgn0029853",0.001588,0.656945065384615,3.06262881753475e-05,584,NA,NA,NA,FALSE,TRUE,FALSE,1,2.01122046391578
"FBgn0013726",0.0012792,0.656945065384615,4.8475740362642e-05,647,NA,NA,NA,FALSE,TRUE,FALSE,1,2.01005986478084
"FBgn0261387",0.001674,0.656945065384615,3.02211950114127e-05,324,NA,NA,NA,FALSE,TRUE,FALSE,1,2.00721774593999
"FBgn0010258",0.00089479,0.656945065384615,0.00011450765051756,1149,NA,NA,NA,FALSE,TRUE,FALSE,1,2.00377232524277
"FBgn0033000",0.0017859,0.656945065384615,3.02211950114127e-05,318,NA,NA,NA,FALSE,TRUE,FALSE,1,2.00159740921715
"FBgn0265632",0.0014351,0.656945065384615,4.8475740362642e-05,694,NA,NA,NA,FALSE,TRUE,FALSE,1,2.0000711220406
"FBgn0011774",0.0025532,0.656945065384615,1.63121267565109e-05,839,NA,NA,NA,FALSE,TRUE,FALSE,1,1.99733197409327
"FBgn0083986",0.0021157,0.656945065384615,2.69655065300118e-05,1122,NA,NA,NA,FALSE,TRUE,FALSE,1,1.99182832452391
"FBgn0264694",0.0028504,0.656945065384615,1.63121267565109e-05,801,NA,NA,NA,FALSE,TRUE,FALSE,1,1.98776777937623
"FBgn0037892",0.0029661,0.656945065384615,1.63121267565109e-05,786,NA,NA,NA,FALSE,TRUE,FALSE,1,1.98431178346966
"FBgn0044811",0.0030623,0.656945065384615,1.57397472644985e-05,1379,NA,NA,NA,FALSE,TRUE,FALSE,1,1.98309067767375
"FBgn0033212",0.0075047,0.722341696946565,3.25600762850466e-06,1532,NA,NA,NA,TRUE,FALSE,FALSE,1,1.97366479142195
"FBgn0032304",0.0015642,0.656945065384615,7.83989295718767e-05,1281,NA,NA,NA,FALSE,TRUE,FALSE,1,1.9717105303857
"FBgn0037896",0.0036322,0.656945065384615,1.63121267565109e-05,897,NA,NA,NA,FALSE,TRUE,FALSE,1,1.96671499042782
"FBgn0267236",0.0036374,0.656945065384615,1.63121267565109e-05,883,NA,NA,NA,FALSE,TRUE,FALSE,1,1.96659072875229
"FBgn0053117",0.0037401,0.656945065384615,1.57397472644985e-05,1347,NA,NA,NA,FALSE,TRUE,FALSE,1,1.96572358170588
"FBgn0039228",0.0028708,0.656945065384615,2.69655065300118e-05,1143,NA,NA,NA,FALSE,TRUE,FALSE,1,1.9653185542231
"FBgn0041242",0.0026661,0.656945065384615,3.14029120395263e-05,942,NA,NA,NA,FALSE,TRUE,FALSE,1,1.96512772074994
"FBgn0263270",0.0028494,0.656945065384615,3.14029120395263e-05,975,NA,NA,NA,FALSE,TRUE,FALSE,1,1.95935232373439
"FBgn0037895",0.0039787,0.656945065384615,1.63121267565109e-05,918,NA,NA,NA,FALSE,TRUE,FALSE,1,1.95880070246085
"FBgn0027617",0.0031239,0.656945065384615,2.69655065300118e-05,1133,NA,NA,NA,FALSE,TRUE,FALSE,1,1.95797971711301
"FBgn0011638",0.008502,0.762601015862069,3.78876403040411e-06,655,NA,NA,NA,TRUE,FALSE,FALSE,1,1.95624602410966
"FBgn0038840",0.0039,0.656945065384615,1.86326341481127e-05,979,NA,NA,NA,FALSE,TRUE,FALSE,1,1.95475965292729
"FBgn0063261",0.004378,0.657914431034483,1.4815554920189e-05,1021,NA,NA,NA,FALSE,TRUE,FALSE,1,1.95467305628107
"FBgn0027539",0.0032605,0.656945065384615,2.69655065300118e-05,1278,NA,NA,NA,FALSE,TRUE,FALSE,1,1.95426230082647
"FBgn0035601",0.0033471,0.656945065384615,2.58480835068013e-05,1449,NA,NA,NA,FALSE,TRUE,FALSE,1,1.95382342763265
"FBgn0037894",0.0042214,0.657914431034483,1.63121267565109e-05,909,NA,NA,NA,FALSE,TRUE,FALSE,1,1.95365764008368
"FBgn0052320",0.0079278,0.74361344,4.89576775298548e-06,1631,NA,NA,NA,TRUE,FALSE,FALSE,1,1.95118738218294
"FBgn0033437",0.0059746,0.689723169827586,1.00485226336694e-05,1142,NA,NA,NA,FALSE,TRUE,FALSE,1,1.94452801158522
"FBgn0040918",0.0034845,0.656945065384615,3.06262881753475e-05,598,NA,NA,NA,FALSE,TRUE,FALSE,1,1.94296246976281
"FBgn0004237",0.0018032,0.656945065384615,0.00011450765051756,1228,NA,NA,NA,FALSE,TRUE,FALSE,1,1.94290776987448
"FBgn0023458",0.003593,0.656945065384615,3.06262881753475e-05,642,NA,NA,NA,FALSE,TRUE,FALSE,1,1.94029912009306
"FBgn0016031",0.0039571,0.656945065384615,2.58480835068013e-05,1664,NA,NA,NA,FALSE,TRUE,FALSE,1,1.93928176009743
"FBgn0086359",0.011077,0.798241273743017,3.32202966104307e-06,1340,NA,NA,NA,TRUE,FALSE,FALSE,1,1.9389752182806
"FBgn0040238",0.011177,0.798241273743017,3.32202966104307e-06,1204,NA,NA,NA,TRUE,FALSE,FALSE,1,1.93819459923672
"FBgn0026418",0.0096796,0.792688529220779,4.48644042503938e-06,990,NA,NA,NA,TRUE,FALSE,FALSE,1,1.93763832730552
"FBgn0287586",0.0040564,0.656945065384615,2.58480835068013e-05,1654,NA,NA,NA,FALSE,TRUE,FALSE,1,1.9371290103835
"FBgn0267795",0.0098387,0.798241273743017,4.48644042503938e-06,1675,NA,NA,NA,TRUE,FALSE,FALSE,1,1.93622226581497
"FBgn0259998",0.0044791,0.657914431034483,2.28724769698443e-05,580,NA,NA,NA,FALSE,TRUE,FALSE,1,1.93383052838733
"FBgn0037908",0.0036287,0.656945065384615,3.68611142956678e-05,995,NA,NA,NA,FALSE,TRUE,FALSE,1,1.93139294109423
"FBgn0033277",0.0033084,0.656945065384615,4.8475740362642e-05,844,NA,NA,NA,FALSE,TRUE,FALSE,1,1.9275239524978
"FBgn0028982",0.0044531,0.657914431034483,3.06262881753475e-05,625,NA,NA,NA,FALSE,TRUE,FALSE,1,1.92165807395933
"FBgn0050053",0.0084612,0.762601015862069,8.84072585830054e-06,1326,NA,NA,NA,TRUE,FALSE,FALSE,1,1.91986481547918
"FBgn0037897",0.0062868,0.689723169827586,1.63121267565109e-05,889,NA,NA,NA,FALSE,TRUE,FALSE,1,1.91906301234571
"FBgn0015778",0.0024175,0.656945065384615,0.00011450765051756,1185,NA,NA,NA,FALSE,TRUE,FALSE,1,1.91744325306388
"FBgn0034479",0.0022401,0.656945065384615,0.000143030562659122,836,NA,NA,NA,FALSE,TRUE,FALSE,1,1.91440363408167
"FBgn0030808",0.011309,0.798241273743017,5.89225664304961e-06,903,NA,NA,NA,TRUE,FALSE,FALSE,1,1.91228699371542
"FBgn0032303",0.0031333,0.656945065384615,7.83989295718767e-05,1286,NA,NA,NA,FALSE,TRUE,FALSE,1,1.91136859095582
"FBgn0038839",0.0065114,0.689828690769231,1.86326341481127e-05,840,NA,NA,NA,FALSE,TRUE,FALSE,1,1.91023769929464
"FBgn0052418",0.0024095,0.656945065384615,0.000148496778480579,1056,NA,NA,NA,FALSE,TRUE,FALSE,1,1.90644291066433
"FBgn0011706",0.012158,0.811646,6.5368000344655e-06,1222,NA,NA,NA,TRUE,FALSE,FALSE,1,1.90149105221226
"FBgn0262791",0.005776,0.689723169827586,3.14029120395263e-05,1113,NA,NA,NA,FALSE,TRUE,FALSE,1,1.89797757081521
"FBgn0262836",0.005776,0.689723169827586,3.14029120395263e-05,1113,NA,NA,NA,FALSE,TRUE,FALSE,1,1.89797757081521
"FBgn0284083",0.005776,0.689723169827586,3.14029120395263e-05,1113,NA,NA,NA,FALSE,TRUE,FALSE,1,1.89797757081521
"FBgn0262790",0.0058444,0.689723169827586,3.14029120395263e-05,1098,NA,NA,NA,FALSE,TRUE,FALSE,1,1.89695502131108
"FBgn0262807",0.0058444,0.689723169827586,3.14029120395263e-05,1098,NA,NA,NA,FALSE,TRUE,FALSE,1,1.89695502131108
"FBgn0262837",0.0058444,0.689723169827586,3.14029120395263e-05,1098,NA,NA,NA,FALSE,TRUE,FALSE,1,1.89695502131108
"FBgn0033512",0.006005,0.689723169827586,3.14029120395263e-05,1086,NA,NA,NA,FALSE,TRUE,FALSE,1,1.89460040537974
"FBgn0263271",0.006005,0.689723169827586,3.14029120395263e-05,1086,NA,NA,NA,FALSE,TRUE,FALSE,1,1.89460040537974
"FBgn0052407",0.0044931,0.657914431034483,5.75682154320272e-05,1139,NA,NA,NA,FALSE,TRUE,FALSE,1,1.89347250640928
"FBgn0035649",0.0045395,0.657914431034483,5.75682154320272e-05,1214,NA,NA,NA,FALSE,TRUE,FALSE,1,1.89258011922441
"FBgn0039229",0.0066492,0.689828690769231,2.69655065300118e-05,1168,NA,NA,NA,FALSE,TRUE,FALSE,1,1.89236526249365
"FBgn0027556",0.014252,0.847230084507042,5.89225664304961e-06,1437,NA,NA,NA,TRUE,FALSE,FALSE,1,1.8921966717935
"FBgn0044419",0.0028499,0.656945065384615,0.000148496778480579,1119,NA,NA,NA,FALSE,TRUE,FALSE,1,1.89186237252411
"FBgn0260458",0.0028499,0.656945065384615,0.000148496778480579,1119,NA,NA,NA,FALSE,TRUE,FALSE,1,1.89186237252411
"FBgn0030257",0.0026507,0.656945065384615,0.000184400833539548,648,NA,NA,NA,FALSE,TRUE,FALSE,1,1.88875159639844
"FBgn0261686",0.0064896,0.689828690769231,3.14029120395263e-05,1052,NA,NA,NA,FALSE,TRUE,FALSE,1,1.88785942193129
"FBgn0011676",0.0042129,0.657914431034483,7.83989295718767e-05,2120,NA,NA,NA,FALSE,TRUE,FALSE,1,1.88565275658274
"FBgn0053523",0.0049239,0.682257748351648,5.75682154320272e-05,1217,NA,NA,NA,FALSE,TRUE,FALSE,1,1.88551987846792
"FBgn0283625",0.0067321,0.689828690769231,3.14029120395263e-05,1095,NA,NA,NA,FALSE,TRUE,FALSE,1,1.88467289603725
"FBgn0050467",0.0021799,0.656945065384615,0.000320094112701094,969,NA,NA,NA,FALSE,TRUE,FALSE,1,1.88178491707353
"FBgn0040298",0.0032154,0.656945065384615,0.000148496778480579,1081,NA,NA,NA,FALSE,TRUE,FALSE,1,1.88138129530632
"FBgn0033770",0.013376,0.847230084507042,8.84072585830054e-06,1143,NA,NA,NA,TRUE,FALSE,FALSE,1,1.88008595560512
"FBgn0035287",0.11484,0.887414320685435,1.20800718919384e-07,1236,NA,NA,NA,TRUE,FALSE,FALSE,1,1.87977441134485
"FBgn0033767",0.014081,0.847230084507042,8.84072585830054e-06,1356,NA,NA,NA,TRUE,FALSE,FALSE,1,1.87562450792624
"FBgn0038589",0.0038498,0.656945065384615,0.000127070827812539,801,NA,NA,NA,FALSE,TRUE,FALSE,1,1.87250778044841
"FBgn0050052",0.014771,0.857007123853211,8.84072585830054e-06,1274,NA,NA,NA,TRUE,FALSE,FALSE,1,1.87146922799597
"FBgn0261502",0.0033111,0.656945065384615,0.000181917220091921,513,NA,NA,NA,FALSE,TRUE,FALSE,1,1.87001815945928
"FBgn0261019",0.0039709,0.656945065384615,0.000127070827812539,778,NA,NA,NA,FALSE,TRUE,FALSE,1,1.86981762402777
"FBgn0266195",0.0039709,0.656945065384615,0.000127070827812539,778,NA,NA,NA,FALSE,TRUE,FALSE,1,1.86981762402777
"FBgn0034027",0.0026916,0.656945065384615,0.000320094112701094,976,NA,NA,NA,FALSE,TRUE,FALSE,1,1.8634701274239
"FBgn0035636",0.0040569,0.656945065384615,0.000148496778480579,1077,NA,NA,NA,FALSE,TRUE,FALSE,1,1.86118943624097
"FBgn0003295",0.022821,0.858195610169492,4.89576775298548e-06,2049,NA,NA,NA,TRUE,FALSE,FALSE,1,1.85935098506266
"FBgn0265595",0.0048413,0.682257748351648,0.000114655498073457,1545,NA,NA,NA,FALSE,TRUE,FALSE,1,1.8570681124066
"FBgn0033769",0.017785,0.858195610169492,8.84072585830054e-06,1242,NA,NA,NA,TRUE,FALSE,FALSE,1,1.85534043371975
"FBgn0020238",0.0047261,0.677174942045454,0.000127070827812539,899,NA,NA,NA,FALSE,TRUE,FALSE,1,1.85469483274807
"FBgn0033308",0.0062847,0.689723169827586,7.39621270000978e-05,1096,NA,NA,NA,FALSE,TRUE,FALSE,1,1.8534421504948
"FBgn0061515",0.025569,0.859344690983607,4.48644042503938e-06,800,NA,NA,NA,TRUE,FALSE,FALSE,1,1.85326706085
"FBgn0022097",0.0031271,0.656945065384615,0.000320094112701094,972,NA,NA,NA,FALSE,TRUE,FALSE,1,1.85044387743889
"FBgn0033766",0.019824,0.858195610169492,8.84072585830054e-06,1403,NA,NA,NA,TRUE,FALSE,FALSE,1,1.84591294981771
"FBgn0033215",0.033793,0.859344690983607,3.25600762850466e-06,1086,NA,NA,NA,TRUE,FALSE,FALSE,1,1.84296610896353
"FBgn0004880",0.0040639,0.656945065384615,0.000226296259983327,1096,NA,NA,NA,FALSE,TRUE,FALSE,1,1.84274365980773
"FBgn0032305",0.0069115,0.689828690769231,8.28047956541071e-05,1472,NA,NA,NA,FALSE,TRUE,FALSE,1,1.84027998855338
"FBgn0037857",0.0069382,0.689828690769231,8.50251549947886e-05,764,NA,NA,NA,FALSE,TRUE,FALSE,1,1.83879589384575
"FBgn0037838",0.0056755,0.689723169827586,0.000131498553648417,907,NA,NA,NA,FALSE,TRUE,FALSE,1,1.83730707679284
"FBgn0050471",0.0036657,0.656945065384615,0.000320094112701094,987,NA,NA,NA,FALSE,TRUE,FALSE,1,1.83664084744495
"FBgn0260936",0.0055137,0.689723169827586,0.000148496778480579,1089,NA,NA,NA,FALSE,TRUE,FALSE,1,1.83453967029524
"FBgn0038590",0.0061344,0.689723169827586,0.000127070827812539,802,NA,NA,NA,FALSE,TRUE,FALSE,1,1.83204099584285
"FBgn0263738",0.0063255,0.689723169827586,0.000127070827812539,801,NA,NA,NA,FALSE,TRUE,FALSE,1,1.82937644206834
"FBgn0263757",0.0063255,0.689723169827586,0.000127070827812539,801,NA,NA,NA,FALSE,TRUE,FALSE,1,1.82937644206834
"FBgn0036403",0.034298,0.859344690983607,4.48644042503938e-06,820,NA,NA,NA,TRUE,FALSE,FALSE,1,1.82775605028024
"FBgn0036402",0.034908,0.859344690983607,4.48644042503938e-06,843,NA,NA,NA,TRUE,FALSE,FALSE,1,1.82622481602351
"FBgn0030559",0.023505,0.858195610169492,9.92746389705867e-06,847,NA,NA,NA,TRUE,FALSE,FALSE,1,1.82608411725997
"FBgn0284233",0.024005,0.858195610169492,9.92746389705867e-06,889,NA,NA,NA,TRUE,FALSE,FALSE,1,1.82425582630379
"FBgn0052095",0.005247,0.689723169827586,0.000210813960043437,1401,NA,NA,NA,FALSE,TRUE,FALSE,1,1.82362785052474
"FBgn0033214",0.042502,0.859344690983607,3.25600762850466e-06,1133,NA,NA,NA,TRUE,FALSE,FALSE,1,1.82304958523589
"FBgn0260003",0.037995,0.859344690983607,4.15008274483001e-06,2804,NA,NA,NA,TRUE,FALSE,FALSE,1,1.82224903464955
"FBgn0030558",0.024783,0.859344690983607,9.92746389705867e-06,902,NA,NA,NA,TRUE,FALSE,FALSE,1,1.82148539298842
"FBgn0267487",0.036886,0.859344690983607,4.89576775298548e-06,4946,NA,NA,NA,TRUE,FALSE,FALSE,1,1.81764560687375
"FBgn0002917",0.026065,0.859344690983607,9.92746389705867e-06,1101,NA,NA,NA,TRUE,FALSE,FALSE,1,1.81710462251222
"FBgn0002873",0.026603,0.859344690983607,9.92746389705867e-06,1015,NA,NA,NA,TRUE,FALSE,FALSE,1,1.81533004547485
"FBgn0034029",0.0048996,0.682257748351648,0.000320094112701094,1014,NA,NA,NA,FALSE,TRUE,FALSE,1,1.81144010615589
"FBgn0036212",0.0061356,0.689723169827586,0.000210813960043437,1390,NA,NA,NA,FALSE,TRUE,FALSE,1,1.81003865560958
"FBgn0033216",0.049893,0.859344690983607,3.25600762850466e-06,1070,NA,NA,NA,TRUE,FALSE,FALSE,1,1.80912353497201
"FBgn0030258",0.0069274,0.689828690769231,0.000184400833539548,635,NA,NA,NA,FALSE,TRUE,FALSE,1,1.80530965896108
"FBgn0002183",0.28472,0.951787666322847,1.20800718919384e-07,1211,NA,NA,NA,TRUE,FALSE,FALSE,1,1.80090945311058
"FBgn0003733",0.056084,0.859344690983607,3.25600762850466e-06,1147,NA,NA,NA,TRUE,FALSE,FALSE,1,1.79896366250009
"FBgn0035285",0.30131,0.954577334170854,1.20800718919384e-07,1210,NA,NA,NA,TRUE,FALSE,FALSE,1,1.79599033901851
"FBgn0004889",0.059836,0.859344690983607,3.32202966104307e-06,1271,NA,NA,NA,TRUE,FALSE,FALSE,1,1.79246713872171
"FBgn0042135",0.061703,0.859344690983607,3.25600762850466e-06,1276,NA,NA,NA,TRUE,FALSE,FALSE,1,1.7906702026382
"FBgn0034030",0.0063453,0.689723169827586,0.000320094112701094,1072,NA,NA,NA,FALSE,TRUE,FALSE,1,1.78898179935735
"FBgn0267430",0.039041,0.859344690983607,9.38534962216511e-06,6298,NA,NA,NA,TRUE,FALSE,FALSE,1,1.78445076780468
"FBgn0035286",0.34734,0.968559997860963,1.20800718919384e-07,1114,NA,NA,NA,TRUE,FALSE,FALSE,1,1.78364208811965
"FBgn0284253",0.040066,0.859344690983607,5.88394544159247e-05,1375,1,0.157584241575842,"FLYCYC:PWY0-1587",FALSE,FALSE,TRUE,1,1.78272666036311
"FBgn0031372",0.0068521,0.689828690769231,0.000338728007390756,1244,NA,NA,NA,FALSE,TRUE,FALSE,1,1.77985015077363
"FBgn0033207",0.077759,0.859344690983607,3.25600762850466e-06,1057,NA,NA,NA,TRUE,FALSE,FALSE,1,1.77058132526335
"FBgn0003965",0.030619,0.859344690983607,0.000153586465314199,590,1,0.166783321667833,"FLYCYC:PWY-5691",FALSE,FALSE,TRUE,1,1.76195124299098
"FBgn0035582",0.058923,0.859344690983607,7.21721569296079e-06,677,NA,NA,NA,TRUE,FALSE,FALSE,1,1.76010606145057
"FBgn0033518",0.096543,0.869507633571429,2.90632698492383e-06,1084,NA,NA,NA,TRUE,FALSE,FALSE,1,1.75672139455789
"FBgn0033210",0.09145,0.865036046511628,3.25600762850466e-06,1037,NA,NA,NA,TRUE,FALSE,FALSE,1,1.75649471666476
"FBgn0035583",0.062182,0.859344690983607,7.21721569296079e-06,658,NA,NA,NA,TRUE,FALSE,FALSE,1,1.75543009423745
"FBgn0051716",0.067725,0.859344690983607,6.68804831655123e-06,969,NA,NA,NA,TRUE,FALSE,FALSE,1,1.75132025706682
"FBgn0033209",0.097788,0.873228943462897,3.25600762850466e-06,1050,NA,NA,NA,TRUE,FALSE,FALSE,1,1.75067434585692
"FBgn0037534",0.03772,0.859344690983607,0.000276056769399086,891,1,0.0801919808019198,"FLYCYC:MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS",FALSE,FALSE,TRUE,1,1.75017272895884
"FBgn0033208",0.10865,0.877864266495836,3.25600762850466e-06,1068,NA,NA,NA,TRUE,FALSE,FALSE,1,1.74152551249594
"FBgn0262782",0.076192,0.859344690983607,6.68804831655123e-06,905,NA,NA,NA,TRUE,FALSE,FALSE,1,1.74108818506291
"FBgn0035217",0.092616,0.866606642384106,4.89576775298548e-06,1474,NA,NA,NA,TRUE,FALSE,FALSE,1,1.737680715201
"FBgn0047330",0.0829,0.859344690983607,7.21721569296079e-06,754,NA,NA,NA,TRUE,FALSE,FALSE,1,1.73045212541278
"FBgn0014032",0.054579,0.859344690983607,0.00011106009920547,365,1,0.158584141585841,"FLYCYC:PWY-7279",FALSE,FALSE,TRUE,1,1.72801310387511
"FBgn0032231",0.096993,0.87107175,6.68804831655123e-06,1087,NA,NA,NA,TRUE,FALSE,FALSE,1,1.72012198134858
"FBgn0035216",0.12335,0.895796024096385,4.89576775298548e-06,1521,NA,NA,NA,TRUE,FALSE,FALSE,1,1.71279008849245
"FBgn0032230",0.10759,0.875805541237113,6.68804831655123e-06,1130,NA,NA,NA,TRUE,FALSE,FALSE,1,1.71111567830506
"FBgn0042710",0.041867,0.859344690983607,0.000368798251079585,1579,1,0.132986701329867,"FLYCYC:PWY-6481",FALSE,FALSE,TRUE,1,1.70656592485882
"FBgn0035401",0.077828,0.859344690983607,0.000263500514027611,924,1,0.0801919808019198,"FLYCYC:MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS",FALSE,FALSE,TRUE,1,1.68928158517844
"FBgn0035438",0.14221,0.918335200813421,0.000240362831814207,963,1,0.0271972802719728,"FLYCYC:PWY-3502",FALSE,FALSE,TRUE,1,1.68787469384225
"FBgn0003087",0.14247,0.918335200813421,6.68804831655123e-06,1117,NA,NA,NA,TRUE,FALSE,FALSE,1,1.68672537494753
"FBgn0032229",0.16389,0.928388467741936,6.68804831655123e-06,1125,NA,NA,NA,TRUE,FALSE,FALSE,1,1.67455956876102
"FBgn0032477",0.082863,0.859344690983607,0.00032953828697697,581,1,0.0801919808019198,"FLYCYC:MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS",FALSE,FALSE,TRUE,1,1.67412418740105
"FBgn0033521",0.29218,0.951787666322847,2.90632698492383e-06,1152,NA,NA,NA,TRUE,FALSE,FALSE,1,1.6605354556215
"FBgn0032228",0.19417,0.938182835307604,6.68804831655123e-06,1126,NA,NA,NA,TRUE,FALSE,FALSE,1,1.65983363368513
"FBgn0027568",0.19876,0.941841182432432,6.68804831655123e-06,1142,NA,NA,NA,TRUE,FALSE,FALSE,1,1.65780426219317
"FBgn0035436",0.14573,0.921981721023583,0.000460838303775698,1038,1,0.0271972802719728,"FLYCYC:PWY-3502",FALSE,FALSE,TRUE,1,1.65748280240068
