"pathway_id","pathway_name","pathway_omni_p","pathway_FDR","gene","magma_p","magma_FDR","gwas_min_p","gwas_logP"
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3003G280900",0.54302,0.902164849107361,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3002G277100",0.5519,0.903305417147251,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3002G309400",0.56764,0.906228197237361,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3003G238500",0.57059,0.906300888868292,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3001G425400",0.57391,0.906300888868292,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3009G108700",0.57521,0.906300888868292,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3003G393900",0.59231,0.906458060992465,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3004G056400",0.59927,0.90662853205699,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3004G055200",0.60467,0.90732356747496,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3005G159000",0.63636,0.912350959959581,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G219700",0.64916,0.912821848343193,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G100200",0.65632,0.913506754396703,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3003G096000",0.66015,0.913694940374787,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G221800",0.68791,0.918435679685967,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3004G338000",0.74167,0.925120676022715,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3002G186900",0.7431,0.925120676022715,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3001G426100",0.76963,0.926168150286969,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G026925",0.77103,0.926367266199774,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3009G016700",0.78576,0.928110076816609,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3009G069600",0.7913,0.928475070014486,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3001G432800",0.79228,0.928475070014486,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G262500",0.79998,0.930250315901157,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3007G025400",0.83006,0.933904113108837,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3003G352300",0.83862,0.934109190853698,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G027000",0.84948,0.935660055379234,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3003G036000",0.86554,0.938630904156823,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3006G170800",0.90788,0.949436264277578,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3005G056400",0.90843,0.949581222034159,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G262433",0.95645,0.968867852200883,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3005G154850",0.9686,0.975351807618201,NA,NA
"GLUCONEO-PWY","gluconeogenesis I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G262466",0.96941,0.975751091027617,NA,NA
"GLUGLNSYN-PWY","L-glutamate biosynthesis IV",9.99900009999e-05,0.000561587676848754,"SORBI_3009G225700",1.036e-12,1.11998462727273e-09,1.851683e-14,13.7324333605993
"GLUGLNSYN-PWY","L-glutamate biosynthesis IV",9.99900009999e-05,0.000561587676848754,"SORBI_3004G209300",0.00014783,0.00938568525233645,NA,NA
"GLUGLNSYN-PWY","L-glutamate biosynthesis IV",9.99900009999e-05,0.000561587676848754,"SORBI_3007G174600",0.0056084,0.133497212894184,NA,NA
"GLUGLNSYN-PWY","L-glutamate biosynthesis IV",9.99900009999e-05,0.000561587676848754,"SORBI_3003G258800",0.32362,0.840852682516627,NA,NA
"GLUGLNSYN-PWY","L-glutamate biosynthesis IV",9.99900009999e-05,0.000561587676848754,"SORBI_3010G060800",0.56298,0.905947586696987,NA,NA
"GLUGLNSYN-PWY","L-glutamate biosynthesis IV",9.99900009999e-05,0.000561587676848754,"SORBI_3005G150250",0.78438,0.928070066183642,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3009G225700",1.036e-12,1.11998462727273e-09,1.851683e-14,13.7324333605993
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3009G239500",3.126e-09,8.42705095238095e-07,1.966017e-11,10.7064127311762
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3009G239301",1.958e-08,3.88932081871345e-06,1.966017e-11,10.7064127311762
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3004G209300",0.00014783,0.00938568525233645,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3006G028000",0.0024477,0.0821551639328063,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3007G174600",0.0056084,0.133497212894184,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3003G241000",0.011137,0.197747244641924,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3006G027900",0.031033,0.347657622361478,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3003G193700",0.043081,0.409637269370629,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3008G139800",0.13319,0.660640293516355,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3005G139300",0.13693,0.667111490246701,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3002G005600",0.2289,0.77671817400859,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3005G143500",0.29113,0.824210074912602,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3006G237100",0.2991,0.828075167195509,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3003G258800",0.32362,0.840852682516627,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3003G221200",0.41697,0.874962894119101,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3004G028500",0.47882,0.891684888317092,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3008G127100",0.51521,0.89788952339466,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3004G265900",0.54553,0.902535181309321,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G060800",0.56298,0.905947586696987,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3003G017300",0.564,0.90595706344354,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3005G003200",0.57212,0.906300888868292,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3002G402700",0.60909,0.907882935111657,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3001G151700",0.69039,0.918797834502214,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3002G301700",0.73749,0.924376632107147,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3001G406800",0.7645,0.925206523675491,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3002G301600",0.77003,0.926175926778317,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3005G150250",0.78438,0.928070066183642,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3007G104300",0.7905,0.928312344522418,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3001G265500",0.79107,0.928475070014486,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3010G110000",0.80159,0.930265820360508,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3006G278500",0.83573,0.934109190853698,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3001G432300",0.90333,0.947643527595046,NA,NA
"GLUTAMINDEG-PWY","L-glutamine degradation I",9.99900009999e-05,0.000561587676848754,"SORBI_3002G301500",0.91478,0.951729351588104,NA,NA
"GLYOXYLATE-BYPASS","glyoxylate cycle",9.99900009999e-05,0.000561587676848754,"SORBI_3009G240700",1.8634e-07,2.6933662893617e-05,5.40957e-09,8.26683725505039
"GLYOXYLATE-BYPASS","glyoxylate cycle",9.99900009999e-05,0.000561587676848754,"SORBI_3002G324000",0.023232,0.297108939759036,NA,NA
"GLYOXYLATE-BYPASS","glyoxylate cycle",9.99900009999e-05,0.000561587676848754,"SORBI_3006G000100",0.029245,0.336391776159837,NA,NA
"GLYOXYLATE-BYPASS","glyoxylate cycle",9.99900009999e-05,0.000561587676848754,"SORBI_3008G186200",0.093667,0.576209202751629,NA,NA
"GLYOXYLATE-BYPASS","glyoxylate cycle",9.99900009999e-05,0.000561587676848754,"SORBI_3002G316900",0.095081,0.580022319820628,NA,NA
"GLYOXYLATE-BYPASS","glyoxylate cycle",9.99900009999e-05,0.000561587676848754,"SORBI_3002G385700",0.16085,0.700591148717949,NA,NA
"GLYOXYLATE-BYPASS","glyoxylate cycle",9.99900009999e-05,0.000561587676848754,"SORBI_3007G137600",0.29767,0.827632917348609,NA,NA
"GLYOXYLATE-BYPASS","glyoxylate cycle",9.99900009999e-05,0.000561587676848754,"SORBI_3001G073900",0.31585,0.836072081514963,NA,NA
"GLYOXYLATE-BYPASS","glyoxylate cycle",9.99900009999e-05,0.000561587676848754,"SORBI_3004G101900",0.34077,0.847856328010548,NA,NA
"GLYOXYLATE-BYPASS","glyoxylate cycle",9.99900009999e-05,0.000561587676848754,"SORBI_3001G219300",0.41965,0.875945019312121,NA,NA
"GLYOXYLATE-BYPASS","glyoxylate cycle",9.99900009999e-05,0.000561587676848754,"SORBI_3001G512800",0.54559,0.902535181309321,NA,NA
"GLYOXYLATE-BYPASS","glyoxylate cycle",9.99900009999e-05,0.000561587676848754,"SORBI_3002G309400",0.56764,0.906228197237361,NA,NA
"GLYOXYLATE-BYPASS","glyoxylate cycle",9.99900009999e-05,0.000561587676848754,"SORBI_3003G238500",0.57059,0.906300888868292,NA,NA
"GLYOXYLATE-BYPASS","glyoxylate cycle",9.99900009999e-05,0.000561587676848754,"SORBI_3007G068100",0.61591,0.909424324745616,NA,NA
"GLYOXYLATE-BYPASS","glyoxylate cycle",9.99900009999e-05,0.000561587676848754,"SORBI_3006G127100",0.66176,0.913694940374787,NA,NA
"GLYOXYLATE-BYPASS","glyoxylate cycle",9.99900009999e-05,0.000561587676848754,"SORBI_3004G078000",0.86163,0.937807742617385,NA,NA
"GLYOXYLATE-BYPASS","glyoxylate cycle",9.99900009999e-05,0.000561587676848754,"SORBI_3006G170800",0.90788,0.949436264277578,NA,NA
"HOMOSER-THRESYN-PWY","L-threonine biosynthesis",9.99900009999e-05,0.000561587676848754,"SORBI_3009G220000",8.2762e-06,0.00080988845545977,NA,NA
"HOMOSER-THRESYN-PWY","L-threonine biosynthesis",9.99900009999e-05,0.000561587676848754,"SORBI_3003G265400",0.01062,0.192076157978723,NA,NA
"HOMOSER-THRESYN-PWY","L-threonine biosynthesis",9.99900009999e-05,0.000561587676848754,"SORBI_3004G357900",0.59069,0.906458060992465,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3009G240600",3.1217e-08,5.76275999456522e-06,5.40957e-09,8.26683725505039
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3009G240500",5.317e-08,9.07550447236181e-06,5.40957e-09,8.26683725505039
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3003G239200",0.0083956,0.170660290365051,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3003G147000",0.021603,0.285724745036979,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3002G204500",0.023727,0.301122466940605,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3003G239500",0.024441,0.306455314507198,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3002G430500",0.026485,0.320424452635328,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3009G014600",0.026844,0.322878675388967,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3001G029200",0.036344,0.376027002132196,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3009G110000",0.036705,0.378545406800243,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3001G295700",0.039443,0.393584130728555,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3008G090600",0.063878,0.491559589034889,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3004G300100",0.065403,0.496934475626118,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3010G185600",0.067584,0.504200687019548,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3010G228100",0.096524,0.582143236505682,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3005G002000",0.1115,0.617632175472929,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3007G187000",0.11622,0.627170227128335,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3001G288200",0.12259,0.637511278874101,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3007G158800",0.12671,0.645658351335133,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3009G062600",0.13945,0.670115581329562,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3005G203800",0.19155,0.739529307797227,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3002G401900",0.19834,0.74540260205775,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3001G320200",0.21019,0.757991690200658,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3001G348600",0.22547,0.773736622891201,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3003G074500",0.24592,0.790209417879418,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3001G365100",0.26503,0.80344611155734,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3002G098900",0.2659,0.804066824,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3003G239100",0.28069,0.816562494437789,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3003G389400",0.29742,0.82763094832528,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3010G159900",0.31231,0.833932028450173,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3006G214500",0.33183,0.843594761619639,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3002G282500",0.3336,0.845058632261914,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3008G183400",0.33817,0.84656445980731,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3001G120400",0.33907,0.846727737832672,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3003G391000",0.35142,0.852168167677488,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3001G067500",0.36741,0.858129660411081,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3009G027800",0.36895,0.858334588339705,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3005G186100",0.37135,0.858725623471883,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3002G320900",0.37316,0.858929848495051,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3002G228700",0.37813,0.86067613891863,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3003G029200",0.38697,0.863803058931739,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3003G074600",0.38771,0.863918085496984,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3005G111400",0.41035,0.873023808092196,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3001G433900",0.42879,0.877727533209112,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3001G158200",0.43808,0.880206307928449,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3002G377600",0.44556,0.883498921190893,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3004G297600",0.46695,0.889481287572903,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3008G170100",0.48691,0.892526606276286,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3001G529800",0.50744,0.896001426570524,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3002G262300",0.51079,0.896244684740511,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3001G279800",0.51126,0.896354310932177,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3002G409500",0.52446,0.900133217044479,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3003G274700",0.53428,0.900632758928129,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3009G109925",0.53453,0.900632758928129,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3005G145100",0.53887,0.901399116155399,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3007G158600",0.56467,0.90595706344354,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3010G160000",0.57231,0.906300888868292,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3004G357800",0.5727,0.906300888868292,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3007G158500",0.57473,0.906300888868292,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3009G149700",0.58044,0.906458060992465,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3010G159700",0.58425,0.906458060992465,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3004G016900",0.58695,0.906458060992465,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3010G160033",0.5913,0.906458060992465,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3002G177200",0.59581,0.906458060992465,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3003G432600",0.59595,0.906458060992465,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3007G036900",0.59848,0.906458060992465,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3005G159400",0.62209,0.90978857628724,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3005G186200",0.62373,0.910380940787496,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3003G050400",0.62646,0.91103322491261,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3001G157900",0.63351,0.911917738231431,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3006G276100",0.6362,0.912350959959581,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3005G032700",0.65673,0.913506754396703,NA,NA
"LIPASYN-PWY","phospholipases",9.99900009999e-05,0.000561587676848754,"SORBI_3001G448800",0.68079,0.916872033454891,NA,NA
