"pathway_id","pathway_name","n_genes","calib_mode","acat_p","fisher_p","tfisher_p_analytic","tau_hat","tfisher_stat_hat","minp_p_analytic","stouffer_p_analytic","magma_pvalue","omni_p_analytic","omni_p_analytic_BH","omni_p_global","omni_p_global_BH","omni_p_mvn","omni_p_mvn_BH","acat_p_mvn_cal","fisher_p_mvn_cal","tfisher_p_mvn_cal","minp_p_mvn_cal","stouffer_p_mvn_cal","omni_p_mvn_compcal","omni_p_final","omni_p_final_BH","omni_p_final_q_storey","omni_p_final_q_bky10","omni_p_final_q_ihw10","genes_used","gene_pvals_used","dominant_component","agreement_score","agreement_k","agreement_m","calibration_impact"
"PWY-5936","xyloglucan biosynthesis",52,"mvn",0.0334841076638314,0.0639259480374187,0.0774605689404176,0.2,39.2802004753172,0.0356227937847895,0.248659514229923,NA,0.0556293770008696,0.144354712470611,NA,NA,0.0863782724345513,0.20590169591957,NA,NA,NA,NA,NA,NA,0.0863782724345513,0.20590169591957,0.099176654306099,0.29725244833459,0.20590169591957,"SORBI_3003G308100;SORBI_3003G059600;SORBI_3009G194200;SORBI_3005G144000;SORBI_3005G144500;SORBI_3005G144101;SORBI_3008G035700;SORBI_3008G035800;SORBI_3004G256400;SORBI_3004G164000;SORBI_3007G090600;SORBI_3001G396700;SORBI_3001G075600;SORBI_3001G401600;SORBI_3001G396600;SORBI_3002G022700;SORBI_3002G208200;SORBI_3002G116800;SORBI_3008G077900;SORBI_3008G138100;SORBI_3001G506700;SORBI_3001G506300;SORBI_3001G506800;SORBI_3001G506500;SORBI_3001G303300;SORBI_3001G229000;SORBI_3001G506600;SORBI_3001G506900;SORBI_3001G228900;SORBI_3001G229100;SORBI_3001G541601;SORBI_3006G186200;SORBI_3006G186100;SORBI_3006G260900;SORBI_3010G082100;SORBI_3010G082400;SORBI_3010G082000;SORBI_3010G082201;SORBI_3010G082300;SORBI_3008G054100;SORBI_3004G308600;SORBI_3004G124800;SORBI_3004G308400;SORBI_3004G308500;SORBI_3004G125300;SORBI_3004G125100;SORBI_3004G308200;SORBI_3004G308300;SORBI_3006G097900;SORBI_3002G019200;SORBI_3002G225900;SORBI_3002G019100","3.376e-01;9.802e-02;6.973e-04;2.462e-01;8.246e-01;2.059e-01;4.463e-02;4.745e-02;5.374e-02;8.510e-01;6.823e-01;8.046e-01;7.550e-01;5.915e-01;8.118e-01;3.462e-01;1.654e-01;4.975e-01;4.347e-01;6.380e-01;6.811e-01;2.186e-01;1.742e-01;8.148e-01;2.991e-01;5.404e-01;8.588e-01;6.301e-01;4.966e-01;9.810e-01;2.074e-01;3.137e-02;2.487e-02;4.243e-01;6.878e-01;8.208e-01;7.121e-01;8.871e-01;8.152e-01;8.246e-01;5.911e-01;5.076e-01;2.478e-01;5.793e-01;6.428e-02;7.948e-01;3.839e-02;4.040e-02;1.389e-01;8.039e-01;4.243e-01;8.379e-01","acat_p",0.4,2,5,"Remains_nonsignificant"
"PWY-5136","fatty acid &beta;-oxidation II (peroxisome)",15,"mvn",0.0356742978398486,0.103654057110298,0.535291487471444,0.1,12.6351195769108,0.0418196610761264,0.390121060373185,NA,0.0792624207108041,0.188413122878256,NA,NA,0.0896182076358473,0.212389971853742,NA,NA,NA,NA,NA,NA,0.0896182076358473,0.212389971853742,0.102301861684757,0.306619325563501,0.212389971853742,"SORBI_3010G049100;SORBI_3010G001900;SORBI_3003G354400;SORBI_3003G061800;SORBI_3009G057300;SORBI_3009G057200;SORBI_3005G181000;SORBI_3006G012800;SORBI_3001G230100;SORBI_3004G345800;SORBI_3003G158300;SORBI_3003G324000;SORBI_3009G111400;SORBI_3004G124200;SORBI_3004G297400","2.844e-03;5.251e-01;5.569e-01;4.736e-01;6.549e-01;5.955e-01;3.775e-02;6.806e-01;7.852e-01;8.938e-01;5.102e-01;8.043e-01;1.681e-02;1.545e-01;6.766e-01","acat_p",0.4,2,5,"Remains_nonsignificant"
"PYRIDNUCSYN-PWY","NAD <i>de novo</i> biosynthesis I (from aspartate)",5,"mvn",0.0481219896342888,0.150139920157876,0.659175821124323,0.01,0.0995573051262944,0.0466753338286953,0.115485795835697,NA,0.0891500300979942,0.206505719436032,NA,NA,0.0917181656366873,0.214863499340183,NA,NA,NA,NA,NA,NA,0.0917181656366873,0.214863499340183,0.103493285482136,0.310190263131954,0.214863499340183,"SORBI_3004G032400;SORBI_3008G089500;SORBI_3002G291400;SORBI_3002G112700;SORBI_3004G342600","4.338e-01;3.694e-01;7.105e-01;6.457e-01;9.514e-03","minp_p_analytic",0.4,2,5,"Remains_nonsignificant"
"PWY-5143","long-chain fatty acid activation",18,"mvn",0.093097456753782,0.0374688774931995,0.593280829853992,0.2,15.4647082178539,0.138852813638369,0.0527350500458056,NA,0.0795011469705812,0.188413122878256,NA,NA,0.0919981600367993,0.214863499340183,NA,NA,NA,NA,NA,NA,0.0919981600367993,0.214863499340183,0.103493285482136,0.310190263131954,0.214863499340183,"SORBI_3010G214900;SORBI_3010G045400;SORBI_3010G045500;SORBI_3003G258200;SORBI_3003G004900;SORBI_3003G303900;SORBI_3003G242000;SORBI_3009G031400;SORBI_3005G156100;SORBI_3005G033100;SORBI_3005G020300;SORBI_3005G054900;SORBI_3008G010800;SORBI_3008G051300;SORBI_3006G079500;SORBI_3006G247300;SORBI_3006G247200;SORBI_3006G272600","5.036e-01;3.346e-01;7.581e-01;8.515e-01;3.898e-01;5.541e-01;3.426e-02;8.271e-03;5.009e-01;3.864e-01;8.574e-02;2.082e-01;2.995e-01;8.521e-02;6.776e-02;5.844e-01;2.529e-01;6.886e-01","fisher_p",0.2,1,5,"Remains_nonsignificant"
"PWY-6605","adenine and adenosine salvage II",8,"mvn",0.15226725889656,0.0756938268245846,0.746475713073131,0.2,6.41367707547645,0.328469328085375,0.0254667884307884,NA,0.085582709253279,0.200508061679111,NA,NA,0.0924181516369673,0.214863499340183,NA,NA,NA,NA,NA,NA,0.0924181516369673,0.214863499340183,0.103493285482136,0.310190263131954,0.214863499340183,"SORBI_3009G133800;SORBI_3009G134300;SORBI_3009G133900;SORBI_3002G134400;SORBI_3008G147900;SORBI_3004G214000;SORBI_3007G072400;SORBI_3006G138800","5.292e-02;2.294e-01;4.856e-02;7.647e-01;1.260e-01;6.647e-01;3.855e-01;3.007e-01","stouffer_p_analytic",0.2,1,5,"Remains_nonsignificant"
"PWY-6927","chlorophyll <i>a</i> degradation II",14,"mvn",0.023406547268563,0.573523184401315,0.534394718830008,0.005,2.29316957443441,0.0220122008002679,0.916224483721746,NA,0.0654930766253745,0.158888529091145,NA,NA,0.0927581448371033,0.214863499340183,NA,NA,NA,NA,NA,NA,0.0927581448371033,0.214863499340183,0.103493285482136,0.310190263131954,0.214863499340183,"SORBI_3004G327200;SORBI_3001G048400;SORBI_3001G504900;SORBI_3001G048500;SORBI_3001G048600;SORBI_3003G146500;SORBI_3005G120000;SORBI_3001G306600;SORBI_3003G162500;SORBI_3009G140600;SORBI_3004G267700;SORBI_3004G034600;SORBI_3002G351200;SORBI_3002G275300","6.094e-01;7.479e-01;6.780e-01;7.752e-01;7.458e-01;6.590e-01;7.422e-01;1.589e-03;4.331e-01;9.284e-01;8.060e-02;8.487e-01;8.269e-01;7.190e-01","minp_p_analytic",0.4,2,5,"Remains_nonsignificant"
"PWY-922","mevalonate pathway I",15,"mvn",0.051733820630036,0.0863602215940487,0.546228507656555,0.05,6.65236397525189,0.0580253837258217,0.103776171922633,NA,0.0865659628058258,0.201659345172662,NA,NA,0.0964780704385912,0.221623345310872,NA,NA,NA,NA,NA,NA,0.0964780704385912,0.221623345310872,0.10674929997975,0.319949195695272,0.221623345310872,"SORBI_3009G137700;SORBI_3004G327500;SORBI_3002G330500;SORBI_3004G330600;SORBI_3001G434700;SORBI_3004G012400;SORBI_3004G262100;SORBI_3007G207600;SORBI_3002G250400;SORBI_3007G182000;SORBI_3001G530100;SORBI_3002G268700;SORBI_3001G348100;SORBI_3008G190100;SORBI_3003G100800","2.940e-01;6.008e-01;2.259e-02;4.858e-01;1.864e-01;9.482e-01;3.977e-03;2.863e-01;3.770e-01;7.388e-01;7.503e-01;5.419e-01;1.130e-01;3.354e-01;7.346e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-6369","inositol diphosphates biosynthesis",3,"mvn",0.0539689527407413,0.106051047201115,0.682036180927889,0.02,0.227681632847519,0.0525940321881042,0.32205235105948,NA,0.104295277581144,0.231140885450103,NA,NA,0.0972980540389192,0.221623345310872,NA,NA,NA,NA,NA,NA,0.0972980540389192,0.221623345310872,0.10674929997975,0.319949195695272,0.221623345310872,"SORBI_3003G315166;SORBI_3001G132600;SORBI_3006G251500","5.300e-01;5.619e-01;1.785e-02","minp_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-7270","L-methionine salvage cycle II (plants)",7,"mvn",0.061616753480415,0.0691578242778482,0.639586069842239,0.1,6.89493789632618,0.0912737280406045,0.0814818836802424,NA,0.0943348363082256,0.215292209319685,NA,NA,0.0972980540389192,0.221623345310872,NA,NA,NA,NA,NA,NA,0.0972980540389192,0.221623345310872,0.10674929997975,0.319949195695272,0.221623345310872,"SORBI_3010G020800;SORBI_3003G033900;SORBI_3001G105900;SORBI_3006G187900;SORBI_3003G151600;SORBI_3003G140000;SORBI_3009G033600","5.359e-01;5.604e-01;8.181e-01;4.007e-01;2.344e-02;4.180e-01;1.358e-02","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-5886","4-hydroxyphenylpyruvate biosynthesis",2,"mvn",0.0811458523049656,0.0698199396368947,0.739060716891504,0.05,0.166415422033386,0.089899263936,0.123950647112938,NA,0.114679826182067,0.246171354631663,NA,NA,0.0985780284394312,0.22329829646501,NA,NA,NA,NA,NA,NA,0.0985780284394312,0.22329829646501,0.107556073575527,0.322367258981176,0.22329829646501,"SORBI_3003G045600;SORBI_3005G200300","4.601e-02;2.844e-01","fisher_p",0,0,5,"Remains_nonsignificant"
"VALDEG-PWY","L-valine degradation I",6,"mvn",0.0500394850931581,0.113049485175344,0.640672373636262,0.01,0.355742946240687,0.049183677182219,0.276170994213829,NA,0.0975580704670638,0.218572726183039,NA,NA,0.101277974440511,0.228153678684668,NA,NA,NA,NA,NA,NA,0.101277974440511,0.228153678684668,0.109894765162172,0.329376789650401,0.228153678684668,"SORBI_3001G290000;SORBI_3001G304000;SORBI_3005G222400;SORBI_3005G222300;SORBI_3003G297400;SORBI_3010G179700","8.122e-01;7.722e-01;7.208e-01;1.406e-01;8.370e-03;2.220e-01","minp_p_analytic",0.2,1,5,"Remains_nonsignificant"
"PWY-5070","gibberellin biosynthesis I (non C-3, non C-13 hydroxylation)",6,"mvn",0.0519368527262913,0.109271036968297,0.649931382465708,0.01,0.211054392429851,0.0527908796815265,0.301862033443416,NA,0.102069687639755,0.22743789093641,NA,NA,0.102597948041039,0.229864255173913,NA,NA,NA,NA,NA,NA,0.102597948041039,0.229864255173913,0.110718698410416,0.331846283877832,0.229864255173913,"SORBI_3003G287100;SORBI_3001G166401;SORBI_3001G005300;SORBI_3006G203900;SORBI_3002G073800;SORBI_3002G046500","8.998e-03;3.481e-01;3.712e-01;3.389e-01;3.991e-01;7.039e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY3O-4107","NAD salvage pathway V (PNC V cycle)",11,"mvn",0.0598819831449105,0.0544820009520507,0.537685118655516,0.1,8.91944447572578,0.0998190332231469,0.13088469081611,NA,0.0947618240805415,0.215292209319685,NA,NA,0.105477890442191,0.235032255876622,NA,NA,NA,NA,NA,NA,0.105477890442191,0.235032255876622,0.113207968918156,0.339307129962728,0.235032255876622,"SORBI_3006G123600;SORBI_3008G058100;SORBI_3002G112700;SORBI_3004G208000;SORBI_3004G125700;SORBI_3004G231600;SORBI_3001G120500;SORBI_3006G153600;SORBI_3001G021000;SORBI_3006G080900;SORBI_3004G342600","3.786e-01;8.440e-02;6.457e-01;7.339e-01;6.973e-01;7.305e-01;2.639e-01;1.440e-02;6.752e-01;2.746e-01;9.514e-03","fisher_p",0,0,5,"Remains_nonsignificant"
"PWY-6115","avenacin biosynthesis, initial reactions",12,"mvn",0.123535785429501,0.0443435132176967,0.710459294174405,0.2,9.82452300396475,0.211363559048888,0.0514653776033903,NA,0.0952438774278657,0.215292209319685,NA,NA,0.106117877642447,0.23518016126164,NA,NA,NA,NA,NA,NA,0.106117877642447,0.23518016126164,0.113279210493775,0.339520655342508,0.23518016126164,"SORBI_3010G253500;SORBI_3005G109500;SORBI_3004G014400;SORBI_3004G037100;SORBI_3004G037200;SORBI_3007G090472;SORBI_3007G078200;SORBI_3005G167200;SORBI_3008G142400;SORBI_3008G167100;SORBI_3007G090469;SORBI_3007G085800","5.593e-01;6.150e-01;6.740e-01;3.276e-01;3.078e-01;7.649e-02;4.162e-01;1.040e-01;7.549e-02;3.039e-01;1.959e-02;2.732e-01","fisher_p",0.2,1,5,"Remains_nonsignificant"
"PWY-5063","phytyl diphosphate biosynthesis",2,"mvn",0.0993229728392491,0.0981702045520203,0.761443695909737,0.1,1.20128185617671,0.106683916284,0.0760874759793706,NA,0.12436922546016,0.256981924016093,NA,NA,0.108757824843503,0.239154575197266,NA,NA,NA,NA,NA,NA,0.108757824843503,0.239154575197266,0.115193566153657,0.345258365601687,0.239154575197266,"SORBI_3003G122100;SORBI_3004G238500","5.485e-02;3.643e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-4841","UDP-&alpha;-D-glucuronate biosynthesis (from <i>myo</i>-inositol)",3,"mvn",0.0672893049799362,0.1577517108616,0.672002276848327,0.02,0.595734195020293,0.0438858841241682,0.47715368764885,NA,0.115346309274701,0.246312431263685,NA,NA,0.109077818443631,0.239154575197266,NA,NA,NA,NA,NA,NA,0.109077818443631,0.239154575197266,0.115193566153657,0.345258365601687,0.239154575197266,"SORBI_3010G251200;SORBI_3008G000400;SORBI_3010G168800","1.485e-02;6.776e-01;9.536e-01","minp_p_analytic",0.2,1,5,"Remains_nonsignificant"
"PWY-7897","flavonoid di-C-glucosylation",37,"mvn",0.0365227275789388,0.527976719764058,0.428403567042375,0.02,7.63131557383678,0.0385129058375641,0.665140369201823,NA,0.0938107921889559,0.215292209319685,NA,NA,0.113197736045279,0.24686740307747,NA,NA,NA,NA,NA,NA,0.113197736045279,0.24686740307747,0.118908603375576,0.356393081907616,0.24686740307747,"SORBI_3010G214900;SORBI_3004G062500;SORBI_3004G272700;SORBI_3007G089900;SORBI_3007G145600;SORBI_3001G518800;SORBI_3001G500800;SORBI_3001G465600;SORBI_3001G187000;SORBI_3002G009700;SORBI_3002G009600;SORBI_3005G102100;SORBI_3005G135500;SORBI_3005G137200;SORBI_3005G136800;SORBI_3005G135400;SORBI_3005G107800;SORBI_3005G136300;SORBI_3005G136600;SORBI_3005G135700;SORBI_3005G137000;SORBI_3005G137100;SORBI_3005G136200;SORBI_3005G136450;SORBI_3005G137300;SORBI_3007G058900;SORBI_3001G215000;SORBI_3001G035600;SORBI_3004G318200;SORBI_3004G109000;SORBI_3008G030100;SORBI_3010G076700;SORBI_3007G027200;SORBI_3010G120400;SORBI_3010G012400;SORBI_3010G120200;SORBI_3010G120600","5.036e-01;6.058e-01;3.811e-01;8.304e-03;6.362e-01;1.057e-01;1.061e-03;7.480e-01;6.057e-01;3.502e-01;4.719e-01;4.014e-01;8.492e-01;4.449e-01;5.146e-01;5.586e-01;6.616e-01;5.628e-01;4.289e-01;9.285e-01;9.191e-01;8.879e-01;9.209e-01;5.384e-01;4.524e-01;9.365e-01;8.231e-01;1.973e-01;5.054e-01;5.329e-01;2.153e-01;1.762e-01;4.437e-01;4.266e-01;2.390e-01;6.879e-01;6.161e-01","acat_p",0.4,2,5,"Remains_nonsignificant"
"PWY0-501","lipoate biosynthesis and incorporation I",5,"mvn",0.0617524091844983,0.171004856828951,0.681811546236565,0.02,0.969341332578279,0.0600912444151063,0.169612495045151,NA,0.116420699191283,0.247318583774228,NA,NA,0.116437671246575,0.252209692648252,NA,NA,NA,NA,NA,NA,0.116437671246575,0.252209692648252,0.121481823589224,0.364105542203463,0.252209692648252,"SORBI_3008G152000;SORBI_3001G388900;SORBI_3003G309300;SORBI_3006G103100;SORBI_3006G038901","6.299e-01;4.361e-01;1.232e-02;6.152e-01;4.285e-01","minp_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-401","galactolipid biosynthesis I",8,"mvn",0.0676603608899879,0.0944888266693107,0.673485927358086,0.01,0.113267691135185,0.0731417434871242,0.143124201476913,NA,0.111814012025939,0.241282868055974,NA,NA,0.116877662446751,0.252209692648252,NA,NA,NA,NA,NA,NA,0.116877662446751,0.252209692648252,0.121481823589224,0.364105542203463,0.252209692648252,"SORBI_3005G045000;SORBI_3004G169000;SORBI_3001G456300;SORBI_3001G424600;SORBI_3006G075100;SORBI_3004G334000;SORBI_3007G211900;SORBI_3002G206200","2.018e-01;5.089e-01;7.923e-01;2.185e-01;9.449e-03;6.271e-01;9.853e-02;6.617e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-7546","diphthamide biosynthesis II (eukaryotes)",7,"mvn",0.095633063211937,0.0562271975011065,0.650206977712788,0.2,8.66963103750639,0.104971630417765,0.0978909632517782,NA,0.106449756949125,0.233392515236049,NA,NA,0.120317593648127,0.256701601719261,NA,NA,NA,NA,NA,NA,0.120317593648127,0.256701601719261,0.12364544109184,0.370590340510201,0.256701601719261,"SORBI_3001G368700;SORBI_3001G368800;SORBI_3006G141000;SORBI_3010G217900;SORBI_3004G343400;SORBI_3001G017700;SORBI_3004G339100","8.429e-02;7.913e-02;8.835e-01;4.086e-01;2.558e-01;1.572e-02;9.205e-01","fisher_p",0,0,5,"Remains_nonsignificant"
"PWY-7388","octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",18,"mvn",0.0576124371031273,0.112408248435338,0.552439343807867,0.05,6.99776176232596,0.0715519895274063,0.141897751437632,NA,0.105850684069694,0.233326776712767,NA,NA,0.120677586448271,0.256701601719261,NA,NA,NA,NA,NA,NA,0.120677586448271,0.256701601719261,0.12364544109184,0.370590340510201,0.256701601719261,"SORBI_3002G401301;SORBI_3004G080200;SORBI_3010G073500;SORBI_3007G077400;SORBI_3007G225300;SORBI_3007G079600;SORBI_3009G150900;SORBI_3006G043700;SORBI_3007G209800;SORBI_3004G152800;SORBI_3004G178100;SORBI_3008G087300;SORBI_3001G403400;SORBI_3003G169200;SORBI_3003G142900;SORBI_3008G114300;SORBI_3001G262400;SORBI_3006G030100","3.023e-01;5.986e-01;2.552e-01;8.036e-01;4.996e-01;2.666e-01;5.724e-01;7.672e-02;6.341e-01;4.859e-01;4.116e-03;6.624e-01;4.726e-01;5.261e-01;4.122e-01;7.493e-01;3.066e-01;1.836e-02","acat_p",0,0,5,"Remains_nonsignificant"
"FASYN-ELONG-PWY","fatty acid elongation -- saturated",12,"mvn",0.0497274359647927,0.244664795754551,0.567851835619176,0.005,0.389112188924595,0.0482890635909844,0.454603059379812,NA,0.110269075580768,0.240480430787845,NA,NA,0.120837583248335,0.256701601719261,NA,NA,NA,NA,NA,NA,0.120837583248335,0.256701601719261,0.12364544109184,0.370590340510201,0.256701601719261,"SORBI_3008G087300;SORBI_3004G178100;SORBI_3004G152800;SORBI_3007G209800;SORBI_3006G043700;SORBI_3007G112100;SORBI_3007G225300;SORBI_3007G225200;SORBI_3002G151000;SORBI_3007G077400;SORBI_3009G150900;SORBI_3007G079600","6.624e-01;4.116e-03;4.859e-01;6.341e-01;7.672e-02;9.184e-01;4.996e-01;3.102e-01;6.136e-01;8.036e-01;5.724e-01;2.666e-01","minp_p_analytic",0.4,2,5,"Remains_nonsignificant"
"PWY-84","resveratrol biosynthesis",2,"mvn",0.102240066746487,0.120095413871465,0.761388127374454,0.1,1.27781047542454,0.102787532631,0.104289333220428,NA,0.142824055764744,0.281528186843967,NA,NA,0.122497550048999,0.258886574845823,NA,NA,NA,NA,NA,NA,0.122497550048999,0.258886574845823,0.124697876932513,0.37374470312249,0.258886574845823,"SORBI_3002G115700;SORBI_3005G134301","5.279e-02;4.884e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-6163","chorismate biosynthesis from 3-dehydroquinate",7,"mvn",0.111462142758532,0.0494056798384199,0.741404148093534,0.2,6.02389018581898,0.16586603707632,0.115585106201749,NA,0.120632786484388,0.252997834395079,NA,NA,0.123237535249295,0.25908971616486,NA,NA,NA,NA,NA,NA,0.123237535249295,0.25908971616486,0.124795723996295,0.374037970519693,0.25908971616486,"SORBI_3003G169900;SORBI_3008G116000;SORBI_3008G116100;SORBI_3004G236300;SORBI_3006G235500;SORBI_3010G023800;SORBI_3001G433700","2.725e-01;9.712e-02;1.925e-01;6.316e-01;2.558e-02;5.195e-01;1.646e-01","fisher_p",0.2,1,5,"Remains_nonsignificant"
"PWY-7206","pyrimidine deoxyribonucleotides dephosphorylation",16,"mvn",0.0569127930187774,0.154216374409805,0.564929819483377,0.005,0.5726459928283,0.0584188001451719,0.23836608685749,NA,0.111467542841808,0.241282868055974,NA,NA,0.123857522849543,0.25908971616486,NA,NA,NA,NA,NA,NA,0.123857522849543,0.25908971616486,0.124795723996295,0.374037970519693,0.25908971616486,"SORBI_3010G148866;SORBI_3001G142000;SORBI_3002G008500;SORBI_3002G303700;SORBI_3006G038800;SORBI_3006G036700;SORBI_3001G230200;SORBI_3007G190200;SORBI_3007G194100;SORBI_3004G202900;SORBI_3008G140100;SORBI_3008G140300;SORBI_3003G326100;SORBI_3003G030700;SORBI_3004G146200;SORBI_3006G147200","3.433e-01;2.558e-01;2.143e-01;7.897e-01;3.755e-03;3.953e-01;3.918e-01;1.361e-01;8.151e-01;5.295e-01;1.913e-01;3.368e-01;4.430e-01;8.357e-01;2.945e-01;5.527e-01","acat_p",0,0,5,"Remains_nonsignificant"
"GLUT-REDOX-PWY","glutathione-glutaredoxin redox reactions",5,"mvn",0.0587973737950539,0.159251490860453,0.681671393063005,0.02,1.04832837641034,0.0578194113105288,0.463121489781611,NA,0.124730250924884,0.256981924016093,NA,NA,0.125257494850103,0.260688187251483,NA,NA,NA,NA,NA,NA,0.125257494850103,0.260688187251483,0.125565659443734,0.376345622440522,0.260688187251483,"SORBI_3003G031900;SORBI_3008G117400;SORBI_3008G118000;SORBI_3004G001800;SORBI_3001G258400","4.792e-01;4.708e-01;5.784e-01;5.051e-01;1.184e-02","minp_p_analytic",0,0,5,"Remains_nonsignificant"
"HEME-BIOSYNTHESIS-II","heme <i>b</i> biosynthesis I (aerobic)",9,"mvn",0.047537261017207,0.412275878695603,0.593567860621509,0.005,0.170592969244169,0.0405700254322323,0.847165792252706,NA,0.121035785364614,0.252997834395079,NA,NA,0.127057458850823,0.262435957311004,NA,NA,NA,NA,NA,NA,0.127057458850823,0.262435957311004,0.126407507716161,0.378868811610957,0.262435957311004,"SORBI_3007G076700;SORBI_3006G210800;SORBI_3004G006200;SORBI_3004G179400;SORBI_3002G159300;SORBI_3003G137100;SORBI_3006G129700;SORBI_3003G225100;SORBI_3001G379700","3.857e-01;6.209e-01;7.285e-01;4.591e-03;3.075e-01;7.106e-01;9.484e-01;6.228e-01;8.530e-01","minp_p_analytic",0.4,2,5,"Remains_nonsignificant"
"PWY-8011","L-serine biosynthesis II",9,"mvn",0.105360016164894,0.113098040782733,0.710170891481684,0.02,0.506174855374564,0.131379014701804,0.0582882498292857,NA,0.12101413258639,0.252997834395079,NA,NA,0.127377452450951,0.262435957311004,NA,NA,NA,NA,NA,NA,0.127377452450951,0.262435957311004,0.126407507716161,0.378868811610957,0.262435957311004,"SORBI_3007G213700;SORBI_3004G001300;SORBI_3006G005300;SORBI_3006G004700;SORBI_3006G005200;SORBI_3006G004900;SORBI_3006G004600;SORBI_3006G014000;SORBI_3002G032900","1.992e-01;5.349e-01;5.885e-01;1.553e-02;3.734e-01;7.204e-02;3.567e-01;6.753e-01;4.725e-01","stouffer_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-6367","D-<i>myo</i>-inositol-5-phosphate metabolism",8,"mvn",0.148279035296531,0.0452325957372593,0.642381937375046,0.2,10.6336924881713,0.193245901453294,0.156633434673092,NA,0.127535346830241,0.261447461001994,NA,NA,0.132257354852903,0.271127577448451,NA,NA,NA,NA,NA,NA,0.132257354852903,0.271127577448451,0.130593999730623,0.391416573076989,0.271127577448451,"SORBI_3009G027800;SORBI_3005G018900;SORBI_3005G002000;SORBI_3008G090600;SORBI_3008G002000;SORBI_3001G408001;SORBI_3002G430500;SORBI_3007G172200","3.690e-01;9.672e-01;1.115e-01;6.388e-02;7.538e-01;7.633e-01;2.649e-02;4.163e-02","fisher_p",0.2,1,5,"Remains_nonsignificant"
"PWYQT-4429","CO<sub>2</sub> fixation into oxaloacetate (anaplerotic)",7,"mvn",0.0576880838052243,0.132197579318302,0.524790098967395,0.1,8.19156850415676,0.0748914874648794,0.664889607461522,NA,0.133139575113631,0.268902590130978,NA,NA,0.133857322853543,0.273042300348023,NA,NA,NA,NA,NA,NA,0.133857322853543,0.273042300348023,0.131516264164894,0.394180785713695,0.273042300348023,"SORBI_3003G234400;SORBI_3010G160700;SORBI_3003G100600;SORBI_3003G301800;SORBI_3004G106900;SORBI_3007G106500;SORBI_3002G167000","1.106e-02;9.508e-01;6.707e-01;5.942e-01;1.505e-02;8.777e-01;8.473e-01","acat_p",0,0,5,"Remains_nonsignificant"
"PWY-6164","3-dehydroquinate biosynthesis I",5,"mvn",0.0695412423115259,0.146242899966787,0.682700552275747,0.02,0.709496459632914,0.068194838753355,0.458242400681377,NA,0.140216096801827,0.279070872275482,NA,NA,0.137157256854863,0.278388491636108,NA,NA,NA,NA,NA,NA,0.137157256854863,0.278388491636108,0.13409136371842,0.401898878770437,0.278388491636108,"SORBI_3007G225700;SORBI_3001G351000;SORBI_3001G294500;SORBI_3002G379600;SORBI_3002G279700","5.450e-01;5.785e-01;1.934e-01;1.403e-02;7.790e-01","minp_p_analytic",0,0,5,"Remains_nonsignificant"
"PWY-4081","glutathione-peroxide redox reactions",11,"mvn",0.0601611972354257,0.20633552232001,0.651741951727294,0.01,1.16070870616965,0.0598726562802829,0.421733876506432,NA,0.13018195133092,0.264667037217698,NA,NA,0.140057198856023,0.282874145472756,NA,NA,NA,NA,NA,NA,0.140057198856023,0.282874145472756,0.136251968262774,0.408374646633203,0.282874145472756,"SORBI_3004G341200;SORBI_3001G248500;SORBI_3001G495200;SORBI_3010G067100;SORBI_3005G110442;SORBI_3006G173900;SORBI_3006G272900;SORBI_3004G290100;SORBI_3004G290200;SORBI_3001G365800;SORBI_3001G378700","4.199e-01;8.225e-01;4.212e-01;4.976e-01;7.544e-01;4.809e-01;8.061e-01;1.303e-01;1.388e-01;5.995e-01;5.597e-03","minp_p_analytic",0,0,5,"Remains_nonsignificant"
