"pathway_id","pathway_name","n_genes","acat_p","fisher_p","stouffer_p_analytic","minp_p_analytic","tfisher_p_analytic","omni_p_final","FDR","genes_used"
"GLUCONEO-PWY","gluconeogenesis I",56,1.0434929616867e-05,0.0812303596222482,0.676733947376764,1.04349865273821e-05,2.2524555554071e-09,9.99900009999e-05,0.000561587676848754,"SORBI_3001G071800;SORBI_3002G230600;SORBI_3003G238500;SORBI_3009G240700;SORBI_3008G186200;SORBI_3007G137600;SORBI_3001G073900;SORBI_3001G219300;SORBI_3006G170800;SORBI_3002G385700;SORBI_3002G309400;SORBI_3003G072300;SORBI_3003G352300;SORBI_3002G277100;SORBI_3007G166300;SORBI_3007G166200;SORBI_3005G154850;SORBI_3009G069600;SORBI_3009G108700;SORBI_3003G280900;SORBI_3003G292400;SORBI_3003G036200;SORBI_3003G036000;SORBI_3004G338000;SORBI_3001G432800;SORBI_3006G198400;SORBI_3010G027000;SORBI_3010G026925;SORBI_3001G426100;SORBI_3002G186900;SORBI_3003G336000;SORBI_3008G116600;SORBI_3001G384100;SORBI_3010G221800;SORBI_3009G183700;SORBI_3004G055200;SORBI_3001G236800;SORBI_3010G262466;SORBI_3010G262500;SORBI_3010G262433;SORBI_3010G100200;SORBI_3009G016700;SORBI_3005G159000;SORBI_3004G056400;SORBI_3004G205100;SORBI_3007G025400;SORBI_3010G188300;SORBI_3003G096000;SORBI_3003G393900;SORBI_3005G056400;SORBI_3008G053200;SORBI_3004G146000;SORBI_3010G219700;SORBI_3003G367500;SORBI_3009G152700;SORBI_3001G425400"
"GLUGLNSYN-PWY","L-glutamate biosynthesis IV",6,6.21619296991103e-12,1.80332648108396e-13,4.63062096052466e-06,6.2159999999839e-12,1e-15,9.99900009999e-05,0.000561587676848754,"SORBI_3007G174600;SORBI_3004G209300;SORBI_3005G150250;SORBI_3009G225700;SORBI_3003G258800;SORBI_3010G060800"
"GLUTAMINDEG-PWY","L-glutamine degradation I",34,3.52115603714334e-11,1e-15,3.43597386279413e-06,3.5223999999398e-11,1e-15,9.99900009999e-05,0.000561587676848754,"SORBI_3003G221200;SORBI_3003G241000;SORBI_3003G017300;SORBI_3009G239500;SORBI_3009G239301;SORBI_3008G127100;SORBI_3003G193700;SORBI_3004G265900;SORBI_3007G104300;SORBI_3010G060800;SORBI_3003G258800;SORBI_3009G225700;SORBI_3005G150250;SORBI_3004G209300;SORBI_3007G174600;SORBI_3010G110000;SORBI_3005G003200;SORBI_3008G139800;SORBI_3001G406800;SORBI_3001G432300;SORBI_3006G278500;SORBI_3001G265500;SORBI_3001G151700;SORBI_3006G028000;SORBI_3006G027900;SORBI_3002G301500;SORBI_3005G143500;SORBI_3005G139300;SORBI_3006G237100;SORBI_3002G301600;SORBI_3002G301700;SORBI_3004G028500;SORBI_3002G005600;SORBI_3002G402700"
"GLYOXYLATE-BYPASS","glyoxylate cycle",17,3.16772799260093e-06,0.000113442281727023,0.0263711685512593,3.1677752777314e-06,1.11022302462516e-15,9.99900009999e-05,0.000561587676848754,"SORBI_3003G238500;SORBI_3009G240700;SORBI_3008G186200;SORBI_3007G137600;SORBI_3001G073900;SORBI_3001G219300;SORBI_3006G170800;SORBI_3002G385700;SORBI_3002G309400;SORBI_3007G068100;SORBI_3001G512800;SORBI_3006G000100;SORBI_3002G316900;SORBI_3004G101900;SORBI_3004G078000;SORBI_3002G324000;SORBI_3006G127100"
"HOMOSER-THRESYN-PWY","L-threonine biosynthesis",3,2.4809461960373e-05,8.22638182165367e-06,0.00139869360995511,2.48283945141075e-05,1e-15,9.99900009999e-05,0.000561587676848754,"SORBI_3003G265400;SORBI_3009G220000;SORBI_3004G357900"
"LIPASYN-PWY","phospholipases",106,2.08490310662939e-06,0.00140120922458732,0.505576260029681,3.30899657690731e-06,1e-15,9.99900009999e-05,0.000561587676848754,"SORBI_3009G027800;SORBI_3005G018900;SORBI_3005G002000;SORBI_3008G090600;SORBI_3008G002000;SORBI_3001G408001;SORBI_3002G430500;SORBI_3003G107900;SORBI_3003G430100;SORBI_3005G170100;SORBI_3001G008600;SORBI_3001G029200;SORBI_3010G159700;SORBI_3010G159900;SORBI_3010G160000;SORBI_3010G047800;SORBI_3003G370500;SORBI_3003G390900;SORBI_3010G160033;SORBI_3003G370600;SORBI_3003G432600;SORBI_3003G239200;SORBI_3003G038000;SORBI_3003G239500;SORBI_3003G274700;SORBI_3003G239100;SORBI_3003G418700;SORBI_3003G391000;SORBI_3009G135100;SORBI_3009G240600;SORBI_3009G125300;SORBI_3009G240500;SORBI_3009G117500;SORBI_3009G014600;SORBI_3009G149700;SORBI_3005G203800;SORBI_3005G111400;SORBI_3005G032700;SORBI_3008G170100;SORBI_3004G297600;SORBI_3004G300100;SORBI_3007G187000;SORBI_3007G011300;SORBI_3007G036900;SORBI_3001G373200;SORBI_3001G365100;SORBI_3001G295700;SORBI_3006G214500;SORBI_3002G320900;SORBI_3002G409500;SORBI_3002G262300;SORBI_3002G177200;SORBI_3002G213300;SORBI_3010G228100;SORBI_3003G029000;SORBI_3003G029200;SORBI_3003G389400;SORBI_3003G074600;SORBI_3003G074500;SORBI_3005G186400;SORBI_3005G186100;SORBI_3005G159400;SORBI_3005G186200;SORBI_3005G219100;SORBI_3005G219000;SORBI_3005G145100;SORBI_3008G135401;SORBI_3008G166050;SORBI_3004G357800;SORBI_3007G158700;SORBI_3007G158500;SORBI_3007G158600;SORBI_3007G158800;SORBI_3001G157700;SORBI_3001G433900;SORBI_3001G103800;SORBI_3001G279800;SORBI_3001G288200;SORBI_3001G448800;SORBI_3001G348600;SORBI_3001G067500;SORBI_3001G429900;SORBI_3001G120400;SORBI_3001G158200;SORBI_3001G157900;SORBI_3006G276100;SORBI_3002G401900;SORBI_3002G228700;SORBI_3002G031800;SORBI_3002G377600;SORBI_3010G209900;SORBI_3010G185600;SORBI_3003G147000;SORBI_3003G050400;SORBI_3009G109925;SORBI_3009G062600;SORBI_3009G110000;SORBI_3005G222500;SORBI_3008G183400;SORBI_3004G016900;SORBI_3001G529800;SORBI_3001G349800;SORBI_3001G320200;SORBI_3002G098900;SORBI_3002G282500;SORBI_3002G204500"
"PHOSLIPSYN2-PWY","superpathway of phospholipid biosynthesis II (plants)",4,1.31104657179396e-11,3.28716850286528e-10,4.57347144722983e-06,1.31103999999355e-11,1e-15,9.99900009999e-05,0.000561587676848754,"SORBI_3003G095800;SORBI_3009G225100;SORBI_3010G223300;SORBI_3006G060000"
"PWY-1269","CMP-3-deoxy-D-<I>manno</I>-octulosonate biosynthesis",3,2.69769509565899e-13,8.90793149203188e-12,2.37046503899489e-05,2.69807999999976e-13,1e-15,9.99900009999e-05,0.000561587676848754,"SORBI_3004G047400;SORBI_3008G075200;SORBI_3009G231100"
"PWY-2161B","glutamate removal from folates",3,0.00076011953921445,1.29310370179203e-07,6.02678568134183e-09,0.00186082458258312,1e-15,9.99900009999e-05,0.000561587676848754,"SORBI_3009G199001;SORBI_3009G199200;SORBI_3009G199100"
"PWY-2161B-PMN","folate polyglutamylation II",5,0.00126005448870575,1.49971391359249e-07,3.38512324216925e-07,0.00309945020180135,1e-15,9.99900009999e-05,0.000561587676848754,"SORBI_3001G535500;SORBI_3001G201900;SORBI_3009G199001;SORBI_3009G199200;SORBI_3009G199100"
"PWY-2681","<i>trans</i>-zeatin biosynthesis",21,4.06290692421262e-06,1.15907791827646e-09,0.00109112977837323,4.69138951942723e-06,1e-15,9.99900009999e-05,0.000561587676848754,"SORBI_3003G162200;SORBI_3003G261700;SORBI_3009G223100;SORBI_3001G042901;SORBI_3006G059900;SORBI_3002G076700;SORBI_3003G202200;SORBI_3003G273700;SORBI_3009G254900;SORBI_3009G214600;SORBI_3004G221100;SORBI_3001G127700;SORBI_3001G374200;SORBI_3001G004500;SORBI_3001G217700;SORBI_3006G149300;SORBI_3002G286400;SORBI_3002G102900;SORBI_3004G352000;SORBI_3007G133600;SORBI_3002G197000"
"PWY-2781","<i>cis</i>-zeatin biosynthesis",4,8.9359961854952e-07,1.94270054844668e-05,0.00589204122455184,8.93599700554685e-07,1e-15,9.99900009999e-05,0.000561587676848754,"SORBI_3010G277700;SORBI_3003G442000;SORBI_3009G223100;SORBI_3002G407800"
"PWY-3385","choline biosynthesis I",12,0.000131790215769541,2.95647771146754e-06,0.00222296531158861,0.000181976820268703,1e-15,9.99900009999e-05,0.000561587676848754,"SORBI_3003G354500;SORBI_3003G266600;SORBI_3003G266500;SORBI_3009G120400;SORBI_3009G218900;SORBI_3004G291700;SORBI_3001G219800;SORBI_3003G277700;SORBI_3003G040700;SORBI_3009G211000;SORBI_3002G053600;SORBI_3002G214400"
"PWY-3462","L-phenylalanine biosynthesis II",6,0.00092618157933238,0.0208189816495492,0.264453948990479,0.000925023269971063,1.18452589958906e-08,9.99900009999e-05,0.000561587676848754,"SORBI_3001G320700;SORBI_3006G066200;SORBI_3002G133100;SORBI_3003G306100;SORBI_3004G065500;SORBI_3007G141500"
"PWY-3781","aerobic respiration I (cytochrome c)",298,4.54557285353547e-10,1e-15,1.74233633949265e-05,4.54688399896976e-10,1e-15,9.99900009999e-05,0.000561587676848754,"SORBI_3002G149000;SORBI_3002G028700;SORBI_3002G185100;SORBI_3001G206700;SORBI_3001G072000;SORBI_3007G023400;SORBI_3010G015200;SORBI_3010G031000;SORBI_3010G032300;SORBI_3010G085000;SORBI_3010G091500;SORBI_3010G134600;SORBI_3010G189200;SORBI_3010G088200;SORBI_3010G138700;SORBI_3010G258600;SORBI_3010G011800;SORBI_3010G115400;SORBI_3010G197400;SORBI_3010G255800;SORBI_3010G067000;SORBI_3010G190900;SORBI_3010G232700;SORBI_3010G092801;SORBI_3010G028700;SORBI_3010G097700;SORBI_3010G181000;SORBI_3010G032600;SORBI_3010G256000;SORBI_3010G066900;SORBI_3010G153600;SORBI_3010G227000;SORBI_3010G244400;SORBI_3010G250500;SORBI_3010G015700;SORBI_3003G420000;SORBI_3003G350000;SORBI_3003G183900;SORBI_3003G142400;SORBI_3003G306800;SORBI_3003G336400;SORBI_3003G399900;SORBI_3003G356100;SORBI_3003G433600;SORBI_3003G109000;SORBI_3003G128000;SORBI_3003G236150;SORBI_3003G337200;SORBI_3003G119100;SORBI_3003G182501;SORBI_3003G276800;SORBI_3003G299200;SORBI_3003G325900;SORBI_3003G333200;SORBI_3003G419800;SORBI_3003G289500;SORBI_3003G030100;SORBI_3003G203100;SORBI_3003G137300;SORBI_3003G239000;SORBI_3003G399100;SORBI_3003G277100;SORBI_3003G334200;SORBI_3003G398900;SORBI_3003G202700;SORBI_3003G223000;SORBI_3003G237100;SORBI_3003G047400;SORBI_3003G014700;SORBI_3003G218400;SORBI_3003G377200;SORBI_3003G380100;SORBI_3009G013800;SORBI_3009G042500;SORBI_3009G079400;SORBI_3009G241200;SORBI_3009G134400;SORBI_3009G155400;SORBI_3009G210800;SORBI_3009G136200;SORBI_3009G140400;SORBI_3009G054200;SORBI_3009G116400;SORBI_3009G205000;SORBI_3009G245600;SORBI_3009G211100;SORBI_3009G238700;SORBI_3009G250700;SORBI_3009G251600;SORBI_3009G254200;SORBI_3005G008400;SORBI_3005G017100;SORBI_3005G081000;SORBI_3005G212201;SORBI_3005G020000;SORBI_3005G110550;SORBI_3005G110400;SORBI_3005G210700;SORBI_3005G168300;SORBI_3005G044900;SORBI_3008G088812;SORBI_3008G099900;SORBI_3008G009000;SORBI_3008G009500;SORBI_3008G066900;SORBI_3008G028400;SORBI_3008G047100;SORBI_3008G163400;SORBI_3008G179000;SORBI_3008G147400;SORBI_3008G170600;SORBI_3008G149200;SORBI_3008G041000;SORBI_3008G100400;SORBI_3008G082800;SORBI_3008G009300;SORBI_3008G072300;SORBI_3004G025100;SORBI_3008G031200;SORBI_3004G053100;SORBI_3004G312000;SORBI_3004G141600;SORBI_3004G303466;SORBI_3004G291100;SORBI_3004G272600;SORBI_3004G290400;SORBI_3004G027700;SORBI_3004G199400;SORBI_3004G217900;SORBI_3004G346200;SORBI_3004G174800;SORBI_3004G241000;SORBI_3004G266300;SORBI_3004G051600;SORBI_3004G164100;SORBI_3004G356600;SORBI_3004G250100;SORBI_3004G282000;SORBI_3004G255300;SORBI_3004G176500;SORBI_3007G179600;SORBI_3007G182600;SORBI_3007G201400;SORBI_3007G069101;SORBI_3007G216401;SORBI_3007G226400;SORBI_3007G006800;SORBI_3007G137800;SORBI_3007G015300;SORBI_3007G091500;SORBI_3007G030000;SORBI_3001G312700;SORBI_3007G033900;SORBI_3007G208400;SORBI_3001G509600;SORBI_3001G001200;SORBI_3001G219700;SORBI_3001G094600;SORBI_3001G016300;SORBI_3001G052100;SORBI_3001G256400;SORBI_3001G520700;SORBI_3001G025800;SORBI_3001G058400;SORBI_3001G212200;SORBI_3001G423200;SORBI_3001G003900;SORBI_3001G332700;SORBI_3001G016100;SORBI_3001G161100;SORBI_3001G010000;SORBI_3001G444200;SORBI_3001G412200;SORBI_3001G149100;SORBI_3001G513000;SORBI_3001G151300;SORBI_3001G292800;SORBI_3001G399800;SORBI_3001G436600;SORBI_3001G440300;SORBI_3001G009400;SORBI_3001G392100;SORBI_3001G478900;SORBI_3001G117600;SORBI_3001G282300;SORBI_3001G069300;SORBI_3001G491500;SORBI_3001G033600;SORBI_3001G347100;SORBI_3001G509700;SORBI_3001G072900;SORBI_3001G490700;SORBI_3006G262800;SORBI_3006G149500;SORBI_3006G153300;SORBI_3006G266000;SORBI_3006G073600;SORBI_3006G109400;SORBI_3006G146400;SORBI_3006G192600;SORBI_3006G122100;SORBI_3006G146900;SORBI_3006G272300;SORBI_3006G085900;SORBI_3006G114300;SORBI_3006G061000;SORBI_3006G204600;SORBI_3006G275900;SORBI_3006G085800;SORBI_3006G089900;SORBI_3006G069100;SORBI_3006G128600;SORBI_3006G273900;SORBI_3002G235600;SORBI_3002G098600;SORBI_3002G120200;SORBI_3002G358900;SORBI_3002G111700;SORBI_3002G172500;SORBI_3002G251800;SORBI_3002G385200;SORBI_3002G240900;SORBI_3002G389200;SORBI_3002G042900;SORBI_3002G384800;SORBI_3002G198801;SORBI_3002G034400;SORBI_3002G198100;SORBI_3002G292300;SORBI_3002G084400;SORBI_3002G403500;SORBI_3002G007000;SORBI_3002G167400;SORBI_3002G267600;SORBI_3002G411700;SORBI_3002G110400;SORBI_3002G200500;SORBI_3002G048200;SORBI_3002G065200;SORBI_3002G390200;SORBI_3010G201266;SORBI_3010G098800;SORBI_3003G170300;SORBI_3003G172966;SORBI_3003G296800;SORBI_3003G429200;SORBI_3003G173032;SORBI_3003G168300;SORBI_3003G416200;SORBI_3003G322300;SORBI_3003G429300;SORBI_3003G135600;SORBI_3003G286200;SORBI_3003G429000;SORBI_3003G279200;SORBI_3003G173200;SORBI_3009G176000;SORBI_3009G209400;SORBI_3009G095720;SORBI_3009G191400;SORBI_3005G031000;SORBI_3004G166400;SORBI_3004G344800;SORBI_3004G249200;SORBI_3004G155100;SORBI_3007G211500;SORBI_3007G172300;SORBI_3007G134900;SORBI_3007G168400;SORBI_3007G133500;SORBI_3001G286200;SORBI_3001G164350;SORBI_3001G282500;SORBI_3001G473400;SORBI_3001G519000;SORBI_3001G073600;SORBI_3001G134200;SORBI_3001G115700;SORBI_3001G230050;SORBI_3001G251750;SORBI_3001G392800;SORBI_3002G149550;SORBI_3002G254500;SORBI_3002G396700;SORBI_3002G246200;SORBI_3002G308300;SORBI_3002G356400;SORBI_3002G395000;SORBI_3003G274800;SORBI_3003G168600;SORBI_3004G342100;SORBI_3007G171500;SORBI_3001G458800;SORBI_3002G342600;SORBI_3006G058900;SORBI_3004G159000;SORBI_3003G440600;SORBI_3003G034900"
"PWY-3981","&beta;-alanine biosynthesis I",10,0.0206880702702309,0.000273545401098994,0.00688850898405391,0.0327772621791675,1.26051195370458e-07,9.99900009999e-05,0.000561587676848754,"SORBI_3002G318100;SORBI_3002G215700;SORBI_3006G163300;SORBI_3004G250900;SORBI_3004G300800;SORBI_3008G057500;SORBI_3005G064800;SORBI_3003G203500;SORBI_3010G178300;SORBI_3010G113000"
"PWY-5046","2-oxoisovalerate decarboxylation to isobutanoyl-CoA",9,0.00144449378213818,0.123319363960242,0.805752398608845,0.00143305644191818,7.06182703869018e-07,9.99900009999e-05,0.000561587676848754,"SORBI_3005G044600;SORBI_3009G052200;SORBI_3009G054600;SORBI_3003G155300;SORBI_3003G152900;SORBI_3003G148800;SORBI_3008G062200;SORBI_3002G392800;SORBI_3002G046800"
"PWY-5080","very long chain fatty acid biosynthesis I",65,7.53406372179792e-07,1.40101131141783e-06,0.00802084982678634,8.68464628686154e-07,1e-15,9.99900009999e-05,0.000561587676848754,"SORBI_3003G071100;SORBI_3003G071300;SORBI_3003G071400;SORBI_3009G164400;SORBI_3002G096300;SORBI_3002G284200;SORBI_3002G284400;SORBI_3006G016500;SORBI_3010G081900;SORBI_3003G071600;SORBI_3010G124500;SORBI_3010G124600;SORBI_3010G124300;SORBI_3010G124900;SORBI_3010G018600;SORBI_3003G070600;SORBI_3005G063000;SORBI_3004G203900;SORBI_3001G532501;SORBI_3001G307600;SORBI_3001G370000;SORBI_3001G307300;SORBI_3001G510200;SORBI_3001G307400;SORBI_3006G125800;SORBI_3006G125600;SORBI_3002G137300;SORBI_3010G108301;SORBI_3010G108100;SORBI_3010G107200;SORBI_3010G108600;SORBI_3010G181500;SORBI_3010G108200;SORBI_3010G107400;SORBI_3010G108001;SORBI_3010G273200;SORBI_3003G178500;SORBI_3003G178700;SORBI_3009G236100;SORBI_3009G241000;SORBI_3005G193600;SORBI_3005G168700;SORBI_3008G188400;SORBI_3004G249400;SORBI_3004G086800;SORBI_3004G341300;SORBI_3007G127600;SORBI_3007G076100;SORBI_3001G124500;SORBI_3001G247700;SORBI_3001G438100;SORBI_3001G482300;SORBI_3001G264500;SORBI_3001G354700;SORBI_3001G093000;SORBI_3001G495500;SORBI_3001G221900;SORBI_3001G453200;SORBI_3006G166900;SORBI_3006G020500;SORBI_3006G020600;SORBI_3006G211000;SORBI_3002G179700;SORBI_3002G268500;SORBI_3002G268300"
"PWY-5097","L-lysine biosynthesis VI",15,0.000801378701438171,4.27972084213933e-06,0.00191910465422269,0.000928202697883805,1e-15,9.99900009999e-05,0.000561587676848754,"SORBI_3007G171200;SORBI_3001G438600;SORBI_3001G531800;SORBI_3008G038600;SORBI_3008G133600;SORBI_3008G133500;SORBI_3001G401700;SORBI_3001G471100;SORBI_3010G216300;SORBI_3006G186600;SORBI_3001G081900;SORBI_3003G412100;SORBI_3001G011700;SORBI_3002G111800;SORBI_3002G155100"
"PWY-5120","geranylgeranyl diphosphate biosynthesis",6,2.84945744983864e-06,1.2641763219263e-10,8.96007766394241e-09,3.78917401755292e-06,1e-15,9.99900009999e-05,0.000561587676848754,"SORBI_3003G270500;SORBI_3003G111500;SORBI_3009G216800;SORBI_3004G287300;SORBI_3002G353300;SORBI_3009G246400"
"PWY-5121","superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)",6,2.84945744983864e-06,1.26417632192629e-10,8.96007766394241e-09,3.78917401755292e-06,1e-15,9.99900009999e-05,0.000561587676848754,"SORBI_3003G270500;SORBI_3003G111500;SORBI_3009G216800;SORBI_3009G246400;SORBI_3004G287300;SORBI_3002G353300"
"PWY-5123","<i>trans, trans</i>-farnesyl diphosphate biosynthesis",7,1.34044255187837e-05,6.50152942907308e-06,5.41517257195967e-06,1.3406322972434e-05,1e-15,9.99900009999e-05,0.000561587676848754,"SORBI_3009G137700;SORBI_3004G327500;SORBI_3002G330500;SORBI_3003G270500;SORBI_3009G216800;SORBI_3006G248000;SORBI_3002G353300"
"PWY-5147","oleate biosynthesis I (plants)",42,0.0366100516436973,8.96637647630728e-05,0.000401717657636614,0.0685440588651124,1.06209561478998e-06,9.99900009999e-05,0.000561587676848754,"SORBI_3006G272600;SORBI_3006G247200;SORBI_3006G247300;SORBI_3006G079500;SORBI_3008G051300;SORBI_3008G010800;SORBI_3005G054900;SORBI_3005G020300;SORBI_3005G033100;SORBI_3005G156100;SORBI_3009G031400;SORBI_3003G242000;SORBI_3003G303900;SORBI_3003G004900;SORBI_3003G258200;SORBI_3010G045500;SORBI_3010G045400;SORBI_3010G214900;SORBI_3010G180400;SORBI_3010G033300;SORBI_3004G088100;SORBI_3002G111500;SORBI_3002G256900;SORBI_3002G256800;SORBI_3006G171900;SORBI_3006G259300;SORBI_3004G293900;SORBI_3004G294000;SORBI_3004G293800;SORBI_3008G029200;SORBI_3003G337500;SORBI_3010G235300;SORBI_3003G377100;SORBI_3003G404000;SORBI_3004G157550;SORBI_3004G153300;SORBI_3007G071600;SORBI_3001G280700;SORBI_3001G265300;SORBI_3001G334501;SORBI_3006G048700;SORBI_3002G258500"
"PWY-5398","crocetin esters biosynthesis",8,0.00126076866263031,0.0648063923733342,0.057322534008707,0.00125834670124527,2.45142985133562e-07,9.99900009999e-05,0.000561587676848754,"SORBI_3010G178900;SORBI_3010G179500;SORBI_3010G179150;SORBI_3010G179000;SORBI_3003G042900;SORBI_3009G066100;SORBI_3008G011700;SORBI_3001G223400"
"PWY-5486","pyruvate fermentation to ethanol II",15,2.15039187159226e-08,3.89503206157686e-11,0.000406412212532256,3.51644994229471e-08,1e-15,9.99900009999e-05,0.000561587676848754,"SORBI_3002G429000;SORBI_3001G405500;SORBI_3009G169000;SORBI_3003G061300;SORBI_3002G379200;SORBI_3002G379100;SORBI_3001G264000;SORBI_3001G475800;SORBI_3001G097600;SORBI_3001G475900;SORBI_3001G263900;SORBI_3004G226500;SORBI_3004G343200;SORBI_3005G103300;SORBI_3005G103500"
"PWY-5667","CDP-diacylglycerol biosynthesis I",29,0.0127031835717473,0.000163509062546052,0.000928542828102273,0.0170056447307324,1.12660647033636e-07,9.99900009999e-05,0.000561587676848754,"SORBI_3003G142500;SORBI_3003G229700;SORBI_3003G360700;SORBI_3003G114200;SORBI_3009G157000;SORBI_3009G162000;SORBI_3009G202600;SORBI_3005G214400;SORBI_3008G130800;SORBI_3001G099300;SORBI_3001G250200;SORBI_3001G283700;SORBI_3001G026100;SORBI_3001G493300;SORBI_3006G041266;SORBI_3002G325300;SORBI_3003G317500;SORBI_3009G188900;SORBI_3009G015800;SORBI_3005G197100;SORBI_3008G112100;SORBI_3001G206000;SORBI_3006G221500;SORBI_3002G267500;SORBI_3003G073800;SORBI_3003G301900;SORBI_3005G149300;SORBI_3004G025400;SORBI_3002G167100"
"PWY-5669","phosphatidylserine and phosphatidylethanolamine biosynthesis I",3,9.83284928891904e-12,5.29775562209498e-10,0.000197842932440965,9.83279999996778e-12,1e-15,9.99900009999e-05,0.000561587676848754,"SORBI_3003G433750;SORBI_3003G095800;SORBI_3009G225100"
"PWY-5687","pyrimidine ribonucleotides interconversion",33,8.89555214394578e-08,9.3749909478484e-12,8.70244804816859e-06,1.0315799484045e-07,1e-15,9.99900009999e-05,0.000561587676848754,"SORBI_3010G007500;SORBI_3004G318100;SORBI_3007G223100;SORBI_3006G003300;SORBI_3003G439600;SORBI_3006G065800;SORBI_3002G420600;SORBI_3001G356200;SORBI_3001G518200;SORBI_3001G385000;SORBI_3007G137900;SORBI_3008G022100;SORBI_3008G021900;SORBI_3005G085901;SORBI_3005G018300;SORBI_3005G099500;SORBI_3005G086000;SORBI_3005G018200;SORBI_3009G166600;SORBI_3009G211900;SORBI_3005G131500;SORBI_3002G306900;SORBI_3001G295200;SORBI_3004G184500;SORBI_3008G091400;SORBI_3008G123600;SORBI_3009G259200;SORBI_3008G127100;SORBI_3009G239301;SORBI_3009G239500;SORBI_3003G017300;SORBI_3003G241000;SORBI_3003G221200"
