GENE,magma_p,magma_z,n_top_pathways,best_pathway_p,pathway_rank,pathways,gwas_min_p,gwas_rank,magma_rank,hit_gwas,hit_magma,hit_pathway,support_layers,score
SORBI_3002G005600,0.2289,0.89706,2,1.55E-52,1,PWY-5921; GLUTAMINDEG-PWY,0.2289,10009,10009,FALSE,FALSE,TRUE,1,6.242359333
SORBI_3009G226400,6.40E-13,7.768,0,NA,NA,NA,6.40E-13,26,26,TRUE,TRUE,FALSE,2,6.232167687
SORBI_3009G226200,8.52E-13,7.0897,0,NA,NA,NA,8.52E-13,27,27,TRUE,TRUE,FALSE,2,6.199386854
SORBI_3006G065300,0.00025405,3.3107,1,2.56E-27,4,PWY-7489,0.00025405,585,585,FALSE,FALSE,TRUE,1,6.18702592
SORBI_3009G226700,8.98E-13,6.8864,0,NA,NA,NA,8.98E-13,28,28,TRUE,TRUE,FALSE,2,6.16779832
SORBI_3009G227600,9.14E-13,5.2186,0,NA,NA,NA,9.14E-13,29,29,TRUE,TRUE,FALSE,2,6.137318387
SORBI_3005G143500,0.29113,0.19438,2,1.55E-52,1,PWY-5921; GLUTAMINDEG-PWY,0.29113,11992.5,11992.5,FALSE,FALSE,TRUE,1,6.085321257
SORBI_3009G250300,9.93E-07,5.8901,1,6.00E-20,8,PWY-6348,9.93E-07,285,285,FALSE,TRUE,TRUE,2,6.074642408
SORBI_3006G237100,0.2991,0.21272,2,1.55E-52,1,PWY-5921; GLUTAMINDEG-PWY,0.2991,12266.5,12266.5,FALSE,FALSE,TRUE,1,6.065699385
SORBI_3009G226800,1.06E-12,7.3031,0,NA,NA,NA,1.06E-12,32,32,TRUE,TRUE,FALSE,2,6.051814426
SORBI_3009G229500,1.09E-12,6.7836,0,NA,NA,NA,1.09E-12,33,33,TRUE,TRUE,FALSE,2,6.025086503
SORBI_3003G258800,0.32362,0.28651,5,1.55E-52,1,PWY-5921; PWY-6963; GLUGLNSYN-PWY; GLUTAMINDEG-PWY; PWY4LZ-81,0.32362,13069,13069,FALSE,FALSE,TRUE,1,6.010655996
SORBI_3009G229200,1.19E-12,7.5883,0,NA,NA,NA,1.19E-12,34,34,TRUE,TRUE,FALSE,2,5.999156548
SORBI_3009G230300,1.34E-12,7.5613,0,NA,NA,NA,1.34E-12,35,35,TRUE,TRUE,FALSE,2,5.973978294
SORBI_3009G224400,1.35E-12,7.0889,0,NA,NA,NA,1.35E-12,36,36,TRUE,TRUE,FALSE,2,5.949509381
SORBI_3006G066200,0.00015423,3.1057,1,5.18E-24,6,PWY-3462,0.00015423,537,537,FALSE,FALSE,TRUE,1,5.930732319
SORBI_3009G226300,1.39E-12,7.5295,0,NA,NA,NA,1.39E-12,37,37,TRUE,TRUE,FALSE,2,5.925710934
SORBI_3006G057300,1.46E-12,5.5226,0,NA,NA,NA,1.46E-12,38,38,TRUE,TRUE,FALSE,2,5.902547189
SORBI_3009G238650,1.53E-12,6.7959,0,NA,NA,NA,1.53E-12,39.5,39.5,TRUE,TRUE,FALSE,2,5.868920191
SORBI_3009G226100,1.56E-12,7.0349,0,NA,NA,NA,1.56E-12,41,41,TRUE,TRUE,FALSE,2,5.836546669
SORBI_3003G221200,0.41697,-0.055704,5,1.55E-52,1,PWY-5921; PWY-7185; PWY-7176; GLUTAMINDEG-PWY; PWY-5687,0.41697,16186,16186,FALSE,FALSE,TRUE,1,5.82486164
SORBI_3009G225300,1.64E-12,6.1079,0,NA,NA,NA,1.64E-12,42,42,TRUE,TRUE,FALSE,2,5.815615802
SORBI_3009G226000,1.94E-12,7.0572,0,NA,NA,NA,1.94E-12,43,43,TRUE,TRUE,FALSE,2,5.795177471
SORBI_3009G224100,2.00E-08,5.1023,1,1.17E-12,18,PWY-5968,2.00E-08,172,172,TRUE,TRUE,TRUE,3,5.784239761
SORBI_3009G224300,2.05E-12,6.6748,0,NA,NA,NA,2.05E-12,44,44,TRUE,TRUE,FALSE,2,5.775209029
SORBI_3009G221500,2.45E-08,5.8585,3,1.22E-12,19,PWYIO2-7; PWY-7039; TRIGLSYN-PWY,2.45E-08,176,176,TRUE,TRUE,TRUE,3,5.762396078
SORBI_3009G225900,2.24E-12,7.2091,0,NA,NA,NA,2.24E-12,45,45,TRUE,TRUE,FALSE,2,5.755689355
SORBI_3002G379200,2.34E-09,4.7322,2,1.05E-08,35,PWY-5486; PWY-6333,2.34E-09,115,115,TRUE,TRUE,TRUE,3,5.738735893
SORBI_3009G227100,2.36E-12,5.3759,0,NA,NA,NA,2.36E-12,46,46,TRUE,TRUE,FALSE,2,5.736598719
SORBI_3004G028500,0.47882,0.29953,2,1.55E-52,1,PWY-5921; GLUTAMINDEG-PWY,0.47882,18235,18235,FALSE,FALSE,TRUE,1,5.721329176
SORBI_3009G238500,2.63E-12,6.8135,0,NA,NA,NA,2.63E-12,47.5,47.5,TRUE,TRUE,FALSE,2,5.708727163
SORBI_3009G238600,2.63E-12,6.8018,0,NA,NA,NA,2.63E-12,47.5,47.5,TRUE,TRUE,FALSE,2,5.708727163
SORBI_3008G127100,0.51521,0.30203,5,1.55E-52,1,PWY-5921; PWY-7185; PWY-7176; GLUTAMINDEG-PWY; PWY-5687,0.51521,19490,19490,FALSE,FALSE,TRUE,1,5.663517033
SORBI_3009G225200,3.28E-12,6.3758,0,NA,NA,NA,3.28E-12,50.5,50.5,TRUE,TRUE,FALSE,2,5.655531626
SORBI_3002G379100,3.69E-09,4.6715,2,1.05E-08,35,PWY-5486; PWY-6333,3.69E-09,128,128,TRUE,TRUE,TRUE,3,5.645711634
SORBI_3009G225800,3.28E-12,7.1523,0,NA,NA,NA,3.28E-12,52,52,TRUE,TRUE,FALSE,2,5.630107695
SORBI_3004G265900,0.54553,-0.3426,2,1.55E-52,1,PWY-5921; GLUTAMINDEG-PWY,0.54553,20528,20528,FALSE,FALSE,TRUE,1,5.618447434
SORBI_3009G226900,4.79E-12,6.7109,0,NA,NA,NA,4.79E-12,53,53,TRUE,TRUE,FALSE,2,5.613562643
SORBI_3009G227000,5.12E-12,6.355,0,NA,NA,NA,5.12E-12,54,54,TRUE,TRUE,FALSE,2,5.597326863
SORBI_3010G060800,0.56298,-0.43841,5,1.55E-52,1,PWY-5921; PWY-6963; GLUGLNSYN-PWY; GLUTAMINDEG-PWY; PWY4LZ-81,0.56298,21108,21108,FALSE,FALSE,TRUE,1,5.594246541
SORBI_3003G017300,0.564,-0.27196,5,1.55E-52,1,PWY-5921; PWY-7185; PWY-7176; GLUTAMINDEG-PWY; PWY-5687,0.564,21138,21138,FALSE,FALSE,TRUE,1,5.593012925
SORBI_3009G230700,5.55E-12,7.7069,0,NA,NA,NA,5.55E-12,55,55,TRUE,TRUE,FALSE,2,5.581389003
SORBI_3005G003200,0.57212,-0.02389,2,1.55E-52,1,PWY-5921; GLUTAMINDEG-PWY,0.57212,21426.5,21426.5,FALSE,FALSE,TRUE,1,5.581238241
SORBI_3009G225600,6.34E-12,6.3575,0,NA,NA,NA,6.34E-12,56,56,TRUE,TRUE,FALSE,2,5.565738328
SORBI_3009G233200,2.01E-10,6.4584,1,1.00E-04,65.5,SUCSYN-PWY,2.01E-10,89,89,TRUE,TRUE,TRUE,3,5.563338712
SORBI_3009G230500,7.92E-12,7.566,0,NA,NA,NA,7.92E-12,57,57,TRUE,TRUE,FALSE,2,5.550364671
SORBI_3009G224900,1.03E-11,6.1776,0,NA,NA,NA,1.03E-11,58,58,TRUE,TRUE,FALSE,2,5.535258395
SORBI_3002G402700,0.60909,-0.1065,4,1.55E-52,1,PWY-5921; PWY-6549; GLUTAMINDEG-PWY; PWY4LZ-81,0.60909,22785,22785,FALSE,FALSE,TRUE,1,5.527842646
SORBI_3004G147950,1.03E-11,5.3646,0,NA,NA,NA,1.03E-11,59,59,TRUE,TRUE,FALSE,2,5.520410359
SORBI_3009G245000,2.06E-08,5.5445,1,4.43E-10,27,PWY-622,2.06E-08,174,174,TRUE,TRUE,TRUE,3,5.516384448
SORBI_3009G232200,1.08E-11,7.2862,0,NA,NA,NA,1.08E-11,60,60,TRUE,TRUE,FALSE,2,5.505811882
SORBI_3006G057100,1.23E-11,5.3075,0,NA,NA,NA,1.23E-11,61,61,TRUE,TRUE,FALSE,2,5.491454712
SORBI_3009G229800,1.33E-11,5.3946,0,NA,NA,NA,1.33E-11,62,62,TRUE,TRUE,FALSE,2,5.477331003
SORBI_3009G238900,3.09E-08,5.2463,1,4.94E-10,28,PWY-6549,3.09E-08,183,183,TRUE,TRUE,TRUE,3,5.46780788
SORBI_3009G232332,1.87E-11,7.049,0,NA,NA,NA,1.87E-11,63,63,TRUE,TRUE,FALSE,2,5.463433284
SORBI_3009G232400,1.94E-11,6.902,0,NA,NA,NA,1.94E-11,64,64,TRUE,TRUE,FALSE,2,5.449754434
SORBI_3009G238300,2.32E-11,5.828,0,NA,NA,NA,2.32E-11,65,65,TRUE,TRUE,FALSE,2,5.436287669
SORBI_3001G151700,0.69039,-0.26995,2,1.55E-52,1,PWY-5921; GLUTAMINDEG-PWY,0.69039,25523,25523,FALSE,FALSE,TRUE,1,5.429277271
SORBI_3009G231800,2.76E-11,7.0902,0,NA,NA,NA,2.76E-11,66,66,TRUE,TRUE,FALSE,2,5.423026511
SORBI_3009G240600,3.12E-08,5.5928,2,1.60E-09,31,LIPASYN-PWY; PWY-6803,3.12E-08,184,184,TRUE,TRUE,TRUE,3,5.4120121
SORBI_3009G239600,3.19E-11,6.2531,0,NA,NA,NA,3.19E-11,67.5,67.5,TRUE,TRUE,FALSE,2,5.403506837
SORBI_3009G239700,3.19E-11,6.5802,0,NA,NA,NA,3.19E-11,67.5,67.5,TRUE,TRUE,FALSE,2,5.403506837
SORBI_3009G240700,1.86E-07,5.5302,3,2.46E-11,21,PWY-5690; GLYOXYLATE-BYPASS; GLUCONEO-PWY,1.86E-07,235,235,FALSE,TRUE,TRUE,2,5.380844794
SORBI_3009G247200,3.52E-11,6.5131,0,NA,NA,NA,3.52E-11,69.5,69.5,TRUE,TRUE,FALSE,2,5.378144773
SORBI_3009G247300,3.52E-11,6.648,0,NA,NA,NA,3.52E-11,69.5,69.5,TRUE,TRUE,FALSE,2,5.378144773
SORBI_3002G301700,0.73749,-1.0535,2,1.55E-52,1,PWY-5921; GLUTAMINDEG-PWY,0.73749,27094,27094,FALSE,FALSE,TRUE,1,5.377394459
SORBI_3001G125000,0.019769,1.6042,2,1.12E-31,2,PWY-7185; PWY-7204,0.019769,2466.5,2466.5,FALSE,FALSE,TRUE,1,5.373079183
SORBI_3006G068100,0.00041357,3.2923,1,6.00E-20,8,PWY-6348,0.00041357,642,642,FALSE,FALSE,TRUE,1,5.369262072
SORBI_3009G225000,3.82E-11,6.0825,0,NA,NA,NA,3.82E-11,71,71,TRUE,TRUE,FALSE,2,5.359597685
SORBI_3009G224800,4.30E-11,6.0497,0,NA,NA,NA,4.30E-11,72,72,TRUE,TRUE,FALSE,2,5.34744939
SORBI_3001G406800,0.7645,-0.72406,2,1.55E-52,1,PWY-5921; GLUTAMINDEG-PWY,0.7645,28067,28067,FALSE,FALSE,TRUE,1,5.346748722
SORBI_3009G240500,5.32E-08,5.5235,2,1.60E-09,31,LIPASYN-PWY; PWY-6803,5.32E-08,199,199,FALSE,TRUE,TRUE,2,5.343941594
SORBI_3002G301600,0.77003,-1.2134,2,1.55E-52,1,PWY-5921; GLUTAMINDEG-PWY,0.77003,28239,28239,FALSE,FALSE,TRUE,1,5.341442085
SORBI_3009G246800,5.11E-11,6.2887,0,NA,NA,NA,5.11E-11,73,73,TRUE,TRUE,FALSE,2,5.335468662
SORBI_3005G150250,0.78438,-1.0232,5,1.55E-52,1,PWY-5921; PWY-6963; GLUGLNSYN-PWY; GLUTAMINDEG-PWY; PWY4LZ-81,0.78438,28708,28708,FALSE,FALSE,TRUE,1,5.327134837
SORBI_3009G224600,5.78E-11,6.4024,0,NA,NA,NA,5.78E-11,74,74,TRUE,TRUE,FALSE,2,5.323650943
SORBI_3007G104300,0.7905,-1.2683,2,1.55E-52,1,PWY-5921; GLUTAMINDEG-PWY,0.7905,28920,28920,FALSE,FALSE,TRUE,1,5.320744134
SORBI_3001G265500,0.79107,-0.42559,2,1.55E-52,1,PWY-5921; GLUTAMINDEG-PWY,0.79107,28940,28940,FALSE,FALSE,TRUE,1,5.320143658
SORBI_3010G110000,0.80159,-0.45694,2,1.55E-52,1,PWY-5921; GLUTAMINDEG-PWY,0.80159,29259,29259,FALSE,FALSE,TRUE,1,5.310621754
SORBI_3007G171400,0.00053719,3.3703,1,6.00E-20,8,PWY-6348,0.00053719,688,688,FALSE,FALSE,TRUE,1,5.309155252
SORBI_3009G235100,5.82E-11,6.3206,0,NA,NA,NA,5.82E-11,77,77,TRUE,TRUE,FALSE,2,5.289132932
SORBI_3009G235200,5.82E-11,6.5316,0,NA,NA,NA,5.82E-11,77,77,TRUE,TRUE,FALSE,2,5.289132932
SORBI_3009G235300,5.82E-11,6.6083,0,NA,NA,NA,5.82E-11,77,77,TRUE,TRUE,FALSE,2,5.289132932
SORBI_3009G235400,5.82E-11,6.5085,0,NA,NA,NA,5.82E-11,77,77,TRUE,TRUE,FALSE,2,5.289132932
SORBI_3009G235500,5.82E-11,6.5002,0,NA,NA,NA,5.82E-11,77,77,TRUE,TRUE,FALSE,2,5.289132932
SORBI_3006G278500,0.83573,-1.256,2,1.55E-52,1,PWY-5921; GLUTAMINDEG-PWY,0.83573,30381,30381,FALSE,FALSE,TRUE,1,5.277936582
SORBI_3006G057733,6.59E-11,5.021,0,NA,NA,NA,6.59E-11,80,80,TRUE,TRUE,FALSE,2,5.255934408
SORBI_3009G247100,8.35E-11,6.0757,0,NA,NA,NA,8.35E-11,81,81,TRUE,TRUE,FALSE,2,5.245144345
SORBI_3009G233100,1.13E-10,6.037,0,NA,NA,NA,1.13E-10,82,82,TRUE,TRUE,FALSE,2,5.234486678
SORBI_3001G432300,0.90333,-1.0344,2,1.55E-52,1,PWY-5921; GLUTAMINDEG-PWY,0.90333,32378,32378,FALSE,FALSE,TRUE,1,5.222640674
SORBI_3009G244800,1.20E-10,5.939,0,NA,NA,NA,1.20E-10,83.5,83.5,TRUE,TRUE,FALSE,2,5.218741431
SORBI_3009G244900,1.20E-10,6.0872,0,NA,NA,NA,1.20E-10,83.5,83.5,TRUE,TRUE,FALSE,2,5.218741431
SORBI_3002G301500,0.91478,-1.4807,2,1.55E-52,1,PWY-5921; GLUTAMINDEG-PWY,0.91478,32648,32648,FALSE,FALSE,TRUE,1,5.215427548
SORBI_3009G219500,4.46E-09,4.7219,1,1.00E-04,65.5,PWY-6066,4.46E-09,134,134,TRUE,TRUE,TRUE,3,5.207909128
SORBI_3009G232000,1.22E-10,6.94,0,NA,NA,NA,1.22E-10,85,85,TRUE,TRUE,FALSE,2,5.203276531
SORBI_3009G239900,1.15E-07,5.6782,1,6.41E-09,34,VALSYN-PWY,1.15E-07,220,220,FALSE,TRUE,TRUE,2,5.196589151
SORBI_3009G224200,1.27E-10,6.3204,0,NA,NA,NA,1.27E-10,86,86,TRUE,TRUE,FALSE,2,5.19311748
SORBI_3009G225250,1.45E-10,5.9816,0,NA,NA,NA,1.45E-10,87,87,TRUE,TRUE,FALSE,2,5.183075877
SORBI_3009G243500,1.56E-10,6.4086,0,NA,NA,NA,1.56E-10,88,88,TRUE,TRUE,FALSE,2,5.173149038
SORBI_3009G241200,5.88E-09,5.0123,1,1.00E-04,65.5,PWY-3781,5.88E-09,141,141,TRUE,TRUE,TRUE,3,5.1636805
SORBI_3009G244700,3.26E-10,5.8469,0,NA,NA,NA,3.26E-10,90,90,TRUE,TRUE,FALSE,2,5.153629364
SORBI_3009G232500,3.67E-10,6.0851,0,NA,NA,NA,3.67E-10,91,91,TRUE,TRUE,FALSE,2,5.144031598
SORBI_3009G236800,4.49E-10,5.177,0,NA,NA,NA,4.49E-10,92.5,92.5,TRUE,TRUE,FALSE,2,5.129830917
SORBI_3009G236950,4.49E-10,5.1273,0,NA,NA,NA,4.49E-10,92.5,92.5,TRUE,TRUE,FALSE,2,5.129830917
SORBI_3009G234900,5.52E-10,6.0055,0,NA,NA,NA,5.52E-10,94,94,TRUE,TRUE,FALSE,2,5.115858675
SORBI_3009G243600,6.13E-10,6.654,0,NA,NA,NA,6.13E-10,95,95,TRUE,TRUE,FALSE,2,5.106667172
SORBI_3009G246100,6.54E-10,5.9475,0,NA,NA,NA,6.54E-10,96,96,TRUE,TRUE,FALSE,2,5.097571916
SORBI_3009G229100,7.28E-10,6.0674,0,NA,NA,NA,7.28E-10,97,97,TRUE,TRUE,FALSE,2,5.088570914
SORBI_3009G235700,7.46E-10,6.4714,0,NA,NA,NA,7.46E-10,98,98,TRUE,TRUE,FALSE,2,5.079662231
SORBI_3009G255300,7.70E-10,5.6409,0,NA,NA,NA,7.70E-10,99,99,TRUE,TRUE,FALSE,2,5.070843993
SORBI_3009G239250,8.47E-10,6.2131,0,NA,NA,NA,8.47E-10,100,100,TRUE,TRUE,FALSE,2,5.062114382
SORBI_3009G220500,8.90E-10,6.4355,0,NA,NA,NA,8.90E-10,101,101,TRUE,TRUE,FALSE,2,5.053471635
SORBI_3009G241000,1.34E-08,5.5445,1,1.00E-04,65.5,PWY-5080,1.34E-08,161,161,TRUE,TRUE,TRUE,3,5.048466973
SORBI_3009G233300,9.29E-10,5.9945,0,NA,NA,NA,9.29E-10,102,102,TRUE,TRUE,FALSE,2,5.044914039
SORBI_3009G236900,9.45E-10,5.0704,0,NA,NA,NA,9.45E-10,103,103,TRUE,TRUE,FALSE,2,5.036439933
SORBI_3009G224700,9.81E-10,6.106,0,NA,NA,NA,9.81E-10,104,104,TRUE,TRUE,FALSE,2,5.028047704
SORBI_3009G245900,1.31E-09,5.5251,0,NA,NA,NA,1.31E-09,105,105,TRUE,TRUE,FALSE,2,5.019735784
SORBI_3009G242250,1.35E-09,5.5948,0,NA,NA,NA,1.35E-09,106,106,TRUE,TRUE,FALSE,2,5.011502652
SORBI_3009G234000,1.39E-09,6.1001,0,NA,NA,NA,1.39E-09,107,107,TRUE,TRUE,FALSE,2,5.003346827
SORBI_3009G221800,1.66E-09,5.5629,0,NA,NA,NA,1.66E-09,108,108,TRUE,TRUE,FALSE,2,4.995266871
SORBI_3009G233500,1.75E-09,6.1808,0,NA,NA,NA,1.75E-09,109,109,TRUE,TRUE,FALSE,2,4.987261387
SORBI_3009G245800,1.84E-09,5.4519,0,NA,NA,NA,1.84E-09,110,110,TRUE,TRUE,FALSE,2,4.979329012
SORBI_3009G242400,1.86E-09,5.3676,0,NA,NA,NA,1.86E-09,111,111,TRUE,TRUE,FALSE,2,4.971468425
SORBI_3009G206400,0.00013728,3.2407,2,2.68E-14,14,PWY-7252; PWY-7253,0.00013728,531,531,FALSE,FALSE,TRUE,1,4.969158425
SORBI_3009G246700,1.98E-09,5.9492,0,NA,NA,NA,1.98E-09,112,112,TRUE,TRUE,FALSE,2,4.963678337
SORBI_3009G231900,2.01E-09,6.486,0,NA,NA,NA,2.01E-09,113,113,TRUE,TRUE,FALSE,2,4.955957495
SORBI_3009G255600,2.09E-09,5.7908,0,NA,NA,NA,2.09E-09,114,114,TRUE,TRUE,FALSE,2,4.94830468
SORBI_3009G242900,2.35E-09,5.2253,0,NA,NA,NA,2.35E-09,116,116,TRUE,TRUE,FALSE,2,4.933198404
SORBI_3009G220000,8.28E-06,3.7561,1,3.48E-10,26,HOMOSER-THRESYN-PWY,8.28E-06,347,347,FALSE,FALSE,TRUE,1,4.927341499
SORBI_3009G244300,2.49E-09,5.53,0,NA,NA,NA,2.49E-09,117,117,TRUE,TRUE,FALSE,2,4.925742659
SORBI_3009G247500,2.57E-09,5.604,0,NA,NA,NA,2.57E-09,118,118,TRUE,TRUE,FALSE,2,4.918350368
SORBI_3009G237900,2.63E-09,4.9958,0,NA,NA,NA,2.63E-09,119,119,TRUE,TRUE,FALSE,2,4.91102046
SORBI_3009G247601,2.68E-09,5.8645,0,NA,NA,NA,2.68E-09,120,120,TRUE,TRUE,FALSE,2,4.90375189
SORBI_3009G249900,3.95E-08,5.6141,1,1.00E-04,65.5,PWY-6233,3.95E-08,191,191,TRUE,TRUE,TRUE,3,4.900051991
SORBI_3009G238200,2.71E-09,5.0495,0,NA,NA,NA,2.71E-09,121,121,TRUE,TRUE,FALSE,2,4.896543642
SORBI_3009G243000,2.75E-09,5.2485,0,NA,NA,NA,2.75E-09,122,122,TRUE,TRUE,FALSE,2,4.889394721
SORBI_3009G199100,0.00062066,3.3088,2,4.89E-16,10,PWY-2161B-PMN; PWY-2161B,0.00062066,715,715,FALSE,FALSE,TRUE,1,4.884604341
