"pathway_id","pathway_name","n_genes","acat_p","fisher_p","stouffer_p","minp_p","tfisher_p","omni_p","FDR"
"PWY-5968","cinnamate esters biosynthesis",7,1.40017540527563e-07,2.02693709673373e-07,0.00143780625042579,1.4002099159748e-07,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-7185","UTP and CTP dephosphorylation I",72,1.94085489704723e-07,4.09128388611408e-06,0.0613002540399018,2.25071975023087e-07,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-5687","pyrimidine ribonucleotides interconversion",101,2.72257384339326e-07,1.50320092697704e-06,0.0454726871765966,3.15725950652031e-07,1e-15,4.9960036108132e-15,2.54796184151473e-14
"VALSYN-PWY","L-valine biosynthesis",6,6.8915687232601e-07,2.17657939839662e-06,2.37784011009555e-05,6.89159802107735e-07,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-6549","L-glutamine biosynthesis III",45,6.95923494885963e-07,7.25694443851182e-06,0.0905952291690433,1.39184905290217e-06,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-622","starch biosynthesis",35,7.20263112707177e-07,7.25988184123251e-09,0.000152984907939493,7.20299747995899e-07,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-5080","very long chain fatty acid biosynthesis I",87,1.00840547520322e-06,8.16545911719751e-05,0.0191978307009094,1.16240633217069e-06,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-2781","<i>cis</i>-zeatin biosynthesis",10,2.23399847287694e-06,0.00126852229324463,0.171354659560022,2.23399775416114e-06,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWYQT-4449","polyisoprenoid biosynthesis",5,2.37459063159074e-06,1.44292662097703e-10,4.37214153092425e-10,3.15764601170111e-06,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-5121","superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)",6,2.84945744983864e-06,1.26417632192629e-10,8.96007766394241e-09,3.78917401755292e-06,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-5910","superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)",6,2.84945744983864e-06,1.26417632192629e-10,8.96007766394241e-09,3.78917401755292e-06,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-5120","geranylgeranyl diphosphate biosynthesis",6,2.84945744983864e-06,1.2641763219263e-10,8.96007766394241e-09,3.78917401755292e-06,1e-15,4.9960036108132e-15,2.54796184151473e-14
"LIPASYN-PWY","phospholipases",145,2.8519992386842e-06,0.0190272103662548,0.937995361182596,4.52645482622377e-06,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-6803","phosphatidylcholine acyl editing",153,3.00932526320416e-06,0.00249119012704843,0.131933119758283,4.77618966851914e-06,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-5863","superpathway of phylloquinol biosynthesis",8,3.79924145467337e-06,1.67865585971023e-10,1.11907404398705e-08,5.05222883277016e-06,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-5807","heptaprenyl diphosphate biosynthesis",7,4.42056055458699e-06,4.75086603818702e-06,4.02690666138293e-05,4.42070162457586e-06,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-5805","nonaprenyl diphosphate biosynthesis I",9,5.68388129742764e-06,0.0170970054180558,0.109263820786591,5.68375564213609e-06,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-5123","<i>trans, trans</i>-farnesyl diphosphate biosynthesis",8,1.53192948736629e-05,1.11087857300902e-05,2.08749909061568e-05,1.53214972966443e-05,1e-15,4.9960036108132e-15,2.54796184151473e-14
"HOMOSER-THRESYN-PWY","L-threonine biosynthesis",4,1.6546018197652e-05,1.84043091807177e-09,3.9709349797751e-06,3.31043890293489e-05,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-7489","oryzalexin A, B, and C biosynthesis",6,0.000380665116480675,3.76268561031892e-11,2.17350407517561e-11,0.00152333220683489,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-5097","L-lysine biosynthesis VI",22,0.000581957799044382,2.68158802212581e-11,9.4060822716634e-06,0.00136106906316265,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-2161B","glutamate removal from folates",4,0.000848116536428714,2.73932769524807e-09,3.70660163960252e-11,0.0024803296431977,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-6938","NADH repair",1,0.00099619000000006,0.00099619,0.0129369236491555,1e-15,0.474922185357405,4.9960036108132e-15,2.54796184151473e-14
"PWY-2161B-PMN","folate polyglutamylation II",11,0.00228515826681099,2.59988937150325e-10,8.86107544097209e-09,0.00680611236495187,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-7252","luteolinidin 5-<i>O</i>-glucoside biosynthesis",32,0.0029128510828579,1.55142896598868e-08,4.20153720719801e-05,0.00438362530350169,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-7253","apigeninidin 5-<i>O</i>-glucoside biosynthesis",32,0.0029128510828579,1.55142896598868e-08,4.20153720719801e-05,0.00438362530350169,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-6710","poly-hydroxy fatty acids biosynthesis",72,0.00348385591466253,3.07325597067656e-05,0.0104005522769943,0.0207765122660747,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-5098","chlorophyll <i>a</i> degradation I",13,0.00517204526892352,7.24692750092825e-05,0.0125263417014785,0.0204560973565285,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-7683","nitrite reduction (hemoglobin)",2,0.00562010000000002,0.000358900359979962,0.00175295303358411,0.01120861447599,1e-15,4.9960036108132e-15,2.54796184151473e-14
"NONOXIPENT-PWY","pentose phosphate pathway (non-oxidative branch)",35,0.00660210890168551,1.10875368959928e-05,0.0704133217271366,0.0219723624458749,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-6147","6-hydroxymethyl-dihydropterin diphosphate biosynthesis I",9,0.00925815528105376,4.01369205710938e-06,0.000117237419711037,0.0390482793857467,1e-15,4.9960036108132e-15,2.54796184151473e-14
"HEME-BIOSYNTHESIS-II","heme <i>b</i> biosynthesis I (aerobic)",24,0.00932618450387171,6.99909144882262e-11,0.000332452394643714,0.104562207177644,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-5365","linear furanocoumarin biosynthesis",1,0.00934860000000001,0.0093486,0.0089060775462222,1e-15,0.618436524173866,4.9960036108132e-15,2.54796184151473e-14
"PWY-7204","pyridoxal 5'-phosphate salvage II (plants)",29,0.0109374397237873,3.37044917377713e-08,2.37054212778928e-05,0.0489791165539343,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-2541","phytosterol biosynthesis (plants)",117,0.0114507733901228,4.68190454829222e-07,2.49986023325535e-07,0.0746126482390397,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-735","jasmonic acid biosynthesis",39,0.0127855232557555,2.47926200572194e-07,0.0175356769701333,0.0405519069917627,1e-15,4.9960036108132e-15,2.54796184151473e-14
"MANNCAT-PWY","D-mannose degradation",7,0.0135145359565285,1.0356366892583e-05,0.00849611342359738,0.0653223959098134,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-5049","rosmarinic acid biosynthesis II",1,0.019757,0.019757,0.0548436742331423,1e-15,0.6583585627705,4.9960036108132e-15,2.54796184151473e-14
"PWY-3742","tetrahydrofolate biosynthesis II",48,0.0241371105619491,6.21484264849935e-12,8.72837328316864e-08,0.191385173960104,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-6527","stachyose degradation",18,0.0259454951067518,3.92814391518231e-08,1.8503622723108e-06,0.167305121128033,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-6554","1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)",22,0.0393421445522776,4.11294305965873e-07,0.00120926828610556,0.223581748743269,1e-15,4.9960036108132e-15,2.54796184151473e-14
"PWY-6295","olivetol biosynthesis",1,0.052787,0.052787,0.10394294473123,1e-15,0.744815086698297,4.9960036108132e-15,2.54796184151473e-14
"PWY-6291","valencene and 7-epi-&alpha;-selinene biosynthesis",1,0.058762,0.058762,0.0429987224545451,1e-15,0.744874001403902,4.9960036108132e-15,2.54796184151473e-14
"PWY-7468","benzoyl-&beta;-<i>D</i>-glucopyranose biosynthesis",1,0.1069,0.1069,0.31309019007882,1e-15,0.7820889437413,4.9960036108132e-15,2.54796184151473e-14
"PWY18C3-24","methylsalicylate degradation",1,0.11441,0.11441,0.0201675823004913,1e-15,0.782175091708264,4.9960036108132e-15,2.54796184151473e-14
"PWY-7212","baicalein metabolism",1,0.14713,0.14713,0.229716748240069,1e-15,0.785424891205828,4.9960036108132e-15,2.54796184151473e-14
"PWY-7213","wogonin metabolism",1,0.14713,0.14713,0.229716748240069,1e-15,0.785437229632465,4.9960036108132e-15,2.54796184151473e-14
"PWYQT-4433","CA1P biosynthesis",1,0.19732,0.19732,0.446416629817291,1e-15,0.816673747598606,4.9960036108132e-15,2.54796184151473e-14
"P401-PWY","cyanide degradation",1,0.23868,0.23868,0.455681298133485,1e-15,0.819075836455197,4.9960036108132e-15,2.54796184151473e-14
"PWY-6730","methylhalides biosynthesis (plants)",1,0.26388,0.26388,0.272101348882055,1e-15,0.819107905917448,4.9960036108132e-15,2.54796184151473e-14
"PWY-5122","geranyl diphosphate biosynthesis",1,0.3456,0.3456,0.520469913719205,1e-15,0.819096241023582,4.9960036108132e-15,2.54796184151473e-14
"PWY-7861","L-pipecolate biosynthesis",1,0.40489,0.40489,0.411223035344114,1e-15,0.819047399677575,4.9960036108132e-15,2.54796184151473e-14
"PWY-5810","usnate biosynthesis",1,0.42386,0.42386,0.283112487384804,1e-15,0.819168622196695,4.9960036108132e-15,2.54796184151473e-14
"PWY-5107","phytol salvage pathway",1,0.43348,0.43348,0.599108408178922,1e-15,0.819116351036749,4.9960036108132e-15,2.54796184151473e-14
"PWY-5995","linoleate biosynthesis I (plants)",1,0.48621,0.48621,0.477202498051804,1e-15,0.819064190825234,4.9960036108132e-15,2.54796184151473e-14
"PWY-4341","L-glutamate biosynthesis V",1,0.60909,0.60909,0.542407172295153,1e-15,0.819040599571296,4.9960036108132e-15,2.54796184151473e-14
"PWY-6599","guanine and guanosine salvage II",1,0.76468,0.76468,0.646117705593161,1e-15,0.819146829785329,4.9960036108132e-15,2.54796184151473e-14
"PWY-7170","phytochromobilin biosynthesis",1,0.78863,0.78863,0.748848325376431,1e-15,0.819082692450326,4.9960036108132e-15,2.54796184151473e-14
"PWY-6502","oxidized GTP and dGTP detoxification",1,0.81807,0.81807,0.894551002221513,1e-15,0.819082232784513,4.9960036108132e-15,2.54796184151473e-14
"PWY-7280","ternatin C3 biosynthesis",1,0.82286,0.82286,0.890051114579422,1e-15,0.819107280818207,4.9960036108132e-15,2.54796184151473e-14
"ILEUSYN-PWY","L-isoleucine biosynthesis I (from threonine)",1,0.88247,0.88247,0.94046629910467,1e-15,0.819063786026922,4.9960036108132e-15,2.54796184151473e-14
"PWY-5116","sakuranetin biosynthesis",1,0.9024,0.9024,0.897297151518132,1e-15,0.819089898067576,4.9960036108132e-15,2.54796184151473e-14
"PWY-6890","4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis",1,0.90696,0.90696,0.941489388012825,1e-15,0.819117720482224,4.9960036108132e-15,2.54796184151473e-14
"PWY-862","fructan degradation",1,0.92413,0.92413,0.977239067698664,1e-15,0.819069641205827,4.9960036108132e-15,2.54796184151473e-14
"PWY-7214","baicalein degradation (hydrogen peroxide detoxification)",1,0.97742,0.97742,0.993425351814791,1e-15,0.819073362312572,4.9960036108132e-15,2.54796184151473e-14
"CALVIN-PWY","Calvin-Benson-Bassham cycle",73,0.0136216486435715,0.000131507392573133,0.17368610248232,0.0452817846207004,1.62092561595273e-14,8.09907696464052e-14,4.08513882062637e-13
"PWY-6","GDP-L-fucose biosynthesis II (from L-fucose)",12,0.0363593565655747,2.72297139175002e-05,0.0112225320209889,0.222240425050327,1.85407245112401e-14,9.26481114049693e-14,4.62233512335662e-13
"PWY-5137","fatty acid &beta;-oxidation III (unsaturated, odd number)",11,0.00892998518053762,4.86838971955489e-05,0.0037993455579459,0.0201239291927298,4.11892742135933e-14,2.0611290452166e-13,1.01726691586497e-12
"PWY-5980","xylogalacturonan biosynthesis",45,0.000446205792367357,0.00583398711390334,0.34699538063691,0.000703108200242645,7.105427357601e-14,3.55215856728819e-13,1.73451147062264e-12
"PWY-5864","superpathway of plastoquinol biosynthesis",16,1.01039569716503e-05,0.000171699452416987,0.00334065753141928,1.01044321405241e-05,8.26005930321116e-14,4.13169498614252e-13,1.99626105119939e-12
"PWY-3101","flavonol biosynthesis",54,0.0510945835160255,2.55531045442748e-07,0.00137298313008793,0.475526869090592,9.80326930744013e-14,4.90218976523238e-13,2.34385948150173e-12
"PWY-5398","crocetin esters biosynthesis",27,0.001418763959896,0.0169073293119958,0.00210756784214444,0.00424057766006508,2.22821761042269e-13,1.11433084981627e-12,5.27296762954297e-12
"PWY-6348","phosphate acquisition",45,4.45063301585825e-05,0.0418973023104609,0.80579206595654,4.46921234714542e-05,2.32924790566358e-13,1.16484599743671e-12,5.45575829411686e-12
"GLYOXYLATE-BYPASS","glyoxylate cycle",25,4.65839811798383e-06,0.000276315372850696,0.0659212990403635,4.65848958323621e-06,4.93050045236032e-13,2.46536124848262e-12,1.14303112429649e-11
"PWY-3385","choline biosynthesis I",26,0.000285486519423094,0.00013410962196298,0.0319587962329428,0.000394241256613075,5.02042851735496e-13,2.51021425867748e-12,1.15218834473296e-11
"PWY-6837","fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)",12,0.0097378625444493,8.10527628898973e-05,0.00805789281681329,0.0219331723698683,8.81517081552374e-13,4.40758540776187e-12,2.0030511902601e-11
"PWY-6927","chlorophyll <i>a</i> degradation II",18,0.00724579693511282,0.00190186217336223,0.213544665132036,0.0282119335553396,2.34323671577386e-12,1.17161835788693e-11,5.27228261049117e-11
"PWY-5723","Rubisco shunt",66,0.0122986722832399,0.000387821695665633,0.147570631123567,0.0410300836980782,9.17765863306386e-12,4.58884041876217e-11,2.04492985651635e-10
"GALACTMETAB-PWY","UDP-galactose biosynthesis (salvage pathway from galactose using UDP-glucose)",13,0.0267567059876454,4.74715416063486e-06,8.36395287953705e-05,0.123860732203799,1.03090869174594e-11,5.15454345872968e-11,2.27493793034319e-10
"PWY-6605","adenine and adenosine salvage II",24,0.0944159502863882,5.48410812611788e-05,2.94686534837266e-11,0.697170931203691,7.46135569644757e-05,1.47343026668523e-10,6.44099516579542e-10
"PWY-5046","2-oxoisovalerate decarboxylation to isobutanoyl-CoA",15,0.00119951886076562,0.0160995316165012,0.491916132954896,0.00238728630435156,6.17291773252759e-11,3.08646053159833e-10,1.33649564528645e-09
"PWY-5690","TCA cycle II (plants and fungi)",40,7.45306288686603e-06,0.000113422340000789,0.0151080762149847,7.45357291643937e-06,1.16425535878761e-10,5.82109027646993e-10,2.49708452046701e-09
"PWY-7039","phosphatidate metabolism, as a signaling molecule",71,1.74126760152197e-06,0.00374631713135561,0.642256750804958,1.74127350533391e-06,1.20803145264858e-10,6.03931848974781e-10,2.56671035814282e-09
"PWY-4203","volatile benzenoid biosynthesis I (ester formation)",55,0.00943134747094443,0.00116278290719265,0.257788324592006,0.0376621020760129,2.71649036598376e-10,1.35824501645843e-09,5.71958222526988e-09
"PWY-5686","UMP biosynthesis I",24,0.030842573628896,7.08881598900261e-05,0.0093412033645105,0.0969273193004402,3.58433505098787e-10,1.79215858819859e-09,7.47818901802866e-09
"PWY-7477","momilactone A biosynthesis",12,0.0260300566197408,0.000103574545891994,0.00192035124110183,0.0941755113233025,4.31302882297757e-10,2.15650491908193e-09,8.91743925998742e-09
"PWY-6540","costunolide biosynthesis",8,0.00288711858977651,0.000577954538141475,0.00594770634762465,0.00303651838333303,7.68357155678245e-10,3.84177817336351e-09,1.57444301926237e-08
"PWY-2981","diterpene phytoalexins precursors biosynthesis",20,0.032070463062623,2.31151921957027e-05,0.000211348388390774,0.151978696416007,7.90096543745733e-10,3.95033300515379e-09,1.60460429147397e-08
"PWY4FS-6","phosphatidylethanolamine biosynthesis II",9,0.000359274911051234,0.0303199263112653,0.201209638148219,0.000358826761892303,2.41252695598604e-09,1.20624717991902e-08,4.85673206651605e-08
"PWY-7224","purine deoxyribonucleosides salvage",20,0.0175986871718545,3.75901604098186e-05,0.000162326336287253,0.0722010568324413,6.22326679078355e-09,3.11099773719903e-08,1.24169387945596e-07
"PWY66-423","fructose 2,6-bisphosphate biosynthesis",9,0.0559301169320701,7.96269741419705e-05,0.00842953994109122,0.337165213913574,7.4424999496614e-09,3.7208983671988e-08,1.47232099184849e-07
"PWY-3462","L-phenylalanine biosynthesis II",6,0.00092618157933238,0.0208189816495492,0.264453948990479,0.000925023269971063,1.18452589958906e-08,5.92247436648208e-08,2.32343225146605e-07
"PWY-6360","flavonol glucosylation I",65,0.0667121684245438,2.08159900891158e-08,6.3494739966634e-06,0.334343798086689,1.63123721863556e-07,9.20338817933519e-08,3.57996201213123e-07
"PWY-882","L-ascorbate biosynthesis I (L-galactose pathway)",65,0.0782652119640646,2.14866694928317e-08,1.16132626259421e-05,0.465959495685915,2.48337393495834e-05,1.0714238302123e-07,4.13263477367603e-07
"PWY-6121","5-aminoimidazole ribonucleotide biosynthesis I",20,0.0388720855690501,5.61324559973288e-05,0.0029652906366874,0.077630183033569,2.52175437198687e-08,1.26029906566405e-07,4.82064392616499e-07
"PWY-7343","UDP-&alpha;-D-glucose biosynthesis I",13,0.0318795710928813,0.000194874409667554,0.00641143251278059,0.123860732203799,3.32993017604366e-08,1.66466983420044e-07,6.31473928841323e-07
"GLUCONEO-PWY","gluconeogenesis I",83,1.54653402009966e-05,0.122381154067429,0.835419130141167,1.54661018396017e-05,3.59702427843445e-08,1.79018475710002e-07,6.73520330745008e-07
"PWY-7184","pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I",62,0.0218151662448176,0.000326383557417864,0.0304305328397436,0.0508079038557709,3.65919310407747e-08,1.82938489134976e-07,6.82672898479301e-07
"PWY0-166","superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (<i>E. coli</i>)",43,0.0259238935970132,0.000214691899087527,0.0104670972887378,0.148811342116286,5.44549980663334e-08,2.72203869444709e-07,1.00759335544453e-06
"PWY-4361","<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I",19,0.00950427958861047,0.00262021927939397,0.200947669978401,0.0277689143537538,7.41661193570664e-08,3.70816102213123e-07,1.36163672732659e-06
"PWY-3821","D-galactose detoxification",9,0.0318386341555423,0.000183145005116774,0.00242030742726974,0.125964262828893,1.08970214296455e-07,5.44500278920612e-07,1.98353673035366e-06
"PWY-7226","guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I",7,0.0124652413917937,0.00108897982448675,0.00481325206454099,0.0258880845443341,1.11343091968585e-07,5.56638312554369e-07,1.99607019892543e-06
"PWY-7227","adenosine deoxyribonucleotides <i>de novo</i> biosynthesis",7,0.0124652413917937,0.00108897982448675,0.00481325206454099,0.0258880845443341,1.11343091968585e-07,5.56638312554369e-07,1.99607019892543e-06
"PWY-5659","GDP-mannose biosynthesis",44,0.0607320384073876,1.23085616228435e-07,0.000293730656898922,0.34598352668249,1.56263877859608e-06,5.70269021393788e-07,2.02425513227731e-06
"PWY-5048","rosmarinic acid biosynthesis I",32,0.0148563916933702,0.000215589328677189,0.0252238207261799,0.0333964248459242,1.14726505739959e-07,5.7331844705022e-07,2.02425513227731e-06
"PWY-3881","mannitol biosynthesis",18,0.0333083845051948,0.000326959462919992,0.0200698171277595,0.159458794570643,1.21621627657831e-07,6.07875707936412e-07,2.12221901737202e-06
"PWY-6219","indole-3-acetate inactivation VIII",38,0.083014901819221,1.70744578516618e-05,1.24001779637081e-07,0.543402623681233,1.43758725746901e-05,6.10311351401105e-07,2.12221901737202e-06
"SAM-PWY","S-adenosyl-L-methionine biosynthesis",4,0.0250103024235733,0.00135229686872781,0.00324863115444013,0.0532234850894394,1.47714620757355e-07,7.38452482385021e-07,2.53299493492005e-06
"PWY-7528","L-methionine salvage cycle I (bacteria and plants)",4,0.0250103024235733,0.00135229686872781,0.00324863115444013,0.0532234850894394,1.47920191984063e-07,7.39480002787118e-07,2.53299493492005e-06
"PWY4FS-4","phosphatidylcholine biosynthesis IV",21,0.000318176063681138,0.00332706983487652,0.105332838752252,0.000318437703052355,1.86283145908739e-07,9.30273211019461e-07,3.16292891746617e-06
"PWY-5138","unsaturated, even numbered fatty acid &beta;-oxidation",37,0.0263839392093845,0.00339960895618854,0.125668818720721,0.0660944292194679,2.40494511860589e-07,1.20237007794621e-06,4.05799901306847e-06
"PWY4FS-3","phosphatidylcholine biosynthesis III",22,0.000333336090793269,0.00495533059125922,0.125720634279725,0.000333598873626151,2.61289204939175e-07,1.30433066408697e-06,4.36998375778044e-06
"TYRFUMCAT-PWY","L-tyrosine degradation I",15,0.0454451670356392,2.68080525816316e-05,0.000409738212505217,0.136986657093853,3.4141121296738e-07,1.68418743085041e-06,5.60175384608942e-06
"PWY-5147","oleate biosynthesis I (plants)",72,0.0477093188301004,2.21125991355096e-06,3.0610721866424e-06,0.114608393039288,6.15273653581383e-07,2.07966272702809e-06,6.8673754798985e-06
"PWY-2582","brassinosteroid biosynthesis II",21,0.0210600723832551,0.0170895167963449,0.510666613032324,0.0788242116973124,6.21044452087105e-07,3.10499434247324e-06,1.01799457371087e-05
"PWY-6596","adenosine nucleotides degradation I",54,0.130818676757106,0.000204555895041523,7.17450250966567e-07,0.6597991578728,0.000917113631932365,3.57191495498066e-06,1.162772315132e-05
"PWY4FS-2","phosphatidylcholine biosynthesis II",27,0.000409228549025959,0.015943306480908,0.242189762200387,0.000409401277550178,1.02140055280309e-06,5.0813007327899e-06,1.64247678616237e-05
"PROUT-PWY","L-proline degradation",8,0.0304865742844867,0.00158681142098515,0.000342108923671898,0.0437155300740766,1.86806028001918e-06,9.2777581218173e-06,2.97796571882108e-05
"PWY-66","GDP-L-fucose biosynthesis I (from GDP-D-mannose)",7,0.0123278040013026,0.00613617495133576,0.227507395242743,0.0239995212776793,2.94876895068352e-06,1.4731280693181e-05,4.69559572095143e-05
"PWY-4841","UDP-&alpha;-D-glucuronate biosynthesis (from <i>myo</i>-inositol)",6,0.0380115335070664,0.00996528132315519,0.245225981599787,0.0858457974229765,3.56286580827092e-06,1.78053778656095e-05,5.63632306228605e-05
"PWY-5667","CDP-diacylglycerol biosynthesis I",43,0.0183719347099697,0.000704453233501814,0.00580746395708845,0.0251114569787284,4.2186937302402e-06,2.09445119825902e-05,6.58461027397869e-05
