"block","pathway_size","rho","n_broken","method","lambda","lambda_se","type1_05","type1_05_se","n_combos"
"B_profile",5,0.3,2,"stouffer",1.12965631658479,0.108369196070154,0.1536,0.0153501357214412,10
"B_profile",5,0.3,2,"omnibus_analytic",0.704048586299948,0.00212209344808103,0.1246,0.00460965171015001,10
"B_profile",5,0.3,2,"omnibus_mvn",0.823408009133942,0.00285587006343338,0.0508,0.000442216638714053,10
"B_profile",5,0.3,3,"acat",1.26458520973334,0.108543712488711,0.1084,0.0137171425595858,10
"B_profile",5,0.3,3,"fisher",0.993004567218073,0.0867993933684547,0.1512,0.0150235370890702,10
"B_profile",5,0.3,3,"tfisher",0.293163788403722,0.0275706519048226,0.0408,0.00130639452948436,10
"B_profile",5,0.3,3,"minp",0.755543185619629,0.0673150298488305,0.0792,0.0101245576035038,10
"B_profile",5,0.3,3,"stouffer",1.26238093368854,0.108369196070154,0.1724,0.0153501357214412,10
"B_profile",5,0.3,3,"omnibus_analytic",0.810559197673425,0.00204885624076841,0.1406,0.00473333333333333,10
"B_profile",5,0.3,3,"omnibus_mvn",0.820151710708769,0.00228416731950131,0.0508,0.000533333333333333,10
"B_profile",5,0.3,4,"acat",1.39752356492569,0.132938355192352,0.1252,0.0168,5
"B_profile",5,0.3,4,"fisher",1.09931167908599,0.106307111867916,0.1696,0.0184,5
"B_profile",5,0.3,4,"tfisher",0.326930802925077,0.0337670145213543,0.0424,0.0016,5
"B_profile",5,0.3,4,"minp",0.837986923194556,0.0824437375749269,0.0916,0.0124,5
"B_profile",5,0.3,4,"stouffer",1.39510555079229,0.132724617103751,0.1912,0.0188,5
"B_profile",5,0.3,4,"omnibus_analytic",0.931857184574144,0.0026889904040812,0.1576,0.00597996655509042,5
"B_profile",5,0.3,4,"omnibus_mvn",0.820951326181436,0.00268899823036881,0.0512,0.000799999999999999,5
"B_profile",5,0.7,1,"acat",1.09497768192518,0.144448967685081,0.0804,0.0164,5
"B_profile",5,0.7,1,"fisher",0.440766568957677,0.0629891565448349,0.1584,0.0164,5
"B_profile",5,0.7,1,"tfisher",0.225629628429738,0.0337669961248525,0.0544,4e-04,5
"B_profile",5,0.7,1,"minp",0.203479837869998,0.030640376053828,0.0432,0.0072,5
"B_profile",5,0.7,1,"stouffer",1.06111046645095,0.140414623751197,0.2304,0.0124,5
"B_profile",5,0.7,1,"omnibus_analytic",0.427735018091963,0.00313975971135113,0.1584,0.0137898513407506,5
"B_profile",5,0.7,1,"omnibus_mvn",0.849664281061583,0.00494692719487753,0.058,0,5
"B_profile",5,0.7,2,"acat",1.23942664961026,0.117942088233409,0.0968,0.0133905439272147,10
"B_profile",5,0.7,2,"fisher",0.503755725502512,0.051430430954379,0.1748,0.0133905439272147,10
"B_profile",5,0.7,2,"tfisher",0.25939662455459,0.0275706368841418,0.0548,0.000326598632371091,10
"B_profile",5,0.7,2,"minp",0.234120213923826,0.0250177622862903,0.0504,0.00587877538267963,10
"B_profile",5,0.7,2,"stouffer",1.20152509020215,0.114648060205105,0.2428,0.0101245576035038,10
"B_profile",5,0.7,2,"omnibus_analytic",0.493342976870433,0.00297123253789233,0.1788,0.0107380941822405,10
"B_profile",5,0.7,2,"omnibus_mvn",0.846349577515515,0.00325340566175036,0.0582,0.000199999999999999,10
"B_profile",5,0.7,3,"acat",1.38387561729534,0.117942088233409,0.1132,0.0133905439272147,10
"B_profile",5,0.7,3,"fisher",0.566744882047347,0.051430430954379,0.1912,0.0133905439272147,10
"B_profile",5,0.7,3,"tfisher",0.293163620679443,0.0275706368841418,0.0552,0.000326598632371091,10
"B_profile",5,0.7,3,"minp",0.264760589977654,0.0250177622862903,0.0576,0.00587877538267963,10
"B_profile",5,0.7,3,"stouffer",1.34193971395334,0.114648060205105,0.2552,0.0101245576035038,10
"B_profile",5,0.7,3,"omnibus_analytic",0.569670164714103,0.00340787768495506,0.1978,0.0095426527874707,10
"B_profile",5,0.7,3,"omnibus_mvn",0.841391486273753,0.00305870751920979,0.0586,0.000305505046330389,10
"B_profile",5,0.7,4,"acat",1.52832458498042,0.144448967685081,0.1296,0.0164,5
"B_profile",5,0.7,4,"fisher",0.629734038592182,0.0629891565448349,0.2076,0.0164,5
"B_profile",5,0.7,4,"tfisher",0.326930616804295,0.0337669961248525,0.0556,4e-04,5
"B_profile",5,0.7,4,"minp",0.295400966031482,0.030640376053828,0.0648,0.0072,5
"B_profile",5,0.7,4,"stouffer",1.48235433770454,0.140414623751197,0.2676,0.0124,5
"B_profile",5,0.7,4,"omnibus_analytic",0.657168841267311,0.00473952846618281,0.212,0.00950789145920377,5
"B_profile",5,0.7,4,"omnibus_mvn",0.836438995092905,0.00307301701346939,0.0588,0.000489897948556634,5
"B_profile",25,0,1,"acat",1.29206625180009,0.167638404897719,0.094,0.016,5
"B_profile",25,0,1,"fisher",1.25766418866382,0.163623612879526,0.078,0.018,5
"B_profile",25,0,1,"tfisher",0.319025987822712,0.0466798233008214,0.1124,0.0064,5
"B_profile",25,0,1,"minp",1.33713672948705,0.172876664126668,0.0916,0.0156,5
"B_profile",25,0,1,"stouffer",1.14571129706044,0.150464803309043,0.0772,0.0132,5
"B_profile",25,0,1,"omnibus_analytic",0.856698017285763,0.00547673279661374,0.12,0.00228035085019828,5
"B_profile",25,0,1,"omnibus_mvn",1.32267872010558,0.00587132438663412,0.0676,0.00222710574513201,5
"B_profile",25,0,2,"acat",1.45970465669781,0.136876184431166,0.11,0.0130639452948436,10
"B_profile",25,0,2,"fisher",1.42128780154334,0.133598120475175,0.096,0.0146969384566991,10
"B_profile",25,0,2,"tfisher",0.365705811123534,0.0381139161234311,0.1188,0.00522557811793745,10
"B_profile",25,0,2,"minp",1.51001339361372,0.141153205181616,0.1072,0.0127373466624725,10
"B_profile",25,0,2,"stouffer",1.29617610036948,0.122853997451796,0.0904,0.010777754868246,10
"B_profile",25,0,2,"omnibus_analytic",1.00825658937223,0.00482935385684627,0.1366,0.0025130769099961,10
"B_profile",25,0,2,"omnibus_mvn",1.31364012627666,0.00781645256134119,0.0698,0.00209655802580218,10
"B_profile",25,0,3,"acat",1.62734306159553,0.136876184431166,0.126,0.0130639452948436,10
"B_profile",25,0,3,"fisher",1.58491141442287,0.133598120475175,0.114,0.0146969384566991,10
"B_profile",25,0,3,"tfisher",0.412385634424355,0.0381139161234311,0.1252,0.00522557811793745,10
"B_profile",25,0,3,"minp",1.68289005774038,0.141153205181616,0.1228,0.0127373466624725,10
"B_profile",25,0,3,"stouffer",1.44664090367853,0.122853997451796,0.1036,0.010777754868246,10
"B_profile",25,0,3,"omnibus_analytic",1.19383455181609,0.00963793684839756,0.152,0.00240370085030933,10
"B_profile",25,0,3,"omnibus_mvn",1.32167893927075,0.00777817918335759,0.0676,0.00210396451174127,10
"B_profile",25,0,4,"acat",1.79498146649325,0.167638404897719,0.142,0.016,5
"B_profile",25,0,4,"fisher",1.74853502730239,0.163623612879526,0.132,0.018,5
"B_profile",25,0,4,"tfisher",0.459065457725177,0.0466798233008214,0.1316,0.0064,5
"B_profile",25,0,4,"minp",1.85576672186705,0.172876664126668,0.1384,0.0156,5
"B_profile",25,0,4,"stouffer",1.59710570698757,0.150464803309043,0.1168,0.0132,5
"B_profile",25,0,4,"omnibus_analytic",1.40529236795633,0.0149428423723675,0.1648,0.00162480768092719,5
"B_profile",25,0,4,"omnibus_mvn",1.33559102645541,0.0109812280835926,0.068,0.00275680975041804,5
"B_profile",25,0.3,1,"acat",0.958968351030066,0.128147652508931,0.104,0.024,5
"B_profile",25,0.3,1,"fisher",0.414036596716294,0.0594492396263569,0.2152,0.0112,5
"B_profile",25,0.3,1,"tfisher",0.154847290724886,0.0236770685195145,0.1372,0.0072,5
"B_profile",25,0.3,1,"minp",0.48958382121963,0.0693931535660854,0.0704,0.0144,5
"B_profile",25,0.3,1,"stouffer",0.798792766975261,0.108580803935979,0.258,0.012,5
"B_profile",25,0.3,1,"omnibus_analytic",0.345846981121986,0.00254925432764432,0.226,0.006,5
"B_profile",25,0.3,1,"omnibus_mvn",0.934582218818772,0.0026525706124811,0.0516,0.0016,5
"B_profile",25,0.3,2,"acat",1.087116003539,0.104632120127457,0.128,0.0195959179422654,10
"B_profile",25,0.3,2,"fisher",0.47348583634265,0.0485401008936735,0.2264,0.00914476170639054,10
"B_profile",25,0.3,2,"tfisher",0.1785243592444,0.0193322454925751,0.1444,0.00587877538267963,10
"B_profile",25,0.3,2,"minp",0.558976974785716,0.0566592726265014,0.0848,0.0117575507653593,10
"B_profile",25,0.3,2,"stouffer",0.907373570911241,0.0886558551681109,0.27,0.00979795897113271,10
"B_profile",25,0.3,2,"omnibus_analytic",0.406075270951307,0.00373153545747869,0.2414,0.00595576284879705,10
"B_profile",25,0.3,2,"omnibus_mvn",0.933253011897806,0.00198552136293548,0.0528,0.000904310664416702,10
"B_profile",25,0.3,3,"acat",1.21526365604793,0.104632120127457,0.152,0.0195959179422654,10
"B_profile",25,0.3,3,"fisher",0.532935075969007,0.0485401008936735,0.2376,0.00914476170639054,10
"B_profile",25,0.3,3,"tfisher",0.202201427763915,0.0193322454925751,0.1516,0.00587877538267963,10
"B_profile",25,0.3,3,"minp",0.628370128351801,0.0566592726265014,0.0992,0.0117575507653593,10
"B_profile",25,0.3,3,"stouffer",1.01595437484722,0.0886558551681109,0.282,0.00979795897113271,10
"B_profile",25,0.3,3,"omnibus_analytic",0.481591537816288,0.0065153175537424,0.2532,0.00582866479850517,10
"B_profile",25,0.3,3,"omnibus_mvn",0.935053422454061,0.00281286249905195,0.0522,0.000963788819653397,10
"B_profile",25,0.3,4,"acat",1.34341130855686,0.128147652508931,0.176,0.024,5
"B_profile",25,0.3,4,"fisher",0.592384315595364,0.0594492396263569,0.2488,0.0112,5
"B_profile",25,0.3,4,"tfisher",0.225878496283429,0.0236770685195145,0.1588,0.0072,5
"B_profile",25,0.3,4,"minp",0.697763281917886,0.0693931535660854,0.1136,0.0144,5
"B_profile",25,0.3,4,"stouffer",1.1245351787832,0.108580803935979,0.294,0.012,5
"B_profile",25,0.3,4,"omnibus_analytic",0.575291300227284,0.0069480321978663,0.266,0.00704272674466361,5
"B_profile",25,0.3,4,"omnibus_mvn",0.939941443736649,0.00355763147113592,0.0504,0.00146969384566991,5
"B_profile",25,0.7,1,"acat",1.15453841783408,0.151507769823093,0.0648,0.0208,5
"B_profile",25,0.7,1,"fisher",0.263314403138204,0.0390251926313116,0.2564,0.0084,5
"B_profile",25,0.7,1,"tfisher",0.0542393909645043,0.00867877653148989,0.11,0.002,5
"B_profile",25,0.7,1,"minp",0.0474350033254807,0.00762418038465296,0.0184,0.0064,5
"B_profile",25,0.7,1,"stouffer",1.33986384451857,0.173185810848991,0.34,0.01,5
"B_profile",25,0.7,1,"omnibus_analytic",0.0730356341732296,0.00364161345151799,0.2872,0.0113066352200821,5
"B_profile",25,0.7,1,"omnibus_mvn",0.942636148447557,0.00592790692880193,0.0356,0.00203960780543711,5
"B_profile",25,0.7,2,"acat",1.30604618765718,0.12370557604454,0.0856,0.0169831288832967,10
"B_profile",25,0.7,2,"fisher",0.302339595769516,0.0318639363535118,0.2648,0.0068585712797929,10
"B_profile",25,0.7,2,"tfisher",0.0629181674959942,0.00708619136459728,0.112,0.00163299316185545,10
"B_profile",25,0.7,2,"minp",0.0550591837101337,0.00622511721644537,0.0248,0.00522557811793745,10
"B_profile",25,0.7,2,"stouffer",1.51304965536756,0.141405622423397,0.35,0.00816496580927726,10
"B_profile",25,0.7,2,"omnibus_analytic",0.0877323843753863,0.00280772485275632,0.3008,0.00883025103455918,10
"B_profile",25,0.7,2,"omnibus_mvn",0.946198038964392,0.00388330827480906,0.036,0.00160554594383897,10
"B_profile",25,0.7,3,"acat",1.45755395748027,0.12370557604454,0.1064,0.0169831288832967,10
"B_profile",25,0.7,3,"fisher",0.341364788400827,0.0318639363535118,0.2732,0.0068585712797929,10
"B_profile",25,0.7,3,"tfisher",0.071596944027484,0.00708619136459728,0.114,0.00163299316185545,10
"B_profile",25,0.7,3,"minp",0.0626833640947867,0.00622511721644537,0.0312,0.00522557811793745,10
"B_profile",25,0.7,3,"stouffer",1.68623546621656,0.141405622423397,0.36,0.00816496580927726,10
"B_profile",25,0.7,3,"omnibus_analytic",0.105482980466175,0.00289734922942799,0.3152,0.00858008028970463,10
"B_profile",25,0.7,3,"omnibus_mvn",0.948892888997363,0.00371208144259431,0.0356,0.0016,10
"B_profile",25,0.7,4,"acat",1.60906172730336,0.151507769823093,0.1272,0.0208,5
"B_profile",25,0.7,4,"fisher",0.380389981032139,0.0390251926313116,0.2816,0.0084,5
"B_profile",25,0.7,4,"tfisher",0.0802757205589739,0.00867877653148989,0.116,0.002,5
"B_profile",25,0.7,4,"minp",0.0703075444794396,0.00762418038465296,0.0376,0.0064,5
"B_profile",25,0.7,4,"stouffer",1.85942127706555,0.173185810848991,0.37,0.01,5
"B_profile",25,0.7,4,"omnibus_analytic",0.127624814291344,0.00386420042218608,0.3292,0.00932952303175249,5
"B_profile",25,0.7,4,"omnibus_mvn",0.950672245743778,0.00435718164469534,0.0348,0.00195959179422654,5
"B_profile",50,0,1,"acat",1.14001936841098,0.149791685404995,0.0648,0.0128,5
"B_profile",50,0,1,"fisher",1.27450784487557,0.165591457509867,0.0612,0.0172,5
"B_profile",50,0,1,"tfisher",0.38157156601534,0.055123496967955,0.0948,0.0108,5
"B_profile",50,0,1,"minp",1.21953903625817,0.159160072373395,0.0628,0.0128,5
"B_profile",50,0,1,"stouffer",1.22024416024059,0.159242039441538,0.06,0.016,5
"B_profile",50,0,1,"omnibus_analytic",0.95774420511513,0.0180082596542464,0.0868,0.00272763633939717,5
"B_profile",50,0,1,"omnibus_mvn",1.18584764662668,0.0107995005633632,0.0304,0.00222710574513201,5
"B_profile",50,0,2,"acat",1.28981105381597,0.12230439898458,0.0776,0.0104511562358749,10
"B_profile",50,0,2,"fisher",1.44009930238544,0.135204858887645,0.0784,0.0140437411919569,10
"B_profile",50,0,2,"tfisher",0.436695062983295,0.0450081468031151,0.1056,0.00881816307401944,10
"B_profile",50,0,2,"minp",1.37869910863157,0.129953654913087,0.0756,0.0104511562358749,10
"B_profile",50,0,2,"stouffer",1.37948619968212,0.130020580743974,0.076,0.0130639452948436,10
"B_profile",50,0,2,"omnibus_analytic",1.14789923909992,0.0231169884036732,0.111,0.00278487980989406,10
"B_profile",50,0,2,"omnibus_mvn",1.19056828847294,0.0148860433273263,0.0314,0.00146211414663075,10
"B_profile",50,0,3,"acat",1.43960273922097,0.12230439898458,0.0904,0.0104511562358749,10
"B_profile",50,0,3,"fisher",1.6056907598953,0.135204858887645,0.0956,0.0140437411919569,10
"B_profile",50,0,3,"tfisher",0.49181855995125,0.0450081468031151,0.1164,0.00881816307401944,10
"B_profile",50,0,3,"minp",1.53785918100496,0.129953654913087,0.0884,0.0104511562358749,10
"B_profile",50,0,3,"stouffer",1.53872823912366,0.130020580743974,0.092,0.0130639452948436,10
"B_profile",50,0,3,"omnibus_analytic",1.37938413782837,0.0255843451377908,0.1326,0.00357832984008524,10
"B_profile",50,0,3,"omnibus_mvn",1.21644195513802,0.0171244077568204,0.03,0.000843274042711568,10
"B_profile",50,0,4,"acat",1.58939442462596,0.149791685404995,0.1032,0.0128,5
"B_profile",50,0,4,"fisher",1.77128221740517,0.165591457509867,0.1128,0.0172,5
"B_profile",50,0,4,"tfisher",0.546942056919205,0.055123496967955,0.1272,0.0108,5
"B_profile",50,0,4,"minp",1.69701925337836,0.159160072373395,0.1012,0.0128,5
"B_profile",50,0,4,"stouffer",1.6979702785652,0.159242039441538,0.108,0.016,5
"B_profile",50,0,4,"omnibus_analytic",1.64656302222033,0.0306326238359294,0.1536,0.00337045990927055,5
"B_profile",50,0,4,"omnibus_mvn",1.23748255646116,0.0113711902027496,0.0268,0.0012,5
"B_profile",50,0.3,1,"acat",0.877453761314737,0.118240522779644,0.0916,0.0156,5
"B_profile",50,0.3,1,"fisher",0.492570918298777,0.0697830460774633,0.2056,0.0116,5
"B_profile",50,0.3,1,"tfisher",0.157856843979877,0.0241125223660381,0.1408,0.0048,5
"B_profile",50,0.3,1,"minp",0.524004146112219,0.0738669166602575,0.0668,0.0088,5
"B_profile",50,0.3,1,"stouffer",0.697202679080748,0.095935545209597,0.2416,0.0096,5
"B_profile",50,0.3,1,"omnibus_analytic",0.22475775752108,0.00294229353058017,0.2192,0.00665131565932636,5
"B_profile",50,0.3,1,"omnibus_mvn",0.726845793626186,0.00190280169862721,0.0584,0.000979795897113271,5
"B_profile",50,0.3,2,"acat",0.99569428409438,0.0965429825766859,0.1072,0.0127373466624725,10
"B_profile",50,0.3,2,"fisher",0.56235396437624,0.0569776185289707,0.2172,0.00947136033876162,10
"B_profile",50,0.3,2,"tfisher",0.181969366345915,0.0196877920694134,0.1456,0.00391918358845308,10
"B_profile",50,0.3,2,"minp",0.597871062772476,0.0603120848967736,0.0756,0.00718516991216399,10
"B_profile",50,0.3,2,"stouffer",0.793138224290345,0.0783310446530732,0.2512,0.00783836717690617,10
"B_profile",50,0.3,2,"omnibus_analytic",0.27382945281327,0.00399672615954167,0.23,0.00483505716385833,10
"B_profile",50,0.3,2,"omnibus_mvn",0.730745768388221,0.00410362458040828,0.0588,0.000904310664416702,10
"B_profile",50,0.3,3,"acat",1.11393480687402,0.0965429825766859,0.1228,0.0127373466624725,10
"B_profile",50,0.3,3,"fisher",0.632137010453704,0.0569776185289707,0.2288,0.00947136033876162,10
"B_profile",50,0.3,3,"tfisher",0.206081888711953,0.0196877920694134,0.1504,0.00391918358845308,10
"B_profile",50,0.3,3,"minp",0.671737979432734,0.0603120848967736,0.0844,0.00718516991216399,10
"B_profile",50,0.3,3,"stouffer",0.889073769499942,0.0783310446530732,0.2608,0.00783836717690617,10
"B_profile",50,0.3,3,"omnibus_analytic",0.334345200591859,0.00362170493085975,0.2416,0.00441008944227766,10
"B_profile",50,0.3,3,"omnibus_mvn",0.738387530516042,0.00375106580505618,0.059,0.001,10
"B_profile",50,0.3,4,"acat",1.23217532965367,0.118240522779644,0.1384,0.0156,5
"B_profile",50,0.3,4,"fisher",0.701920056531167,0.0697830460774633,0.2404,0.0116,5
"B_profile",50,0.3,4,"tfisher",0.230194411077991,0.0241125223660381,0.1552,0.0048,5
"B_profile",50,0.3,4,"minp",0.745604896092991,0.0738669166602575,0.0932,0.0088,5
"B_profile",50,0.3,4,"stouffer",0.985009314709539,0.095935545209597,0.2704,0.0096,5
"B_profile",50,0.3,4,"omnibus_analytic",0.40066204965839,0.00532350289446107,0.2512,0.00431740662898458,5
"B_profile",50,0.3,4,"omnibus_mvn",0.741392982538518,0.00383490511907984,0.0588,0.00135646599662505,5
"B_profile",50,0.7,1,"acat",1.09679853426717,0.1446651156618,0.066,0.018,5
"B_profile",50,0.7,1,"fisher",0.401526206611429,0.0577876087245332,0.258,0.01,5
"B_profile",50,0.7,1,"tfisher",0.0441787519670469,0.00711700817693741,0.1516,0.0036,5
"B_profile",50,0.7,1,"minp",0.0667803497756366,0.0106055274380769,0.0228,0.0068,5
"B_profile",50,0.7,1,"stouffer",0.817512352362877,0.110891494280113,0.3136,0.0096,5
"B_profile",50,0.7,1,"omnibus_analytic",0.11215728602784,0.00404523628955766,0.2916,0.00738647412504775,5
"B_profile",50,0.7,1,"omnibus_mvn",0.90827043499886,0.00575026270292489,0.0408,0.00195959179422654,5
"B_profile",50,0.7,2,"acat",1.24146364992897,0.118118572317374,0.084,0.0146969384566991,10
"B_profile",50,0.7,2,"fisher",0.459313815335962,0.0471833849435706,0.268,0.00816496580927726,10
"B_profile",50,0.7,2,"tfisher",0.0512957601439843,0.00581101284290406,0.1552,0.00293938769133982,10
"B_profile",50,0.7,2,"minp",0.0773858772137135,0.00865937689212496,0.0296,0.00555217675030854,10
"B_profile",50,0.7,2,"stouffer",0.92840384664299,0.0905425259336787,0.3232,0.00783836717690617,10
"B_profile",50,0.7,2,"omnibus_analytic",0.14009041062783,0.0054078425670447,0.305,0.00596471103891696,10
"B_profile",50,0.7,2,"omnibus_mvn",0.916106723696871,0.00334170858474822,0.0404,0.00165462315279878,10
"B_profile",50,0.7,3,"acat",1.38612876559077,0.118118572317374,0.102,0.0146969384566991,10
"B_profile",50,0.7,3,"fisher",0.517101424060495,0.0471833849435706,0.278,0.00816496580927726,10
"B_profile",50,0.7,3,"tfisher",0.0584127683209217,0.00581101284290406,0.1588,0.00293938769133982,10
"B_profile",50,0.7,3,"minp",0.0879914046517904,0.00865937689212496,0.0364,0.00555217675030854,10
"B_profile",50,0.7,3,"stouffer",1.0392953409231,0.0905425259336787,0.3328,0.00783836717690617,10
"B_profile",50,0.7,3,"omnibus_analytic",0.180068704766232,0.00770891775700944,0.3192,0.0059119464739721,10
"B_profile",50,0.7,3,"omnibus_mvn",0.928250520837975,0.00973011826149352,0.0412,0.00189032625050104,10
"B_profile",50,0.7,4,"acat",1.53079388125257,0.1446651156618,0.12,0.018,5
"B_profile",50,0.7,4,"fisher",0.574889032785028,0.0577876087245332,0.288,0.01,5
"B_profile",50,0.7,4,"tfisher",0.0655297764978591,0.00711700817693741,0.1624,0.0036,5
"B_profile",50,0.7,4,"minp",0.0985969320898673,0.0106055274380769,0.0432,0.0068,5
"B_profile",50,0.7,4,"stouffer",1.15018683520322,0.110891494280113,0.3424,0.0096,5
"B_profile",50,0.7,4,"omnibus_analytic",0.232349736327967,0.0135186652984377,0.332,0.00707106781186548,5
"B_profile",50,0.7,4,"omnibus_mvn",0.9339875105868,0.0143110729232199,0.0436,0.00285657137141714,5
