block,pathway_size,cor_structure,method,calibration,lambda,lambda_se,type1_05,type1_05_se,type1_01,type1_01_se,mean_p,median_p,method_label,calibration_label
A_null,5,LD_independent,minp,analytic,0.8625191686173734,0.10203560341859992,0.072,0.011559930795640603,0.02,0.006260990336999411,0.511959099995767,0.531045403657513,MINP,Analytic
A_null,5,LD_independent,minp,mvn,0.9230052803147605,0.0979915106242306,0.08,0.01213260071048248,0.02,0.006260990336999411,0.5098041958041958,0.516983016983017,MINP,MVN
A_null,5,LD_independent,stouffer,analytic,0.8933687852692462,0.086977940318995,0.076,0.011851075900524812,0.026,0.007116740827092132,0.5026504747933651,0.5237925277544095,STOUFFER,Analytic
A_null,5,LD_independent,stouffer,mvn,0.9474610656799283,0.1005353951919521,0.072,0.011559930795640603,0.028,0.007377804551490911,0.4928811188811189,0.5114885114885115,STOUFFER,MVN
A_null,25,LD_moderate,acat,analytic,0.8821436614419786,0.11192283702120924,0.048,0.009559916317625379,0.002,0.0019979989989987483,0.508467304721806,0.5264091093492278,ACAT,Analytic
A_null,25,LD_moderate,acat,mvn,0.9609553066408978,0.08231673593929346,0.042,0.008970618707759236,0.01,0.0044497190922573975,0.5008071928071928,0.5084915084915085,ACAT,MVN
A_null,25,LD_moderate,fisher,analytic,0.3755611008058132,0.11506483029076227,0.186,0.017401379255679705,0.114,0.014212951839783319,0.5650678554683999,0.6794826572401027,FISHER,Analytic
A_null,25,LD_moderate,fisher,mvn,0.8947441031781458,0.0956978321795924,0.048,0.009559916317625379,0.008,0.003983967871356395,0.5034265734265734,0.5234765234765235,FISHER,MVN
A_null,25,LD_moderate,tfisher,analytic,0.14025828647462632,0.021612565544290526,0.082,0.012269963325128565,0.06,0.010620734437881401,0.6907178225016102,0.8005750246521373,TFISHER,Analytic
A_null,25,LD_moderate,tfisher,mvn,1.1681061638801535,0.17776000663568886,0.04,0.008763560920082658,0.008,0.003983967871356395,0.5015644355644355,0.471028971028971,TFISHER,MVN
A_null,25,LD_moderate,minp,analytic,0.3816526473288045,0.08586385338091271,0.026,0.007116740827092132,0,0,0.621716630937037,0.6769156435086315,MINP,Analytic
A_null,25,LD_moderate,minp,mvn,0.9953647195748867,0.1518061929820141,0.04,0.008763560920082658,0.008,0.003983967871356395,0.5019920079920079,0.500999000999001,MINP,MVN
A_null,25,LD_moderate,stouffer,analytic,0.7770031446237674,0.2377520014832997,0.256,0.01951737687293044,0.158,0.01631171358257617,0.5152210108154536,0.5522472632493114,STOUFFER,Analytic
A_null,25,LD_moderate,stouffer,mvn,0.9296503104742012,0.09762510872021649,0.046,0.00936845771725528,0.006,0.0034536936748935914,0.5027392607392607,0.5154845154845156,STOUFFER,MVN
A_null,25,LD_strong,acat,analytic,1.0227444560153072,0.11602631708470355,0.06,0.010620734437881401,0.012,0.004869496893930624,0.48527323847600506,0.49516590530468585,ACAT,Analytic
A_null,25,LD_strong,acat,mvn,0.9700355123794231,0.08859398485782802,0.046,0.00936845771725528,0.018,0.005945754788081997,0.48650749250749253,0.5064935064935064,ACAT,MVN
A_null,25,LD_strong,fisher,analytic,0.18451924360148156,0.08327866363598124,0.23,0.01882020191177555,0.176,0.01703079563614102,0.5839280270813237,0.7720344391767038,FISHER,Analytic
A_null,25,LD_strong,fisher,mvn,0.9723345204516036,0.08505999928219515,0.046,0.00936845771725528,0.014,0.00525433154644813,0.4865474525474526,0.5079920079920079,FISHER,MVN
A_null,25,LD_strong,tfisher,analytic,0.039022031622408006,0.003820625377038697,0.108,0.013880633991284405,0.092,0.012925633446759968,0.7298108664499589,0.8940047405006267,TFISHER,Analytic
A_null,25,LD_strong,tfisher,mvn,0.877642246265904,0.1107982169246655,0.05,0.009746794344808964,0,0,0.500033966033966,0.5274725274725274,TFISHER,MVN
A_null,25,LD_strong,minp,analytic,0.021129918886179877,0.012856320474127342,0.022,0.006559878047646922,0.004,0.002822764602300376,0.7434000951004271,0.9218983749681859,MINP,Analytic
A_null,25,LD_strong,minp,mvn,0.8925809607037922,0.11061863012612486,0.06,0.010620734437881401,0.018,0.005945754788081997,0.4879220779220779,0.5274725274725274,MINP,MVN
A_null,25,LD_strong,stouffer,analytic,1.1848159362481865,0.32496208268358345,0.304,0.020571047615520213,0.242,0.019153902996517445,0.4855481405057438,0.4628421804869855,STOUFFER,Analytic
A_null,25,LD_strong,stouffer,mvn,1.0449997720803077,0.10425577423061208,0.046,0.00936845771725528,0,0,0.4905754245754246,0.492007992007992,STOUFFER,MVN
A_null,25,LD_independent,acat,analytic,0.9146419302646077,0.09507565474359193,0.046,0.00936845771725528,0.006,0.0034536936748935914,0.4993438836663758,0.5188883059435989,ACAT,Analytic
A_null,25,LD_independent,acat,mvn,0.9496759104032557,0.14280620858338017,0.052,0.00992935043192655,0.006,0.0034536936748935914,0.4938061938061938,0.510989010989011,ACAT,MVN
A_null,25,LD_independent,fisher,analytic,1.0616161157894701,0.10610953104089461,0.048,0.009559916317625379,0.01,0.0044497190922573975,0.5021580104089941,0.4870893679433368,FISHER,Analytic
A_null,25,LD_independent,fisher,mvn,1.0914781692274047,0.11086795980485076,0.048,0.009559916317625379,0.008,0.003983967871356395,0.49737462537462535,0.4835164835164835,FISHER,MVN
A_null,25,LD_independent,tfisher,analytic,0.24348710981581256,0.014390406163907868,0.08,0.01213260071048248,0.036,0.008331146379700696,0.6469317804707695,0.7392679101428474,TFISHER,Analytic
A_null,25,LD_independent,tfisher,mvn,1.0522407010557706,0.10084773274418604,0.038,0.00855055553750749,0.01,0.0044497190922573975,0.5048651348651348,0.48901098901098905,TFISHER,MVN
A_null,25,LD_independent,minp,analytic,0.9431371540369963,0.13620319665079061,0.052,0.00992935043192655,0.006,0.0034536936748935914,0.5068157341420227,0.512447683856076,MINP,Analytic
A_null,25,LD_independent,minp,mvn,1.0000019754298992,0.1524628334218373,0.062,0.010784804124322332,0.006,0.0034536936748935914,0.5035304695304695,0.5,MINP,MVN
A_null,25,LD_independent,stouffer,analytic,1.1725649877371762,0.09659091538100527,0.056,0.010282412168358162,0.01,0.0044497190922573975,0.4929676495635756,0.4651633252041858,STOUFFER,Analytic
A_null,25,LD_independent,stouffer,mvn,1.1758665546522393,0.07092249345259212,0.056,0.010282412168358162,0.01,0.0044497190922573975,0.49398001998002,0.4645354645354645,STOUFFER,MVN
A_null,50,LD_moderate,acat,analytic,1.229725792714665,0.17497131334131036,0.064,0.010945684080951725,0.006,0.0034536936748935914,0.4780826965582369,0.45452357189742054,ACAT,Analytic
A_null,50,LD_moderate,acat,mvn,1.1065215233697347,0.10060016682314077,0.042,0.008970618707759236,0.006,0.0034536936748935914,0.482985014985015,0.478021978021978,ACAT,MVN
A_null,50,LD_moderate,fisher,analytic,0.8767696338418566,0.2528780849465752,0.214,0.01834142851579451,0.148,0.015880554146502572,0.5172284885255753,0.527679924857589,FISHER,Analytic
A_null,50,LD_moderate,fisher,mvn,1.0595227955683444,0.11791972050489297,0.042,0.008970618707759236,0.004,0.002822764602300376,0.4961198801198801,0.48751248751248755,FISHER,MVN
A_null,50,LD_moderate,tfisher,analytic,0.17816169420009795,0.030897650350210727,0.158,0.01631171358257617,0.1,0.01341640786499874,0.6007840096281296,0.7758810980383084,TFISHER,Analytic
A_null,50,LD_moderate,tfisher,mvn,1.2077568330346315,0.1385687749444985,0.04,0.008763560920082658,0.01,0.0044497190922573975,0.4840899100899101,0.461038961038961,TFISHER,MVN
A_null,50,LD_moderate,minp,analytic,0.5527097240432248,0.1278786183818943,0.048,0.009559916317625379,0.006,0.0034536936748935914,0.568979988131471,0.6161104280732324,MINP,Analytic
A_null,50,LD_moderate,minp,mvn,1.0991658762647358,0.14951950816402745,0.048,0.009559916317625379,0.006,0.0034536936748935914,0.48205594405594404,0.4795204795204795,MINP,MVN
A_null,50,LD_moderate,stouffer,analytic,1.0228980709357123,0.25327826160339334,0.252,0.019416281827373642,0.17,0.016798809481626965,0.4881188443225271,0.4951325457279989,STOUFFER,Analytic
A_null,50,LD_moderate,stouffer,mvn,1.0117017542101918,0.07796133994253795,0.038,0.00855055553750749,0.006,0.0034536936748935914,0.5016383616383616,0.4975024975024975,STOUFFER,MVN
A_null,50,LD_strong,acat,analytic,0.9601534568198545,0.12954439936577664,0.046,0.00936845771725528,0.01,0.0044497190922573975,0.4999353314810554,0.5086750056134242,ACAT,Analytic
A_null,50,LD_strong,acat,mvn,1.0766890243751157,0.13424785274462966,0.056,0.010282412168358162,0.01,0.0044497190922573975,0.48413186813186815,0.484015984015984,ACAT,MVN
A_null,50,LD_strong,fisher,analytic,0.42683429633107783,0.15904930455455576,0.272,0.019900552756142227,0.192,0.017614539448989292,0.5591159082728638,0.6594581611583676,FISHER,Analytic
A_null,50,LD_strong,fisher,mvn,1.2458431084329191,0.09355248721229997,0.066,0.011103512957618413,0,0,0.4821798201798202,0.45454545454545453,FISHER,MVN
A_null,50,LD_strong,tfisher,analytic,0.03938515898381308,0.00884320548768258,0.14,0.01551773179301666,0.12,0.014532721699667961,0.7095215566811324,0.8935158855214148,TFISHER,Analytic
A_null,50,LD_strong,tfisher,mvn,1.234840124677815,0.16052228618526804,0.064,0.010945684080951725,0,0,0.48645554445554445,0.455044955044955,TFISHER,MVN
A_null,50,LD_strong,minp,analytic,0.04579869891148332,0.027289946956294758,0.026,0.007116740827092132,0.006,0.0034536936748935914,0.7406335342201767,0.8852781597720296,MINP,Analytic
A_null,50,LD_strong,minp,mvn,1.2736392101378418,0.1977950657187317,0.05,0.009746794344808964,0.008,0.003983967871356395,0.4797942057942058,0.44655344655344653,MINP,MVN
A_null,50,LD_strong,stouffer,analytic,1.0198738610841482,0.4115886684019783,0.322,0.020895741192884256,0.264,0.019713142824014644,0.502936283244856,0.4957752307411588,STOUFFER,Analytic
A_null,50,LD_strong,stouffer,mvn,1.1732588746933335,0.13946686856944893,0.06,0.010620734437881401,0,0,0.48574225774225777,0.474025974025974,STOUFFER,MVN
A_null,50,LD_independent,acat,analytic,0.897647190760024,0.11946731098499995,0.032,0.0078709592807992609,0,0,0.5190710213497359,0.5227968625447039,ACAT,Analytic
A_null,50,LD_independent,acat,mvn,0.8990266337823616,0.12131693062908261,0.032,0.0078709592807992609,0,0,0.5127672327672328,0.5224775224775224,ACAT,MVN
A_null,50,LD_independent,fisher,analytic,0.990233554275066,0.08784476284798644,0.048,0.009559916317625379,0.004,0.002822764602300376,0.5039605795870707,0.5021008708296681,FISHER,Analytic
A_null,50,LD_independent,fisher,mvn,0.9883970184111679,0.09312860544252036,0.04,0.008763560920082658,0.004,0.002822764602300376,0.5073086913086913,0.5024975024975025,FISHER,MVN
A_null,50,LD_independent,tfisher,analytic,0.2388528873611667,0.025276224022579345,0.058,0.010453324829928513,0.018,0.005945754788081997,0.606874678269177,0.7416715970862012,TFISHER,Analytic
A_null,50,LD_independent,tfisher,mvn,0.997671530121193,0.08823279959118135,0.022,0.006559878047646922,0.006,0.0034536936748935914,0.4945854145854146,0.5004995004995005,TFISHER,MVN
A_null,50,LD_independent,minp,analytic,1.0627153866636352,0.07615505572093585,0.034,0.008104813384649889,0,0,0.5022907130841326,0.4868556731639537,MINP,Analytic
A_null,50,LD_independent,minp,mvn,1.1190789824746266,0.1091505751486642,0.026,0.007116740827092132,0,0,0.4925954045954046,0.4755244755244755,MINP,MVN
A_null,50,LD_independent,stouffer,analytic,1.0865935713205896,0.07940690510524798,0.034,0.008104813384649889,0.004,0.002822764602300376,0.5059245171305474,0.48200245980751133,STOUFFER,Analytic
A_null,50,LD_independent,stouffer,mvn,1.0425970439989451,0.0902386806729778,0.032,0.0078709592807992609,0.002,0.0019979989989987483,0.5111968031968032,0.491008991008991,STOUFFER,MVN
