block,pathway_size,rho,n_broken,method,lambda,lambda_se,type1_05,type1_05_se,n_combos
B_profile,5,0,4,omnibus_analytic,1.1056823342170383,0.003019281169709266,0.1152,0.0030066592756745818,5
B_profile,5,0,4,omnibus_mvn,0.8836033563746419,0.00440350337957429,0.06,0.0014142135623730948,5
B_profile,5,0.3,1,acat,1.3357247286343572,0.1727129814262851,0.0776,0.0156,5
B_profile,5,0.3,1,fisher,0.9153922734299362,0.12286688761683273,0.112,0.015999999999999997,5
B_profile,5,0.3,1,tfisher,0.22562981354090494,0.033767022133900745,0.042,0.002,5
B_profile,5,0.3,1,minp,0.7985129711816383,0.1085485778225162,0.056,0.01,5
B_profile,5,0.3,1,stouffer,1.299053912329715,0.16845168237973315,0.1484,0.0184,5
B_profile,5,0.3,1,omnibus_analytic,0.7112436293970862,0.0026611244666997834,0.11,0.008124038404635964,5
B_profile,5,0.3,1,omnibus_mvn,1.1201527190419611,0.00667679279689753,0.059199999999999996,7.999999999999993e-4,5
B_profile,5,0.3,2,acat,1.5084377100606423,0.1410195588163956,0.0932,0.012737346662472528,10
B_profile,5,0.3,2,fisher,1.0382591610467689,0.10032039364837507,0.128,0.013063945294843613,10
B_profile,5,0.3,2,tfisher,0.2593968356748057,0.027570658120440808,0.044000000000000004,0.0016329931618554526,10
B_profile,5,0.3,2,minp,0.9070615490041545,0.08862954265665167,0.066,0.00816496580927726,10
B_profile,5,0.3,2,stouffer,1.4675055947094482,0.1375402227145754,0.1668,0.015023537089070158,10
B_profile,5,0.3,2,omnibus_analytic,0.8161295293956352,0.0022968711275313863,0.1252,0.0054666666666666665,10
B_profile,5,0.3,2,omnibus_mvn,1.1112849389921122,0.003501424522795844,0.056,5.163977794943227e-4,10
B_profile,5,0.3,3,acat,1.6811506914869274,0.14101955881639563,0.10880000000000001,0.012737346662472528,10
B_profile,5,0.3,3,fisher,1.1611260486636017,0.10032039364837508,0.144,0.013063945294843613,10
B_profile,5,0.3,3,tfisher,0.2931638578087064,0.027570658120440808,0.046,0.0016329931618554526,10
B_profile,5,0.3,3,minp,1.0156101268266706,0.08862954265665167,0.076,0.00816496580927726,10
B_profile,5,0.3,3,stouffer,1.6359572770891813,0.1375402227145754,0.1852,0.015023537089070158,10
B_profile,5,0.3,3,omnibus_analytic,0.935892790951018,0.003083938346802032,0.1404,0.004906231864793093,10
B_profile,5,0.3,3,omnibus_mvn,1.1074832728701747,0.0018451316279000677,0.056,5.163977794943227e-4,10
B_profile,5,0.3,4,acat,1.8538636729132125,0.1727129814262851,0.12440000000000001,0.015600000000000001,5
B_profile,5,0.3,4,fisher,1.2839929362804345,0.12286688761683273,0.16,0.015999999999999993,5
B_profile,5,0.3,4,tfisher,0.32693087994260717,0.033767022133900745,0.048,0.002,5
B_profile,5,0.3,4,minp,1.124158704649187,0.10854857782251622,0.08600000000000001,0.01,5
B_profile,5,0.3,4,stouffer,1.8044089594689146,0.16845168237973318,0.2036,0.0184,5
B_profile,5,0.3,4,omnibus_analytic,1.0739525006834016,0.00705919421593368,0.1564,0.005418486873657623,5
B_profile,5,0.3,4,omnibus_mvn,1.1059815230076047,0.0034072305625980717,0.0568,8.000000000000008e-4,5
B_profile,5,0.7,1,acat,1.378675005075231,0.17768476079671117,0.084,0.017999999999999995,5
B_profile,5,0.7,1,fisher,0.7545846189620868,0.1031047726496805,0.1752,0.0152,5
B_profile,5,0.7,1,tfisher,0.2256296822754518,0.033767003690445774,0.062,0,5
B_profile,5,0.7,1,minp,0.308445399236328,0.045236337110498945,0.052,0.008000000000000002,5
B_profile,5,0.7,1,stouffer,1.6007678545979172,0.20309443110133013,0.24280000000000002,0.0188,5
B_profile,5,0.7,1,omnibus_analytic,0.6254819228629434,0.005404825573376881,0.1696,0.011634431657799189,5
B_profile,5,0.7,1,omnibus_mvn,1.285366253580344,0.0030118284333082133,0.0732,4.89897948556636e-4,5
B_profile,5,0.7,2,acat,1.5563597658719421,0.14507899967347554,0.102,0.014696938456699065,10
B_profile,5,0.7,2,fisher,0.8576893916117673,0.08418469434579465,0.19039999999999999,0.012410748030101431,10
B_profile,5,0.7,2,tfisher,0.2593966859658976,0.027570643061422886,0.062,0,10
B_profile,5,0.7,2,minp,0.353681736346827,0.036935314584416394,0.06,0.006531972647421809,10
B_profile,5,0.7,2,stouffer,1.8038622856992474,0.1658259085996977,0.2616,0.01535013572144125,10
B_profile,5,0.7,2,omnibus_analytic,0.7240701895181657,0.005254293022821192,0.1884,0.008603875095947561,10
B_profile,5,0.7,2,omnibus_mvn,1.2865092917387235,0.0027333400148236487,0.0726,3.055050463303896e-4,10
B_profile,5,0.7,3,acat,1.7340445266686535,0.14507899967347554,0.12,0.014696938456699065,10
B_profile,5,0.7,3,fisher,0.9607941642614478,0.08418469434579465,0.2056,0.012410748030101431,10
B_profile,5,0.7,3,tfisher,0.2931636896563434,0.027570643061422886,0.062,0,10
B_profile,5,0.7,3,minp,0.3989180734573259,0.036935314584416394,0.068,0.006531972647421809,10
B_profile,5,0.7,3,stouffer,2.0069567168005777,0.1658259085996977,0.2804,0.015350135721441246,10
B_profile,5,0.7,3,omnibus_analytic,0.8372174664121603,0.00577137912896609,0.2062,0.008024684140547562,10
B_profile,5,0.7,3,omnibus_mvn,1.2910363133623906,0.002721148336235734,0.0732,3.265986323710907e-4,10
B_profile,5,0.7,4,acat,1.9117292874653646,0.17768476079671117,0.138,0.018,5
B_profile,5,0.7,4,fisher,1.0638989369111282,0.1031047726496805,0.2208,0.015199999999999997,5
B_profile,5,0.7,4,tfisher,0.32693069334678915,0.033767003690445774,0.062,0,5
B_profile,5,0.7,4,minp,0.44415441056782484,0.04523633711049894,0.076,0.008,5
B_profile,5,0.7,4,stouffer,2.2100511479019076,0.20309443110133016,0.2992,0.0188,5
B_profile,5,0.7,4,omnibus_analytic,0.9644680733432363,0.007046810005226436,0.222,0.009230384607371462,5
B_profile,5,0.7,4,omnibus_mvn,1.2961339777693686,0.0017941874980059434,0.0736,4.0000000000000034e-4,5
B_profile,25,0,1,acat,1.1957950540238895,0.15637088335453797,0.07680000000000001,0.0148,5
B_profile,25,0,1,fisher,1.2109950010426784,0.15815711569204677,0.0596,0.0116,5
B_profile,25,0,1,tfisher,0.28359452261932644,0.04182776066619157,0.0912,0.0092,5
B_profile,25,0,1,minp,1.0195702552970385,0.13544403446641584,0.0768,0.016799999999999995,5
B_profile,25,0,1,stouffer,1.2098521910523146,0.15802310566269204,0.0576,0.013600000000000001,5
B_profile,25,0,1,omnibus_analytic,0.7172125358621617,0.006261554303483107,0.1,0.0015491933384829653,5
B_profile,25,0,1,omnibus_mvn,0.9793824225172612,0.010910391980554794,0.06,0.0020000000000000005,5
B_profile,25,0,2,acat,1.3521659373784274,0.12767629161562852,0.0916,0.012084149397730348,10
B_profile,25,0,2,fisher,1.3691521167347254,0.129134744211947,0.0712,0.009471360338761621,10
B_profile,25,0,2,tfisher,0.32542228328551803,0.034152223571808644,0.1004,0.007511768544535079,10
B_profile,25,0,2,minp,1.1550142897634543,0.11058959104888562,0.09359999999999999,0.013717142559585796,10
B_profile,25,0,2,stouffer,1.3678752967150067,0.12902532548116882,0.0712,0.011104353500617075,10
B_profile,25,0,2,omnibus_analytic,0.8423600926978861,0.007239404813924094,0.1186,0.0013999999999999993,10
B_profile,25,0,2,omnibus_mvn,0.9685539617356613,0.009935461844733455,0.0606,0.001334998959633386,10
B_profile,25,0,3,acat,1.5085368207329655,0.12767629161562852,0.10640000000000001,0.012084149397730346,10
B_profile,25,0,3,fisher,1.527309232426772,0.129134744211947,0.0828,0.009471360338761621,10
B_profile,25,0,3,tfisher,0.3672500439517096,0.034152223571808644,0.1096,0.007511768544535079,10
B_profile,25,0,3,minp,1.2904583242298702,0.1105895910488856,0.1104,0.013717142559585796,10
B_profile,25,0,3,stouffer,1.5258984023776987,0.12902532548116882,0.0848,0.011104353500617075,10
B_profile,25,0,3,omnibus_analytic,0.9946931636878726,0.010254285183045,0.1308,0.001083205120618129,10
B_profile,25,0,3,omnibus_mvn,0.9655277166703846,0.00851943211211928,0.0608,0.0012364824660660943,10
B_profile,25,0,4,acat,1.6649077040875033,0.15637088335453797,0.1212,0.0148,5
B_profile,25,0,4,fisher,1.685466348118819,0.15815711569204677,0.0944,0.0116,5
B_profile,25,0,4,tfisher,0.40907780461790116,0.04182776066619158,0.1188,0.0092,5
B_profile,25,0,4,minp,1.425902358696286,0.1354440344664158,0.12719999999999998,0.0168,5
B_profile,25,0,4,stouffer,1.6839215080403909,0.158023105662692,0.0984,0.013600000000000001,5
B_profile,25,0,4,omnibus_analytic,1.1690528778994667,0.017419286115830723,0.13920000000000002,0.0010198039027185539,5
B_profile,25,0,4,omnibus_mvn,0.9687349692886947,0.005133317117708232,0.0608,0.0019595917942265436,5
B_profile,25,0.3,1,acat,1.26825203494735,0.16485566416011746,0.1012,0.021200000000000004,5
B_profile,25,0.3,1,fisher,0.7571595158450943,0.10342427462443309,0.2248,0.012800000000000004,5
B_profile,25,0.3,1,tfisher,0.15701879872178143,0.02399117848648542,0.1424,0.0043999999999999985,5
B_profile,25,0.3,1,minp,0.4685447619328897,0.06664198049065469,0.068,0.016,5
B_profile,25,0.3,1,stouffer,1.3527291945326176,0.17468353746918963,0.2836,0.0116,5
B_profile,25,0.3,1,omnibus_analytic,0.6412421876935099,0.009568016913029788,0.2428,0.010556514576317311,5
B_profile,25,0.3,1,omnibus_mvn,1.0051860470081602,0.005501120979228345,0.048799999999999996,0.0014966629547095763,5
B_profile,25,0.3,2,acat,1.4331076991074674,0.13460408613330535,0.1224,0.01730972751566779,10
B_profile,25,0.3,2,fisher,0.8605837904695275,0.08444556661577977,0.2376,0.010451156235874896,10
B_profile,25,0.3,2,tfisher,0.18100997720826686,0.01958871520664216,0.1468,0.0035925849560819933,10
B_profile,25,0.3,2,minp,0.5351867424235444,0.054412949216871766,0.084,0.013063945294843619,10
B_profile,25,0.3,2,stouffer,1.5274127320018072,0.14262851108795366,0.2952,0.009471360338761621,10
B_profile,25,0.3,2,omnibus_analytic,0.7510724346438495,0.008222323034536577,0.2652,0.007637335195530497,10
B_profile,25,0.3,2,omnibus_mvn,1.0005147212224663,0.0027079030522223326,0.0494,0.001034944979750668,10
B_profile,25,0.3,3,acat,1.597963363267585,0.13460408613330535,0.1436,0.01730972751566779,10
B_profile,25,0.3,3,fisher,0.9640080650939605,0.08444556661577979,0.2504,0.010451156235874896,10
B_profile,25,0.3,3,tfisher,0.20500115569475227,0.01958871520664216,0.1512,0.0035925849560819933,10
B_profile,25,0.3,3,minp,0.6018287229141991,0.054412949216871766,0.1,0.013063945294843619,10
B_profile,25,0.3,3,stouffer,1.702096269470997,0.14262851108795366,0.3068,0.009471360338761621,10
B_profile,25,0.3,3,omnibus_analytic,0.8778842508461623,0.00852080140610433,0.2838,0.006629563417836129,10
B_profile,25,0.3,3,omnibus_mvn,0.9919239555705643,0.003685164992049661,0.0496,8.32666399786453e-4,10
B_profile,25,0.3,4,acat,1.7628190274277022,0.16485566416011746,0.1648,0.0212,5
B_profile,25,0.3,4,fisher,1.0674323397183936,0.10342427462443309,0.2632,0.012800000000000006,5
B_profile,25,0.3,4,tfisher,0.2289923341812377,0.02399117848648542,0.15560000000000002,0.0043999999999999985,5
B_profile,25,0.3,4,minp,0.6684707034048537,0.06664198049065467,0.116,0.016,5
B_profile,25,0.3,4,stouffer,1.8767798069401864,0.17468353746918966,0.3184,0.0116,5
B_profile,25,0.3,4,omnibus_analytic,1.0215608650754704,0.00959371904822716,0.2984,0.007110555533852466,5
B_profile,25,0.3,4,omnibus_mvn,0.9819845335152119,0.004791935828346993,0.0492,7.999999999999995e-4,5
B_profile,25,0.7,1,acat,1.1465327787591193,0.1505620302932999,0.08879999999999999,0.0168,5
B_profile,25,0.7,1,fisher,0.1895670930564929,0.028663956301399528,0.24080000000000001,0.010799999999999992,5
B_profile,25,0.7,1,tfisher,0.052529329928345164,0.008414378579475764,0.1144,0.0023999999999999994,5
B_profile,25,0.7,1,minp,0.04265477932080683,0.006879017455924427,0.0372,0.007200000000000001,5
B_profile,25,0.7,1,stouffer,1.1601173420329822,0.1521662305012667,0.334,0.011999999999999999,5
B_profile,25,0.7,1,omnibus_analytic,0.09429851165676117,0.004862211244051132,0.2752,0.010229369482035535,5
B_profile,25,0.7,1,omnibus_mvn,0.9226399399982222,0.007070285355587047,0.057600000000000005,4.0000000000000034e-4,5
B_profile,25,0.7,2,acat,1.2970948090524193,0.12293338295201607,0.1056,0.013717142559585798,10
B_profile,25,0.7,2,fisher,0.21823104935789245,0.02340402231595446,0.2516,0.008818163074019435,10
B_profile,25,0.7,2,tfisher,0.06094370850782093,0.006870311340773459,0.1168,0.001959591794226542,10
B_profile,25,0.7,2,minp,0.04953379677673126,0.005616694232904439,0.0444,0.005878775382679628,10
B_profile,25,0.7,2,stouffer,1.312283572534249,0.12424320693694453,0.34600000000000003,0.009797958971132711,10
B_profile,25,0.7,2,omnibus_analytic,0.11707596400672673,0.004725909033745854,0.2862,0.008264784732022162,10
B_profile,25,0.7,2,omnibus_mvn,0.9319387955331659,0.005531929246466466,0.057600000000000005,2.666666666666669e-4,10
B_profile,25,0.7,3,acat,1.4476568393457192,0.12293338295201607,0.1224,0.013717142559585798,10
B_profile,25,0.7,3,fisher,0.24689500565929196,0.02340402231595446,0.26239999999999997,0.008818163074019435,10
B_profile,25,0.7,3,tfisher,0.0693580870872967,0.006870311340773459,0.1192,0.001959591794226542,10
B_profile,25,0.7,3,minp,0.056412814232655685,0.005616694232904439,0.0516,0.005878775382679628,10
B_profile,25,0.7,3,stouffer,1.4644498030355155,0.12424320693694453,0.358,0.009797958971132711,10
B_profile,25,0.7,3,omnibus_analytic,0.14377519493121285,0.004962961116706298,0.298,0.008453795991545256,10
B_profile,25,0.7,3,omnibus_mvn,0.9336508680983404,0.0035824629032548097,0.057800000000000004,2.000000000000002e-4,10
B_profile,25,0.7,4,acat,1.598218869639019,0.15056203029329987,0.1392,0.0168,5
B_profile,25,0.7,4,fisher,0.2755589619606915,0.028663956301399528,0.2732,0.010799999999999994,5
B_profile,25,0.7,4,tfisher,0.07777246566677246,0.008414378579475766,0.1216,0.0023999999999999994,5
B_profile,25,0.7,4,minp,0.06329183168858012,0.006879017455924428,0.058800000000000005,0.007200000000000001,5
B_profile,25,0.7,4,stouffer,1.6166160335367823,0.15216623050126674,0.37,0.011999999999999997,5
B_profile,25,0.7,4,omnibus_analytic,0.1762504319291665,0.006611228967969239,0.30920000000000003,0.010307278981380098,5
B_profile,25,0.7,4,omnibus_mvn,0.9385044525537383,0.002442906898322443,0.058,0,5
B_profile,50,0,1,acat,1.2515865681208622,0.16291312036134217,0.08360000000000001,0.013600000000000001,5
B_profile,50,0,1,fisher,1.2587789865598802,0.16375478988465175,0.0648,0.012800000000000002,5
B_profile,50,0,1,tfisher,0.3025323110818577,0.044427272045853256,0.0936,0.009600000000000001,5
B_profile,50,0,1,minp,1.3076043450829462,0.16944674654048492,0.082,0.015999999999999997,5
B_profile,50,0,1,stouffer,1.243765013338366,0.16199881556133525,0.0664,0.0184,5
B_profile,50,0,1,omnibus_analytic,0.8919558004886272,0.013009999871804923,0.1008,0.0018547236990991397,5
B_profile,50,0,1,omnibus_mvn,1.1111400644319613,0.009729151755271424,0.0612,0.0013564659966250538,5
B_profile,50,0,2,acat,1.4144996884822045,0.133018005763303,0.09720000000000001,0.011104353500617075,10
B_profile,50,0,2,fisher,1.4225337764445318,0.13370522605135635,0.0776,0.010451156235874894,10
B_profile,50,0,2,tfisher,0.3469595831277109,0.03627471572538512,0.1032,0.0078383671769061691,10
B_profile,50,0,2,minp,1.4770510916234312,0.13835268919963295,0.098,0.013063945294843613,10
B_profile,50,0,2,stouffer,1.4057638288997012,0.13227147902017153,0.0848,0.01502353708907016,10
B_profile,50,0,2,omnibus_analytic,1.075424949849659,0.012709518488672628,0.1204,0.0019731531449264992,10
B_profile,50,0,2,omnibus_mvn,1.1320885595989805,0.008633715226014206,0.063,0.00217562251627743,10
B_profile,50,0,3,acat,1.5774128088435466,0.133018005763303,0.11080000000000001,0.011104353500617075,10
B_profile,50,0,3,fisher,1.5862885663291837,0.13370522605135635,0.09040000000000001,0.010451156235874894,10
B_profile,50,0,3,tfisher,0.3913868551735642,0.036274715725385126,0.11280000000000001,0.0078383671769061691,10
B_profile,50,0,3,minp,1.646497838163916,0.13835268919963295,0.11399999999999999,0.013063945294843613,10
B_profile,50,0,3,stouffer,1.5677626444610366,0.13227147902017153,0.10320000000000001,0.01502353708907016,10
B_profile,50,0,3,omnibus_analytic,1.3004085549175577,0.01638278507331839,0.14,0.0017888543819998294,10
B_profile,50,0,3,omnibus_mvn,1.1618962294157524,0.006210145396169408,0.063,0.002498888641865508,10
B_profile,50,0,4,acat,1.740325929204889,0.16291312036134217,0.12440000000000001,0.013600000000000001,5
B_profile,50,0,4,fisher,1.7500433562138353,0.16375478988465175,0.1032,0.0128,5
B_profile,50,0,4,tfisher,0.4358141272194174,0.044427272045853256,0.12240000000000001,0.009600000000000001,5
B_profile,50,0,4,minp,1.815944584704401,0.16944674654048492,0.13,0.015999999999999993,5
B_profile,50,0,4,stouffer,1.7297614600223719,0.16199881556133522,0.12160000000000001,0.0184,5
B_profile,50,0,4,omnibus_analytic,1.5467539848381402,0.018188354625826134,0.1556,0.002315167380558047,5
B_profile,50,0,4,omnibus_mvn,1.1822517491790328,0.004621001129364641,0.0636,0.0016,5
B_profile,50,0.3,1,acat,0.9480298798813562,0.12682463455477028,0.0988,0.018799999999999997,5
B_profile,50,0.3,1,fisher,0.8243237872582097,0.11172895591171667,0.2504,0.014400000000000001,5
B_profile,50,0.3,1,tfisher,0.16148848496560791,0.02463713964986188,0.15039999999999998,0.008400000000000003,5
B_profile,50,0.3,1,minp,0.609542375076469,0.08485512564283763,0.0688,0.0128,5
B_profile,50,0.3,1,stouffer,1.0047326432481074,0.13366236981984714,0.2916,0.0116,5
B_profile,50,0.3,1,omnibus_analytic,0.5444873572182921,0.014403635130853314,0.2692,0.007144228439796696,5
B_profile,50,0.3,1,omnibus_mvn,1.0470270425390305,0.008461811999999569,0.07,8.944271909999135e-4,5
B_profile,50,0.3,2,acat,1.0748545144361266,0.10355188049137827,0.1176,0.015350135721441248,10
B_profile,50,0.3,2,fisher,0.9360527431699263,0.0912263104925413,0.2648,0.011757550765359255,10
B_profile,50,0.3,2,tfisher,0.18612562461546978,0.020116140287951136,0.1588,0.0068585712797929,10
B_profile,50,0.3,2,minp,0.6943975007193067,0.06928391996156955,0.0816,0.010451156235874892,10
B_profile,50,0.3,2,stouffer,1.1383950130679545,0.10913486795660247,0.3032,0.009471360338761621,10
B_profile,50,0.3,2,omnibus_analytic,0.6538354675408716,0.012456708498348889,0.2852,0.005434049032617284,10
B_profile,50,0.3,2,omnibus_mvn,1.049931770752233,0.005907490572429959,0.07,6.666666666666655e-4,10
B_profile,50,0.3,3,acat,1.201679148990897,0.10355188049137826,0.1364,0.015350135721441248,10
B_profile,50,0.3,3,fisher,1.0477816990816429,0.0912263104925413,0.2792,0.011757550765359255,10
B_profile,50,0.3,3,tfisher,0.21076276426533166,0.020116140287951136,0.1672,0.0068585712797929,10
B_profile,50,0.3,3,minp,0.7792526263621443,0.06928391996156955,0.0944,0.010451156235874892,10
B_profile,50,0.3,3,stouffer,1.2720573828878017,0.10913486795660249,0.3148,0.009471360338761621,10
B_profile,50,0.3,3,omnibus_analytic,0.7917486704247938,0.01552122167151934,0.2994,0.005383513928859313,10
B_profile,50,0.3,3,omnibus_mvn,1.0562118685903072,0.005554272062427645,0.07100000000000001,6.831300510639717e-4,10
B_profile,50,0.3,4,acat,1.328503783545667,0.12682463455477025,0.1552,0.018799999999999997,5
B_profile,50,0.3,4,fisher,1.1595106549933596,0.11172895591171667,0.29359999999999997,0.014400000000000001,5
B_profile,50,0.3,4,tfisher,0.23539990391519353,0.02463713964986188,0.1756,0.008400000000000003,5
B_profile,50,0.3,4,minp,0.864107752004982,0.08485512564283763,0.10719999999999999,0.012799999999999999,5
B_profile,50,0.3,4,stouffer,1.4057197527076488,0.13366236981984717,0.3264,0.0116,5
B_profile,50,0.3,4,omnibus_analytic,0.9640401069428227,0.02246411771258493,0.3124,0.006144916598294891,5
B_profile,50,0.3,4,omnibus_mvn,1.0595376444975135,0.004059830455879995,0.072,6.324555320336741e-4,5
B_profile,50,0.7,1,acat,1.157496388368143,0.15185740412646387,0.0728,0.0148,5
B_profile,50,0.7,1,fisher,0.19885669538601766,0.029985693941999257,0.23600000000000002,0.010000000000000004,5
B_profile,50,0.7,1,tfisher,0.038678745273228544,0.006256412931399556,0.1364,0.0043999999999999985,5
B_profile,50,0.7,1,minp,0.04020683150642677,0.006495985493766702,0.0252,0.005199999999999999,5
B_profile,50,0.7,1,stouffer,0.8297144359784984,0.11239406575970845,0.3044,0.010399999999999998,5
B_profile,50,0.7,1,omnibus_analytic,0.057086169199584494,0.0019535997335544853,0.2652,0.010799999999999999,5
B_profile,50,0.7,1,omnibus_mvn,0.8845204105450003,0.007229725248808334,0.044,0.0015491933384829668,5
B_profile,50,0.7,2,acat,1.3093537924946068,0.12399105125781773,0.0876,0.012084149397730344,10
B_profile,50,0.7,2,fisher,0.22884238932801693,0.02448321658038762,0.24600000000000002,0.008164965809277263,10
B_profile,50,0.7,2,tfisher,0.0449351582046281,0.005108339767359749,0.1408,0.0035925849560819933,10
B_profile,50,0.7,2,minp,0.04670281700019347,0.005303949945416619,0.0304,0.004245782220824175,10
B_profile,50,0.7,2,stouffer,0.9421085017382068,0.09176937040936796,0.31479999999999997,0.008491564441648348,10
B_profile,50,0.7,2,omnibus_analytic,0.06601371916448621,0.0018023618150445678,0.2796,0.0088734310037199109,10
B_profile,50,0.7,2,omnibus_mvn,0.8717841148172868,0.00526836605943575,0.0426,0.0011566234381931648,10
B_profile,50,0.7,3,acat,1.4612111966210708,0.1239910512578177,0.1024,0.012084149397730346,10
B_profile,50,0.7,3,fisher,0.25882808327001616,0.02448321658038762,0.256,0.008164965809277263,10
B_profile,50,0.7,3,tfisher,0.05119157113602765,0.005108339767359749,0.1452,0.0035925849560819933,10
B_profile,50,0.7,3,minp,0.05319880249396017,0.005303949945416619,0.0356,0.004245782220824174,10
B_profile,50,0.7,3,stouffer,1.0545025674979154,0.09176937040936796,0.3252,0.008491564441648348,10
B_profile,50,0.7,3,omnibus_analytic,0.08031510878156797,0.002673169373007369,0.2932,0.008955197125443725,10
B_profile,50,0.7,3,omnibus_mvn,0.86775669893696,0.004562446376926246,0.0418,0.0010934146311237817,10
B_profile,50,0.7,4,acat,1.6130686007475346,0.15185740412646387,0.1172,0.0148,5
B_profile,50,0.7,4,fisher,0.28881377721201545,0.029985693941999257,0.266,0.010000000000000002,5
B_profile,50,0.7,4,tfisher,0.05744798406742721,0.006256412931399556,0.1496,0.0043999999999999985,5
B_profile,50,0.7,4,minp,0.05969478798772687,0.006495985493766701,0.0408,0.0052,5
B_profile,50,0.7,4,stouffer,1.1668966332576238,0.11239406575970845,0.33559999999999995,0.010399999999999998,5
B_profile,50,0.7,4,omnibus_analytic,0.10340922159664503,0.0032927349602858823,0.3068,0.010762899237658965,5
B_profile,50,0.7,4,omnibus_mvn,0.8759651548179643,0.005301590550404242,0.0416,0.0013266499161421598,5
