block,pathway_size,missing_frac,method,strategy,lambda,lambda_se,type1_05,type1_05_se,type1_01,type1_01_se
C,50,0.1,omnibus,mvn_imputed_cor,1.0546598165764243,0.11233792028293953,0.074,0.011706750189527408,0.006,0.0034536936748935914
C,50,0.3,acat,analytic_fallback,0.7958200068372094,0.1526221348872576,0.076,0.011851075900524812,0.012,0.004869496893930624
C,50,0.3,acat,mvn_true_cor,0.8544756914222453,0.09523264982158114,0.058,0.010453324829928513,0.008,0.003983967871356395
C,50,0.3,acat,mvn_imputed_cor,0.8441045887721951,0.08715871491968097,0.064,0.010945684080951725,0.012,0.004869496893930624
C,50,0.3,fisher,analytic_fallback,0.23608611630514229,0.10392237727951052,0.218,0.018464885594013304,0.15,0.015968719422671314
C,50,0.3,fisher,mvn_true_cor,0.8544756914222453,0.08488701515254092,0.048,0.009559916317625379,0.016,0.005611416933360059
C,50,0.3,fisher,mvn_imputed_cor,0.7004002023566742,0.10260985599860122,0.066,0.011103512957618413,0.03,0.00762889244910426
C,50,0.3,tfisher,analytic_fallback,0.06671259945645296,0.009693606048815225,0.128,0.014940950438308804,0.108,0.013880633991284405
C,50,0.3,tfisher,mvn_true_cor,0.8712616953943132,0.09968251042227712,0.05,0.009746794344808964,0,0
C,50,0.3,tfisher,mvn_imputed_cor,0.5579633030934072,0.06984944138902498,0.064,0.010945684080951725,0.024,0.00684455988358638
C,50,0.3,minp,analytic_fallback,0.13595237151890607,0.03844223031120748,0.052,0.00992935043192655,0.006,0.0034536936748935914
C,50,0.3,minp,mvn_true_cor,0.8818671796213595,0.10456494727748213,0.068,0.011258419071965654,0.006,0.0034536936748935914
C,50,0.3,minp,mvn_imputed_cor,0.5331293147894056,0.0807454046470692,0.056,0.010282412168358162,0.006,0.0034536936748935914
C,50,0.3,stouffer,analytic_fallback,0.8390946879018578,0.35997430932834157,0.276,0.01999119806314769,0.204,0.018021320706318948
C,50,0.3,stouffer,mvn_true_cor,0.9632157598940825,0.11882555043531093,0.05,0.009746794344808964,0.016,0.005611416933360059
C,50,0.3,stouffer,mvn_imputed_cor,0.8969145789646747,0.12270243444350075,0.072,0.011559930795640603,0.028,0.007377804551490911
C,50,0.3,omnibus,analytic_fallback,0.14590660296444105,0.039182707192248735,0.246,0.019260529587734602,0.176,0.01703079563614102
C,50,0.3,omnibus,mvn_true_cor,0.8691563453665204,0.08334132903994572,0.052,0.00992935043192655,0.016,0.005611416933360059
C,50,0.3,omnibus,mvn_imputed_cor,0.785633961491427,0.07854248832676011,0.07,0.011410521460476731,0.026,0.007116740827092132
C,50,0.5,acat,analytic_fallback,1.0047317017974744,0.19446303351466537,0.07,0.011410521460476731,0.016,0.005611416933360059
C,50,0.5,acat,mvn_true_cor,0.9700355123794231,0.14187957116491978,0.048,0.009559916317625379,0.012,0.004869496893930624
C,50,0.5,acat,mvn_imputed_cor,1.0546598165764243,0.12854295888836592,0.062,0.010784804124322332,0.016,0.005611416933360059
C,50,0.5,fisher,analytic_fallback,0.5560123544185319,0.1915095241818103,0.242,0.019153902996517445,0.162,0.016477621187537962
C,50,0.5,fisher,mvn_true_cor,1.0546598165764243,0.10096471532340602,0.036,0.008331146379700696,0.01,0.0044497190922573975
C,50,0.5,fisher,mvn_imputed_cor,0.8947149662011549,0.11227417125328451,0.11,0.013992855319769442,0.032,0.0078709592807992609
C,50,0.5,tfisher,analytic_fallback,0.07303724448360613,0.014224657249160352,0.146,0.015791390059142988,0.11,0.013992855319769442
C,50,0.5,tfisher,mvn_true_cor,0.9387667095031738,0.14034355400686147,0.056,0.010282412168358162,0,0
C,50,0.5,tfisher,mvn_imputed_cor,0.5392717742396043,0.10201796770853686,0.076,0.011851075900524812,0.046,0.00936845771725528
C,50,0.5,minp,analytic_fallback,0.16434002017947405,0.045196963011432674,0.038,0.00855055553750749,0.008,0.003983967871356395
C,50,0.5,minp,mvn_true_cor,0.9474307127930719,0.09621232968159478,0.054,0.010107818755794942,0.008,0.003983967871356395
C,50,0.5,minp,mvn_imputed_cor,0.5179636815924858,0.08343230494430176,0.048,0.009559916317625379,0.01,0.0044497190922573975
C,50,0.5,stouffer,analytic_fallback,1.1251514945627843,0.38104911071179537,0.298,0.020454632727086544,0.214,0.01834142851579451
C,50,0.5,stouffer,mvn_true_cor,1.074211586504491,0.08872711135876618,0.042,0.008970618707759236,0.008,0.003983967871356395
C,50,0.5,stouffer,mvn_imputed_cor,1.12415361624088,0.11403610629937236,0.11,0.013992855319769442,0.032,0.0078709592807992609
C,50,0.5,omnibus,analytic_fallback,0.25531969112674485,0.12475683830143368,0.262,0.01966499427917537,0.192,0.017614539448989292
C,50,0.5,omnibus,mvn_true_cor,1.0307050416584245,0.16693419897762984,0.052,0.00992935043192655,0.008,0.003983967871356395
C,50,0.5,omnibus,mvn_imputed_cor,0.839999514642564,0.1526738682336751,0.12,0.014532721699667961,0.044,0.009172131704244111
C,50,0.7,acat,analytic_fallback,0.9629109820221848,0.1365600411607698,0.068,0.011258419071965654,0.01,0.0044497190922573975
C,50,0.7,acat,mvn_true_cor,0.9474307127930719,0.12016243680417918,0.04,0.008763560920082658,0.01,0.0044497190922573975
C,50,0.7,acat,mvn_imputed_cor,0.9296203730077741,0.1014013367638577,0.068,0.011258419071965654,0.01,0.0044497190922573975
C,50,0.7,fisher,analytic_fallback,0.5630060980723856,0.17423078073411924,0.258,0.019567115270269147,0.196,0.01775297158224504
C,50,0.7,fisher,mvn_true_cor,1.0741781362885912,0.12304336461416357,0.04,0.008763560920082658,0.006,0.0034536936748935914
C,50,0.7,fisher,mvn_imputed_cor,0.8947149662011549,0.13274790841249362,0.13,0.015039946808416579,0.058,0.010453324829928513
C,50,0.7,tfisher,analytic_fallback,0.08209650914927465,0.011890251002129136,0.128,0.014940950438308804,0.102,0.013534843922262273
C,50,0.7,tfisher,mvn_true_cor,1.0377997365295637,0.11784687057374148,0.034,0.008104813384649889,0,0
C,50,0.7,tfisher,mvn_imputed_cor,0.3731694374308439,0.0698808261345497,0.076,0.011851075900524812,0.026,0.007116740827092132
C,50,0.7,minp,analytic_fallback,0.22026712199800347,0.04583604613038702,0.038,0.00855055553750749,0.01,0.0044497190922573975
C,50,0.7,minp,mvn_true_cor,1.0570871712336205,0.08819190131825058,0.054,0.010107818755794942,0.01,0.0044497190922573975
C,50,0.7,minp,mvn_imputed_cor,0.45439266936911304,0.06747374529595387,0.048,0.009559916317625379,0.01,0.0044497190922573975
C,50,0.7,stouffer,analytic_fallback,0.962061409162155,0.3257786750117365,0.284,0.020166506886419373,0.242,0.019153902996517445
C,50,0.7,stouffer,mvn_true_cor,1.0117017542101918,0.09201432331960606,0.042,0.008970618707759236,0.006,0.0034536936748935914
C,50,0.7,stouffer,mvn_imputed_cor,1.009355448671948,0.17567100436386454,0.164,0.0165592270351004,0.066,0.011103512957618413
C,50,0.7,omnibus,analytic_fallback,0.25861859088694983,0.11980611410843164,0.284,0.020166506886419373,0.22,0.018525657883055057
C,50,0.7,omnibus,mvn_true_cor,1.04500795072635,0.16433714149855413,0.052,0.00992935043192655,0.006,0.0034536936748935914
C,50,0.7,omnibus,mvn_imputed_cor,0.7243898903121486,0.1570067619995754,0.146,0.015791390059142988,0.052,0.00992935043192655
